player,age,max_market_value,season
Ozan Kabak,19,32000000,2019_2020
Kieran Tierney,23,32000000,2020_2021
Tyrone Mings,28,32000000,2021_2022
Iñigo Martínez,26,32000000,2017_2018
Felipe,30,32000000,2019_2020
Jan Vertonghen,30,32000000,2017_2018
Maicon,29,32000000,2010_2011
Jorrel Hato,18,30000000,2023_2024
Lucas Beraldo,20,30000000,2024_2025
Cristhian Mosquera,19,30000000,2024_2025
Aaron Hickey,21,30000000,2023_2024
Roger Ibañez,24,30000000,2022_2023
Dani Vivian,25,30000000,2024_2025
Malick Thiaw,22,30000000,2023_2024
Emerson Royal,23,30000000,2022_2023
Jakub Kiwior,24,30000000,2023_2024
Ferdi Kadıoğlu,24,30000000,2024_2025
Sergiño Dest,20,30000000,2021_2022
Igor Zubeldia,22,30000000,2019_2020
Hiroki Ito,25,30000000,2023_2024
Mouctar Diakhaby,23,30000000,2019_2020
Merih Demiral,21,30000000,2019_2020
Noussair Mazraoui,26,30000000,2023_2024
Denzel Dumfries,27,30000000,2023_2024
Yerry Mina,23,30000000,2018_2019
Álvaro Odriozola,22,30000000,2018_2019
Gianluca Mancini,24,30000000,2020_2021
Yeray Álvarez,24,30000000,2019_2020
Djené,28,30000000,2019_2020
Emerson,25,30000000,2019_2020
Alessandro Florenzi,27,30000000,2018_2019
Michael Keane,26,30000000,2019_2020
Mário Fernandes,28,30000000,2019_2020
Shkodran Mustafi,24,30000000,2016_2017
Danny Rose,27,30000000,2017_2018
David Luiz,27,30000000,2014_2015
Jesús Navas,24,30000000,2010_2011
Pepe,24,30000000,2007_2008
Ricardo Carvalho,26,30000000,2004_2005
Carles Puyol,29,30000000,2007_2008
Roberto Carlos,31,30000000,2004_2005
Philipp Lahm,29,30000000,2013_2014
Giorgio Chiellini,27,28500000,2012_2013
Tyrick Mitchell,23,28000000,2022_2023
Josip Stanisic,24,28000000,2023_2024
Maxence Lacroix,21,28000000,2021_2022
Matty Cash,26,28000000,2023_2024
Vitaliy Mykolenko,24,28000000,2023_2024
Rico Henry,25,28000000,2023_2024
Sergio Reguilón,23,28000000,2020_2021
Timothy Castagne,25,28000000,2020_2021
James Tarkowski,27,28000000,2020_2021
Ricardo Rodríguez,21,28000000,2014_2015
Medhi Benatia,27,28000000,2014_2015
Sokratis Papastathopoulos,28,28000000,2016_2017
Gianluca Zambrotta,27,28000000,2004_2005
Antonio Valencia,26,27500000,2012_2013
Marash Kumbulla,20,27000000,2020_2021
Olivier Boscagli,26,27000000,2023_2024
Lewis Dunk,28,27000000,2020_2021
Ashley Young,26,27000000,2012_2013
Patrice Evra,28,27000000,2009_2010
Ashley Cole,29,27000000,2009_2010
David Raum,24,26000000,2022_2023
Leonardo Spinazzola,27,26000000,2020_2021
Michael Kayode,19,25000000,2024_2025
Wilfried Singo,23,25000000,2024_2025
Yan Couto,22,25000000,2024_2025
Strahinja Pavlović,22,25000000,2023_2024
Radu Drăgușin,22,25000000,2023_2024
Miguel Gutiérrez,22,25000000,2024_2025
Taylor Harwood Bellis,21,25000000,2023_2024
Juan Foyth,24,25000000,2022_2023
Facundo Medina,24,25000000,2023_2024
Nathan Collins,22,25000000,2023_2024
Andrea Cambiaso,24,25000000,2023_2024
Perr Schuurs,23,25000000,2023_2024
Youcef Atal,23,25000000,2019_2020
James Justin,24,25000000,2022_2023
Junior Firpo,22,25000000,2018_2019
Antonee Robinson,26,25000000,2023_2024
Nordi Mukiele,22,25000000,2019_2020
Ben Godfrey,22,25000000,2020_2021
Kyle Walker Peters,25,25000000,2022_2023
Ridle Baku,23,25000000,2021_2022
Ashley Young,26,27000000,2012_2013
Patrice Evra,28,27000000,2009_2010
Ashley Cole,29,27000000,2009_2010
David Raum,24,26000000,2022_2023
Leonardo Spinazzola,27,26000000,2020_2021
Michael Kayode,19,25000000,2024_2025
Wilfried Singo,23,25000000,2024_2025
Yan Couto,22,25000000,2024_2025
Strahinja Pavlović,22,25000000,2023_2024
Radu Drăgușin,22,25000000,2023_2024
Miguel Gutiérrez,22,25000000,2024_2025
Taylor Harwood Bellis,21,25000000,2023_2024
Juan Foyth,24,25000000,2022_2023
Facundo Medina,24,25000000,2023_2024
Nathan Collins,22,25000000,2023_2024
Andrea Cambiaso,24,25000000,2023_2024
Perr Schuurs,23,25000000,2023_2024
Youcef Atal,23,25000000,2019_2020
James Justin,24,25000000,2022_2023
Junior Firpo,22,25000000,2018_2019
Antonee Robinson,26,25000000,2023_2024
Nordi Mukiele,22,25000000,2019_2020
Ben Godfrey,22,25000000,2020_2021
Kyle Walker Peters,25,25000000,2022_2023
Ridle Baku,23,25000000,2021_2022
Ashley Young,26,27000000,2012_2013
Patrice Evra,28,27000000,2009_2010
Ashley Cole,29,27000000,2009_2010
David Raum,24,26000000,2022_2023
Leonardo Spinazzola,27,26000000,2020_2021
Michael Kayode,19,25000000,2024_2025
Wilfried Singo,23,25000000,2024_2025
Yan Couto,22,25000000,2024_2025
Strahinja Pavlović,22,25000000,2023_2024
Radu Drăgușin,22,25000000,2023_2024
Miguel Gutiérrez,22,25000000,2024_2025
Taylor Harwood Bellis,21,25000000,2023_2024
Juan Foyth,24,25000000,2022_2023
Facundo Medina,24,25000000,2023_2024
Nathan Collins,22,25000000,2023_2024
Andrea Cambiaso,24,25000000,2023_2024
Perr Schuurs,23,25000000,2023_2024
Youcef Atal,23,25000000,2019_2020
James Justin,24,25000000,2022_2023
Junior Firpo,22,25000000,2018_2019
Antonee Robinson,26,25000000,2023_2024
Nordi Mukiele,22,25000000,2019_2020
Ben Godfrey,22,25000000,2020_2021
Kyle Walker Peters,25,25000000,2022_2023
Ridle Baku,23,25000000,2021_2022
Ashley Young,26,27000000,2012_2013
Patrice Evra,28,27000000,2009_2010
Ashley Cole,29,27000000,2009_2010
David Raum,24,26000000,2022_2023
Leonardo Spinazzola,27,26000000,2020_2021
Michael Kayode,19,25000000,2024_2025
Wilfried Singo,23,25000000,2024_2025
Yan Couto,22,25000000,2024_2025
Strahinja Pavlović,22,25000000,2023_2024
Radu Drăgușin,22,25000000,2023_2024
Miguel Gutiérrez,22,25000000,2024_2025
Taylor Harwood Bellis,21,25000000,2023_2024
Juan Foyth,24,25000000,2022_2023
Facundo Medina,24,25000000,2023_2024
Nathan Collins,22,25000000,2023_2024
Andrea Cambiaso,24,25000000,2023_2024
Perr Schuurs,23,25000000,2023_2024
Youcef Atal,23,25000000,2019_2020
James Justin,24,25000000,2022_2023
Junior Firpo,22,25000000,2018_2019
Antonee Robinson,26,25000000,2023_2024
Nordi Mukiele,22,25000000,2019_2020
Ben Godfrey,22,25000000,2020_2021
Kyle Walker Peters,25,25000000,2022_2023
Ridle Baku,23,25000000,2021_2022
Ashley Young,26,27000000,2012_2013
Patrice Evra,28,27000000,2009_2010
Ashley Cole,29,27000000,2009_2010
David Raum,24,26000000,2022_2023
Leonardo Spinazzola,27,26000000,2020_2021
Michael Kayode,19,25000000,2024_2025
Wilfried Singo,23,25000000,2024_2025
Yan Couto,22,25000000,2024_2025
Strahinja Pavlović,22,25000000,2023_2024
Radu Drăgușin,22,25000000,2023_2024
Miguel Gutiérrez,22,25000000,2024_2025
Taylor Harwood Bellis,21,25000000,2023_2024
Juan Foyth,24,25000000,2022_2023
Facundo Medina,24,25000000,2023_2024
Nathan Collins,22,25000000,2023_2024
Andrea Cambiaso,24,25000000,2023_2024
Perr Schuurs,23,25000000,2023_2024
Youcef Atal,23,25000000,2019_2020
James Justin,24,25000000,2022_2023
Junior Firpo,22,25000000,2018_2019
Antonee Robinson,26,25000000,2023_2024
Nordi Mukiele,22,25000000,2019_2020
Ben Godfrey,22,25000000,2020_2021
Kyle Walker Peters,25,25000000,2022_2023
Ridle Baku,23,25000000,2021_2022
Ashley Young,26,27000000,2012_2013
Patrice Evra,28,27000000,2009_2010
Ashley Cole,29,27000000,2009_2010
David Raum,24,26000000,2022_2023
Leonardo Spinazzola,27,26000000,2020_2021
Michael Kayode,19,25000000,2024_2025
Wilfried Singo,23,25000000,2024_2025
Yan Couto,22,25000000,2024_2025
Strahinja Pavlović,22,25000000,2023_2024
Radu Drăgușin,22,25000000,2023_2024
Miguel Gutiérrez,22,25000000,2024_2025
Taylor Harwood Bellis,21,25000000,2023_2024
Juan Foyth,24,25000000,2022_2023
Facundo Medina,24,25000000,2023_2024
Nathan Collins,22,25000000,2023_2024
Andrea Cambiaso,24,25000000,2023_2024
Perr Schuurs,23,25000000,2023_2024
Youcef Atal,23,25000000,2019_2020
James Justin,24,25000000,2022_2023
Junior Firpo,22,25000000,2018_2019
Antonee Robinson,26,25000000,2023_2024
Nordi Mukiele,22,25000000,2019_2020
Ben Godfrey,22,25000000,2020_2021
Kyle Walker Peters,25,25000000,2022_2023
Ridle Baku,23,25000000,2021_2022
Ashley Young,26,27000000,2012_2013
Patrice Evra,28,27000000,2009_2010
Ashley Cole,29,27000000,2009_2010
David Raum,24,26000000,2022_2023
Leonardo Spinazzola,27,26000000,2020_2021
Michael Kayode,19,25000000,2024_2025
Wilfried Singo,23,25000000,2024_2025
Yan Couto,22,25000000,2024_2025
Strahinja Pavlović,22,25000000,2023_2024
Radu Drăgușin,22,25000000,2023_2024
Miguel Gutiérrez,22,25000000,2024_2025
Taylor Harwood Bellis,21,25000000,2023_2024
Juan Foyth,24,25000000,2022_2023
Facundo Medina,24,25000000,2023_2024
Nathan Collins,22,25000000,2023_2024
Andrea Cambiaso,24,25000000,2023_2024
Perr Schuurs,23,25000000,2023_2024
Youcef Atal,23,25000000,2019_2020
James Justin,24,25000000,2022_2023
Junior Firpo,22,25000000,2018_2019
Antonee Robinson,26,25000000,2023_2024
Nordi Mukiele,22,25000000,2019_2020
Ben Godfrey,22,25000000,2020_2021
Kyle Walker Peters,25,25000000,2022_2023
Ridle Baku,23,25000000,2021_2022
Ashley Young,26,27000000,2012_2013
Patrice Evra,28,27000000,2009_2010
Ashley Cole,29,27000000,2009_2010
David Raum,24,26000000,2022_2023
Leonardo Spinazzola,27,26000000,2020_2021
Michael Kayode,19,25000000,2024_2025
Wilfried Singo,23,25000000,2024_2025
Yan Couto,22,25000000,2024_2025
Strahinja Pavlović,22,25000000,2023_2024
Radu Drăgușin,22,25000000,2023_2024
Miguel Gutiérrez,22,25000000,2024_2025
Taylor Harwood Bellis,21,25000000,2023_2024
Juan Foyth,24,25000000,2022_2023
Facundo Medina,24,25000000,2023_2024
Nathan Collins,22,25000000,2023_2024
Andrea Cambiaso,24,25000000,2023_2024
Perr Schuurs,23,25000000,2023_2024
Youcef Atal,23,25000000,2019_2020
James Justin,24,25000000,2022_2023
Junior Firpo,22,25000000,2018_2019
Antonee Robinson,26,25000000,2023_2024
Nordi Mukiele,22,25000000,2019_2020
Ben Godfrey,22,25000000,2020_2021
Kyle Walker Peters,25,25000000,2022_2023
Ridle Baku,23,25000000,2021_2022
Ashley Young,26,27000000,2012_2013
Patrice Evra,28,27000000,2009_2010
Ashley Cole,29,27000000,2009_2010
David Raum,24,26000000,2022_2023
Leonardo Spinazzola,27,26000000,2020_2021
Michael Kayode,19,25000000,2024_2025
Wilfried Singo,23,25000000,2024_2025
Yan Couto,22,25000000,2024_2025
Strahinja Pavlović,22,25000000,2023_2024
Radu Drăgușin,22,25000000,2023_2024
Miguel Gutiérrez,22,25000000,2024_2025
Taylor Harwood Bellis,21,25000000,2023_2024
Juan Foyth,24,25000000,2022_2023
Facundo Medina,24,25000000,2023_2024
Nathan Collins,22,25000000,2023_2024
Andrea Cambiaso,24,25000000,2023_2024
Perr Schuurs,23,25000000,2023_2024
Youcef Atal,23,25000000,2019_2020
James Justin,24,25000000,2022_2023
Junior Firpo,22,25000000,2018_2019
Antonee Robinson,26,25000000,2023_2024
Nordi Mukiele,22,25000000,2019_2020
Ben Godfrey,22,25000000,2020_2021
Kyle Walker Peters,25,25000000,2022_2023
Ridle Baku,23,25000000,2021_2022
Ashley Young,26,27000000,2012_2013
Patrice Evra,28,27000000,2009_2010
Ashley Cole,29,27000000,2009_2010
David Raum,24,26000000,2022_2023
Leonardo Spinazzola,27,26000000,2020_2021
Michael Kayode,19,25000000,2024_2025
Wilfried Singo,23,25000000,2024_2025
Yan Couto,22,25000000,2024_2025
Strahinja Pavlović,22,25000000,2023_2024
Radu Drăgușin,22,25000000,2023_2024
Miguel Gutiérrez,22,25000000,2024_2025
Taylor Harwood Bellis,21,25000000,2023_2024
Juan Foyth,24,25000000,2022_2023
Facundo Medina,24,25000000,2023_2024
Nathan Collins,22,25000000,2023_2024
Andrea Cambiaso,24,25000000,2023_2024
Perr Schuurs,23,25000000,2023_2024
Youcef Atal,23,25000000,2019_2020
James Justin,24,25000000,2022_2023
Junior Firpo,22,25000000,2018_2019
Antonee Robinson,26,25000000,2023_2024
Nordi Mukiele,22,25000000,2019_2020
Ben Godfrey,22,25000000,2020_2021
Kyle Walker Peters,25,25000000,2022_2023
Ridle Baku,23,25000000,2021_2022
Ashley Young,26,27000000,2012_2013
Patrice Evra,28,27000000,2009_2010
Ashley Cole,29,27000000,2009_2010
David Raum,24,26000000,2022_2023
Leonardo Spinazzola,27,26000000,2020_2021
Michael Kayode,19,25000000,2024_2025
Wilfried Singo,23,25000000,2024_2025
Yan Couto,22,25000000,2024_2025
Strahinja Pavlović,22,25000000,2023_2024
Radu Drăgușin,22,25000000,2023_2024
Miguel Gutiérrez,22,25000000,2024_2025
Taylor Harwood Bellis,21,25000000,2023_2024
Juan Foyth,24,25000000,2022_2023
Facundo Medina,24,25000000,2023_2024
Nathan Collins,22,25000000,2023_2024
Andrea Cambiaso,24,25000000,2023_2024
Perr Schuurs,23,25000000,2023_2024
Youcef Atal,23,25000000,2019_2020
James Justin,24,25000000,2022_2023
Junior Firpo,22,25000000,2018_2019
Antonee Robinson,26,25000000,2023_2024
Nordi Mukiele,22,25000000,2019_2020
Ben Godfrey,22,25000000,2020_2021
Kyle Walker Peters,25,25000000,2022_2023
Ridle Baku,23,25000000,2021_2022
Jude Bellingham,20,180000000,2023_2024
Kevin De Bruyne,26,150000000,2017_2018
Philippe Coutinho,26,150000000,2018_2019
Florian Wirtz,21,130000000,2023_2024
Jamal Musiala,21,130000000,2024_2025
Federico Valverde,26,130000000,2024_2025
Rodri,28,130000000,2024_2025
Declan Rice,25,120000000,2023_2024
Martin Ødegaard,25,110000000,2023_2024
Pedri,19,100000000,2022_2023
Eduardo Camavinga,21,100000000,2024_2025
Aurélien Tchouaméni,24,100000000,2024_2025
Bernardo Silva,24,100000000,2019_2020
N'Golo Kanté,27,100000000,2018_2019
Dele Alli,22,100000000,2017_2018
Paul Pogba,26,100000000,2019_2020
Christian Eriksen,27,100000000,2019_2020
Moisés Caicedo,21,90000000,2023_2024
Gavi,18,90000000,2022_2023
Cole Palmer,22,90000000,2024_2025
Frenkie De Jong,22,90000000,2019_2020
Sergej Milinković Savić,23,90000000,2018_2019
Bruno Fernandes,26,90000000,2020_2021
Joshua Kimmich,26,90000000,2020_2021
Saúl Ñíguez,23,90000000,2018_2019
Isco,26,90000000,2018_2019
Enzo Fernández,22,85000000,2022_2023
Bruno Guimarães,25,85000000,2023_2024
Xavi Simons,20,80000000,2023_2024
Marcos Llorente,26,80000000,2020_2021
Nicolò Barella,27,80000000,2024_2025
James Rodríguez,23,80000000,2015_2016
Sergio Busquets,29,80000000,2017_2018
Toni Kroos,27,80000000,2017_2018
Casemiro,28,80000000,2019_2020
Alexis Mac Allister,25,75000000,2023_2024
Dominik Szoboszlai,23,75000000,2023_2024
Mason Mount,22,75000000,2020_2021
Marco Verratti,26,75000000,2018_2019
Douglas Luiz,25,70000000,2023_2024
Arthur Melo,22,70000000,2019_2020
James Maddison,26,70000000,2023_2024
Fabinho,26,70000000,2019_2020
Thomas Lemar,22,70000000,2018_2019
Nabil Fekir,25,70000000,2018_2019
Leon Goretzka,26,70000000,2020_2021
Koke,25,70000000,2017_2018
Thiago Alcántara,27,70000000,2018_2019
Miralem Pjanic,28,70000000,2018_2019
Ivan Rakitic,30,70000000,2018_2019
Andrés Iniesta,28,70000000,2012_2013
Kaká,25,70000000,2007_2008
Tanguy Ndombélé,22,65000000,2019_2020
Lucas Paquetá,26,65000000,2023_2024
Naby Keïta,23,65000000,2017_2018
Jorginho,26,65000000,2018_2019
Xavi,29,65000000,2009_2010
Warren Zaïre Emery,17,60000000,2023_2024
João Neves,20,60000000,2024_2025
Eberechi Eze,26,60000000,2024_2025
Manuel Ugarte,22,60000000,2023_2024
Martín Zubimendi,25,60000000,2024_2025
Sandro Tonali,23,60000000,2023_2024
Fabián Ruiz,23,60000000,2019_2020
Dani Olmo,26,60000000,2024_2025
Wilfred Ndidi,24,60000000,2021_2022
João Palhinha,28,60000000,2023_2024
Marcelo Brozovic,27,60000000,2019_2020
Allan,28,60000000,2018_2019
Sergi Roberto,26,60000000,2017_2018
Kobbie Mainoo,19,55000000,2024_2025
Matheus Nunes,25,55000000,2023_2024
Vitinha,24,55000000,2024_2025
Amadou Onana,23,55000000,2024_2025
Dejan Kulusevski,22,55000000,2022_2023
Houssem Aouar,21,55000000,2019_2020
Nicolò Zaniolo,21,55000000,2020_2021
Lucas Torreira,22,55000000,2018_2019
Franck Kessié,24,55000000,2021_2022
Donny Van De Beek,22,55000000,2019_2020
Youri Tielemans,22,55000000,2019_2020
Luis Alberto,27,55000000,2019_2020
Mario Götze,21,55000000,2013_2014
Luka Modric,28,55000000,2014_2015
Cesc Fàbregas,22,55000000,2009_2010
Aleksandar Pavlovic,20,50000000,2024_2025
Fermín López,21,50000000,2024_2025
Roméo Lavia,19,50000000,2023_2024
Mohammed Kudus,23,50000000,2023_2024
Conor Gallagher,24,50000000,2023_2024
Jeremie Frimpong,23,50000000,2023_2024
Mattéo Guendouzi,20,50000000,2019_2020
Carlos Soler,22,50000000,2019_2020
Teun Koopmeiners,26,50000000,2024_2025
Rodrigo Bentancur,22,50000000,2019_2020
Kalvin Phillips,26,50000000,2021_2022
Giovani Lo Celso,23,50000000,2019_2020
Mikel Merino,25,50000000,2021_2022
Thomas Partey,25,50000000,2018_2019
Rúben Neves,22,50000000,2019_2020
Fred,25,50000000,2018_2019
Julian Brandt,23,50000000,2019_2020
Adrien Rabiot,23,50000000,2018_2019
Piotr Zieliński,27,50000000,2020_2021
Granit Xhaka,26,50000000,2018_2019
İlkay Gündoğan,28,50000000,2019_2020
Georginio Wijnaldum,28,50000000,2019_2020
Mesut Özil,24,50000000,2013_2014
David Silva,26,50000000,2012_2013
Marco Reus,25,50000000,2014_2015
Steven Gerrard,29,50000000,2009_2010
Pape Matar Sarr,21,45000000,2023_2024
Exequiel Palacios,25,45000000,2023_2024
Denis Zakaria,23,45000000,2019_2020
Dani Ceballos,23,45000000,2019_2020
Lorenzo Pellegrini,25,45000000,2021_2022
Tomas Soucek,26,45000000,2021_2022
Corentin Tolisso,23,45000000,2018_2019
Pierre Emile Højbjerg,27,45000000,2022_2023
Hakan Çalhanoğlu,30,45000000,2024_2025
Mateo Kovacic,25,45000000,2019_2020
Aaron Ramsey,27,45000000,2017_2018
Juan Mata,25,45000000,2013_2014
Radja Nainggolan,29,45000000,2017_2018
Arturo Vidal,27,45000000,2014_2015
Wesley Sneijder,26,45000000,2010_2011
Frank Lampard,31,45000000,2009_2010
Enzo Millot,22,42000000,2024_2025
Giovanni Reyna,18,42000000,2021_2022
Jacob Ramsey,22,42000000,2023_2024
Joelinton,26,42000000,2023_2024
Marcel Sabitzer,26,42000000,2020_2021
João Gomes,23,40000000,2024_2025
Manu Koné,22,40000000,2023_2024
Éderson,24,40000000,2024_2025
Oihan Sancet,24,40000000,2024_2025
Ryan Gravenberch,22,40000000,2024_2025
Khéphren Thuram,22,40000000,2023_2024
Morten Hjulmand,24,40000000,2024_2025
Morgan Gibbs White,23,40000000,2023_2024
Joey Veerman,25,40000000,2023_2024
Emile Smith Rowe,21,40000000,2021_2022
Frank Anguissa,27,40000000,2022_2023
Ismaël Bennacer,23,40000000,2020_2021
Brahim Díaz,24,40000000,2024_2025
Brais Méndez,26,40000000,2023_2024
Rodrigo De Paul,27,40000000,2021_2022
Harry Winks,23,40000000,2019_2020
Stanislav Lobotka,28,40000000,2023_2024
Tiemoué Bakayoko,23,40000000,2017_2018
Leandro Paredes,24,40000000,2018_2019
Filip Kostić,27,40000000,2019_2020
Alex Oxlade Chamberlain,24,40000000,2017_2018
Jesse Lingard,25,40000000,2018_2019
Emre Can,25,40000000,2019_2020
Oscar,23,40000000,2014_2015
Nemanja Matic,26,40000000,2015_2016
Paulinho,29,40000000,2017_2018
Javi Martínez,29,40000000,2017_2018
Marek Hamsik,26,40000000,2013_2014
David Beckham,29,40000000,2004_2005
Bastian Schweinsteiger,26,40000000,2010_2011
Boubacar Kamara,24,38000000,2023_2024
Joe Willock,23,38000000,2023_2024
Florian Neuhaus,23,38000000,2020_2021
James Ward Prowse,28,38000000,2022_2023
Daniele De Rossi,26,38000000,2009_2010
Michael Essien,22,38000000,2005_2006
Henrikh Mkhitaryan,27,37000000,2016_2017
Yaya Touré,29,36500000,2012_2013
Andrea Pirlo,28,36000000,2007_2008
Alan Varela,22,35000000,2024_2025
Georgiy Sudakov,21,35000000,2024_2025
Harvey Elliott,19,35000000,2022_2023
Cheick Doucouré,23,35000000,2023_2024
Orkun Kökçü,22,35000000,2023_2024
Curtis Jones,23,35000000,2023_2024
Nicolò Fagioli,22,35000000,2023_2024
Quinten Timber,23,35000000,2024_2025
Yves Bissouma,25,35000000,2021_2022
Edson Álvarez,25,35000000,2022_2023
Davide Frattesi,24,35000000,2024_2025
Ibrahim Sangaré,24,35000000,2022_2023
Jerdy Schouten,27,35000000,2024_2025
Emiliano Buendía,24,35000000,2021_2022
Scott Mctominay,24,35000000,2020_2021
Manuel Locatelli,22,35000000,2020_2021
Otávio,28,35000000,2023_2024
Jean Michaël Seri,26,35000000,2017_2018
Jordan Veretout,28,35000000,2020_2021
João Mário,23,35000000,2016_2017
Gylfi Sigurdsson,29,35000000,2019_2020
Jordan Henderson,28,35000000,2019_2020
Dani Parejo,30,35000000,2019_2020
Sami Khedira,27,35000000,2014_2015
Xabi Alonso,28,35000000,2010_2011
Patrick Vieira,28,35000000,2004_2005
Michael Ballack,29,35000000,2005_2006
Charles De Ketelaere,23,34000000,2024_2025
Jack Wilshere,21,33000000,2013_2014
John Mcginn,27,32000000,2022_2023
Seko Fofana,28,32000000,2023_2024
Leander Dendoncker,25,32000000,2020_2021
Kerem Demirbay,25,32000000,2019_2020
Juan Cuadrado,26,32000000,2014_2015
Fernandinho,28,32000000,2013_2014
Anderson,19,31500000,2007_2008
Claudio Marchisio,26,31000000,2012_2013
Esteban Cambiasso,29,31000000,2010_2011
Arthur Vermeeren,18,30000000,2023_2024
Pablo Barrios,21,30000000,2024_2025
Adam Wharton,20,30000000,2023_2024
Gabri Veiga,20,30000000,2022_2023
Samuel Lino,24,30000000,2024_2025
Bilal El Khannouss,20,30000000,2024_2025
Rayan Cherki,19,30000000,2023_2024
Youssouf Fofana,25,30000000,2024_2025
Mohamed Camara,23,30000000,2023_2024
Fábio Vieira,22,30000000,2022_2023
Kiernan Dewsbury Hall,25,30000000,2023_2024
Tijjani Reijnders,25,30000000,2024_2025
Mats Wieffer,24,30000000,2023_2024
Brenden Aaronson,21,30000000,2022_2023
Amine Harit,22,30000000,2019_2020
Pablo Fornals,22,30000000,2018_2019
Daichi Kamada,26,30000000,2022_2023
Marc Roca,22,30000000,2019_2020
Mathias Jensen,27,30000000,2023_2024
Nikola Vlašić,23,30000000,2020_2021
Sofyan Amrabat,26,30000000,2023_2024
Carles Aleñá,21,30000000,2019_2020
Aleksandr Golovin,22,30000000,2018_2019
Joan Jordán,26,30000000,2020_2021
Renato Sanches,18,30000000,2016_2017
Konrad Laimer,22,30000000,2019_2020
André Gomes,22,30000000,2016_2017
Stefano Sensi,24,30000000,2019_2020
Ruslan Malinovskyi,28,30000000,2020_2021
Ruben Loftus Cheek,23,30000000,2019_2020
Julian Weigl,22,30000000,2017_2018
Maximilian Eggestein,22,30000000,2019_2020
Jean Philippe Gbamin,23,30000000,2018_2019
Danilo Pereira,27,30000000,2019_2020
Ross Barkley,25,30000000,2019_2020
Geoffrey Kondogbia,25,30000000,2017_2018
Idrissa Gueye,30,30000000,2019_2020
William Carvalho,24,30000000,2016_2017
Ander Herrera,27,30000000,2017_2018
Victor Wanyama,26,30000000,2017_2018
Nico Gaitán,27,30000000,2015_2016
Daichi Kamada,26,30000000,2022_2023
Marc Roca,22,30000000,2019_2020
Mathias Jensen,27,30000000,2023_2024
Nikola Vlašić,23,30000000,2020_2021
Sofyan Amrabat,26,30000000,2023_2024
Carles Aleñá,21,30000000,2019_2020
Aleksandr Golovin,22,30000000,2018_2019
Joan Jordán,26,30000000,2020_2021
Renato Sanches,18,30000000,2016_2017
Konrad Laimer,22,30000000,2019_2020
André Gomes,22,30000000,2016_2017
Stefano Sensi,24,30000000,2019_2020
Ruslan Malinovskyi,28,30000000,2020_2021
Ruben Loftus Cheek,23,30000000,2019_2020
Julian Weigl,22,30000000,2017_2018
Maximilian Eggestein,22,30000000,2019_2020
Jean Philippe Gbamin,23,30000000,2018_2019
Danilo Pereira,27,30000000,2019_2020
Ross Barkley,25,30000000,2019_2020
Geoffrey Kondogbia,25,30000000,2017_2018
Idrissa Gueye,30,30000000,2019_2020
William Carvalho,24,30000000,2016_2017
Ander Herrera,27,30000000,2017_2018
Victor Wanyama,26,30000000,2017_2018
Nico Gaitán,27,30000000,2015_2016
Daichi Kamada,26,30000000,2022_2023
Marc Roca,22,30000000,2019_2020
Mathias Jensen,27,30000000,2023_2024
Nikola Vlašić,23,30000000,2020_2021
Sofyan Amrabat,26,30000000,2023_2024
Carles Aleñá,21,30000000,2019_2020
Aleksandr Golovin,22,30000000,2018_2019
Joan Jordán,26,30000000,2020_2021
Renato Sanches,18,30000000,2016_2017
Konrad Laimer,22,30000000,2019_2020
André Gomes,22,30000000,2016_2017
Stefano Sensi,24,30000000,2019_2020
Ruslan Malinovskyi,28,30000000,2020_2021
Ruben Loftus Cheek,23,30000000,2019_2020
Julian Weigl,22,30000000,2017_2018
Maximilian Eggestein,22,30000000,2019_2020
Jean Philippe Gbamin,23,30000000,2018_2019
Danilo Pereira,27,30000000,2019_2020
Ross Barkley,25,30000000,2019_2020
Geoffrey Kondogbia,25,30000000,2017_2018
Idrissa Gueye,30,30000000,2019_2020
William Carvalho,24,30000000,2016_2017
Ander Herrera,27,30000000,2017_2018
Victor Wanyama,26,30000000,2017_2018
Nico Gaitán,27,30000000,2015_2016
Daichi Kamada,26,30000000,2022_2023
Marc Roca,22,30000000,2019_2020
Mathias Jensen,27,30000000,2023_2024
Nikola Vlašić,23,30000000,2020_2021
Sofyan Amrabat,26,30000000,2023_2024
Carles Aleñá,21,30000000,2019_2020
Aleksandr Golovin,22,30000000,2018_2019
Joan Jordán,26,30000000,2020_2021
Renato Sanches,18,30000000,2016_2017
Konrad Laimer,22,30000000,2019_2020
André Gomes,22,30000000,2016_2017
Stefano Sensi,24,30000000,2019_2020
Ruslan Malinovskyi,28,30000000,2020_2021
Ruben Loftus Cheek,23,30000000,2019_2020
Julian Weigl,22,30000000,2017_2018
Maximilian Eggestein,22,30000000,2019_2020
Jean Philippe Gbamin,23,30000000,2018_2019
Danilo Pereira,27,30000000,2019_2020
Ross Barkley,25,30000000,2019_2020
Geoffrey Kondogbia,25,30000000,2017_2018
Idrissa Gueye,30,30000000,2019_2020
William Carvalho,24,30000000,2016_2017
Ander Herrera,27,30000000,2017_2018
Victor Wanyama,26,30000000,2017_2018
Nico Gaitán,27,30000000,2015_2016
Daichi Kamada,26,30000000,2022_2023
Marc Roca,22,30000000,2019_2020
Mathias Jensen,27,30000000,2023_2024
Nikola Vlašić,23,30000000,2020_2021
