Player,Nation,Position,Squad,Age,Year of birth,90s Played,Goals,Shots Total,Shots on Target,Shots on Target %,Shots Total/90,Shots on target/90,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Penalty Kicks Made,Penalty Kicks Attempted,Matches
Omar Fayed,eg EGY,DF,Novi Pazar,20,2003,18.0,0,,,,,,,,,0,0,Matches

Aleksandar Filipović,rs SRB,DF,Partizan,28,1994,13.9,2,,,,,,,,,0,0,Matches
Nenad Filipović,rs SRB,GK,Čukarički,36,1987,20.0,0,,,,,,,,,0,0,Matches
Junior Flemmings,jm JAM,"FW,MF",Voždovac,27,1996,22.9,12,,,,,,,,,2,2,Matches
Rafael Floro,pt POR,DF,Novi Pazar,29,1994,11.0,1,,,,,,,,,0,0,Matches
Filip Frei,ch SUI,DF,Radnički Niš,22,2001,11.9,0,,,,,,,,,0,0,Matches
Patrick Friday Eze,ng NGA,FW,Mladost Lučani,30,1992,17.0,7,,,,,,,,,2,2,Matches
Iddriss Fuseini,gh GHA,MF,Radnički Niš,18,2004,0.0,0,,,,,,,,,0,0,Matches
Marko Gajić,rs SRB,DF,FK Železničar Pančevo,31,1992,6.5,0,,,,,,,,,0,0,Matches
Mateja Gajic,rs SRB,MF,Napredak Kruš,17,2005,0.9,0,,,,,,,,,0,0,Matches
Maka Gakou,fr FRA,DF,Radnički Niš,23,2000,0.3,0,,,,,,,,,0,0,Matches
Mateja Gasic,rs SRB,DF,Radnik Surdulica,20,2003,29.2,1,,,,,,,,,0,0,Matches
Petar Gigić,rs SRB,FW,Javor Ivanjica,26,1997,10.8,3,,,,,,,,,0,0,Matches
Guram Giorbelidze,ge GEO,DF,Vojvodina,27,1996,11.1,0,,,,,,,,,0,0,Matches
Omri Glazer,il ISR,GK,Red Star,27,1996,33.5,0,,,,,,,,,0,0,Matches
Nikola Glišić,rs SRB,FW,FK IMT Novi Beograd,24,1999,32.1,3,,,,,,,,,0,0,Matches
Matija Gluščević,rs SRB,FW,Radnički Kragujevac,19,2004,17.6,5,,,,,,,,,0,0,Matches
Luka Gojković,rs SRB,MF,Javor Ivanjica,23,1999,34.6,3,,,,,,,,,1,1,Matches
Aleksej Golijanin,ba BIH,MF,Novi Pazar,20,2003,2.5,0,,,,,,,,,0,0,Matches
Stefan Golubović,rs SRB,FW,FK IMT Novi Beograd,17,2006,1.0,0,,,,,,,,,0,0,Matches
José Gomes,gw GNB,FW,Čukarički,19,2004,0.7,0,,,,,,,,,0,0,Matches
Miloš Gordić,rs SRB,GK,FK IMT Novi Beograd,23,2000,31.8,0,,,,,,,,,0,0,Matches
Nikola Grbović,rs SRB,MF,Radnički Kragujevac,25,1998,0.3,0,,,,,,,,,0,0,Matches
Dario Grgić,rs SRB,MF,FK Železničar Pančevo,20,2003,25.4,4,,,,,,,,,1,2,Matches
Marko Gudžulić,rs SRB,GK,Voždovac,21,2002,7.5,0,,,,,,,,,0,0,Matches
Ivan Guteša,rs SRB,GK,Red Star,21,2002,1.0,0,,,,,,,,,0,0,Matches

Haris Hajdarević,ba BIH,MF,Radnik Surdulica,24,1998,31.2,3,,,,,,,,,0,0,Matches
Stefan Hajdin,hr CRO,DF,FK Železničar Pančevo,29,1994,30.0,6,,,,,,,,,0,0,Matches
Srđan Hrstić,rs SRB,FW,Spartak Subotic,20,2003,0.9,1,,,,,,,,,0,0,Matches
Ivan Ignatyev,ru RUS,FW,FK Železničar Pančevo,24,1999,3.5,0,,,,,,,,,0,0,Matches
Mihajlo Ilić,rs SRB,DF,Partizan,20,2003,18.0,1,,,,,,,,,0,0,Matches
Milan Ilic,rs SRB,DF,Javor Ivanjica,23,2000,16.7,0,,,,,,,,,0,0,Matches
Vanja Ilić,rs SRB,MF,Radnički Niš,24,1999,31.8,9,,,,,,,,,0,0,Matches
Veljko Ilic,rs SRB,GK,TSC Bačka Top,20,2003,31.7,0,,,,,,,,,0,0,Matches
Hwang In-beom,kr KOR,MF,Red Star,26,1996,21.9,5,,,,,,,,,1,1,Matches
Índio,br BRA,MF,Vojvodina,23,1999,17.5,2,,,,,,,,,0,0,Matches
Sead Islamović,rs SRB,MF,Novi Pazar,23,1999,7.7,0,,,,,,,,,0,0,Matches
Mirko Ivanić,me MNE,MF,Red Star,29,1993,18.6,5,,,,,,,,,0,0,Matches
Mihailo Ivanović,rs SRB,FW,Vojvodina,18,2004,15.4,9,,,,,,,,,0,0,Matches
Đorđe Ivanović,rs SRB,FW,Čukarički,27,1995,28.7,6,,,,,,,,,0,0,Matches
