club_id,club,num_of_players,matches_played,starts,minutes,90s_played,goals_against,goals_against/90,shots_on_target_against,saves,save_percentage,wins,draws,losses,clean_sheets,clean_sheet_percentage,penalty_kicks_attempted,penalty_kicks_allowed,penalty_kicks_saved,penalty_kicks_missed,save%_(penalty_kicks),league,season
154,Lens,2,38,38,"3,420",38,29.0,0.0,129.0,101.0,79.0,25,9,4,15,39,3,3,0,0,0.0,Ligue_1,2022_2023
154,Lens,2,34,34,"3,060",34,37.0,1.0,138.0,101.0,77.0,14,9,11,14,41,8,6,1,1,14.0,Ligue_1,2023_2024
154,Lens,2,38,38,"3,418",38,48.0,1.0,145.0,96.0,69.0,17,11,10,8,21,5,4,1,0,20.0,Ligue_1,2021_2022
155,Levadiakos,3,33,33,"2,970",33,,,,,,4,14,15,8,24,6,4,1,1,20.0,Super_League_Greece,2022_2023
156,Levante,4,38,38,"3,420",38,76.0,2.0,203.0,126.0,65.0,8,11,19,7,18,6,5,1,0,16.0,La_Liga,2021_2022
157,Leverkusen,2,34,34,"3,059",34,49.0,1.0,146.0,99.0,71.0,14,8,12,9,26,7,7,0,0,0.0,Bundesliga,2022_2023
157,Leverkusen,3,34,34,"3,060",34,47.0,1.0,162.0,115.0,72.0,19,7,8,8,23,4,2,1,1,33.0,Bundesliga,2021_2022
157,Leverkusen,2,34,34,"3,060",34,24.0,0.0,105.0,81.0,77.0,28,6,0,16,47,0,0,0,0,,Bundesliga,2023_2024
158,Levski Sofia,2,35,35,"3,150",35,,,,,,17,10,8,22,62,1,1,0,0,0.0,Bulgarian_First_League,2022_2023
158,Levski Sofia,3,35,35,"3,150",35,,,,,,19,7,9,19,54,2,2,0,0,0.0,Bulgarian_First_League,2023_2024
158,Levski Sofia,2,31,31,"2,790",31,,,,,,15,7,9,15,48,4,4,0,0,0.0,Bulgarian_First_League,2021_2022
159,Lille,2,38,38,"3,420",38,44.0,1.0,122.0,80.0,67.0,19,10,9,10,26,5,4,1,0,20.0,Ligue_1,2022_2023
159,Lille,2,34,34,"3,060",34,34.0,1.0,128.0,94.0,75.0,16,11,7,15,44,5,3,2,0,40.0,Ligue_1,2023_2024
159,Lille,2,38,38,"3,420",38,48.0,1.0,151.0,105.0,72.0,14,13,11,10,26,6,6,0,0,0.0,Ligue_1,2021_2022
160,Liverpool,2,38,38,"3,420",38,41.0,1.0,147.0,108.0,72.0,24,10,4,10,26,1,1,0,0,0.0,Premier_League,2023_2024
160,Liverpool,2,38,38,"3,420",38,47.0,1.0,157.0,111.0,71.0,19,10,9,14,36,4,2,1,1,33.0,Premier_League,2022_2023
160,Liverpool,2,38,38,"3,420",38,26.0,0.0,107.0,82.0,75.0,28,8,2,21,55,0,0,0,0,,Premier_League,2021_2022
161,Loko Plovdiv,3,35,35,"3,150",35,,,,,,15,9,11,14,40,3,3,0,0,0.0,Bulgarian_First_League,2022_2023
161,Loko Plovdiv,3,35,35,"3,150",35,,,,,,17,7,11,11,31,5,5,0,0,0.0,Bulgarian_First_League,2023_2024
161,Loko Plovdiv,2,32,32,"2,880",32,,,,,,9,11,12,8,25,5,5,0,0,0.0,Bulgarian_First_League,2021_2022
162,Lokomotiv Sofia,2,36,36,"3,238",36,,,,,,11,9,16,11,30,3,3,0,0,0.0,Bulgarian_First_League,2022_2023
162,Lokomotiv Sofia,3,35,35,"3,150",35,,,,,,11,6,18,11,31,4,4,0,0,0.0,Bulgarian_First_League,2023_2024
162,Lokomotiv Sofia,3,32,32,"2,880",32,,,,,,8,10,14,8,25,4,4,0,0,0.0,Bulgarian_First_League,2021_2022
163,Lorient,2,38,38,"3,420",38,53.0,1.0,182.0,130.0,72.0,15,10,13,8,21,2,2,0,0,0.0,Ligue_1,2022_2023
163,Lorient,1,34,34,"3,060",34,66.0,1.0,207.0,142.0,72.0,7,8,19,4,11,8,8,0,0,0.0,Ligue_1,2023_2024
163,Lorient,2,38,38,"3,420",38,63.0,1.0,148.0,88.0,60.0,8,12,18,11,28,6,5,0,1,0.0,Ligue_1,2021_2022
164,Ludogorets,2,35,35,"3,150",35,,,,,,26,7,2,15,42,5,5,0,0,0.0,Bulgarian_First_League,2022_2023
164,Ludogorets,4,35,35,"3,150",35,,,,,,26,4,5,21,60,0,0,0,0,,Bulgarian_First_League,2023_2024
164,Ludogorets,3,31,31,"2,790",31,,,,,,26,1,4,13,41,1,1,0,0,0.0,Bulgarian_First_League,2021_2022
165,Luton Town,2,38,38,"3,420",38,85.0,2.0,223.0,142.0,63.0,6,8,24,2,5,4,4,0,0,0.0,Premier_League,2023_2024
166,Lyngby,2,32,32,"2,880",32,46.0,1.0,124.0,83.0,65.0,6,10,16,3,9,5,3,2,0,40.0,Danish_Superliga,2022_2023
166,Lyngby,3,32,32,"2,880",32,53.0,1.0,141.0,90.0,63.0,9,9,14,6,18,2,2,0,0,0.0,Danish_Superliga,2023_2024
167,Lyon,2,38,38,"3,417",38,47.0,1.0,155.0,111.0,76.0,18,8,12,8,21,11,11,0,0,0.0,Ligue_1,2022_2023
167,Lyon,2,34,34,"3,060",34,55.0,1.0,169.0,114.0,69.0,16,5,13,10,29,6,4,1,1,20.0,Ligue_1,2023_2024
167,Lyon,2,38,38,"3,418",38,51.0,1.0,173.0,124.0,74.0,17,11,10,9,23,8,7,1,0,12.0,Ligue_1,2021_2022
168,Mainz 05,2,34,34,"3,060",34,55.0,1.0,153.0,95.0,66.0,12,10,12,7,20,8,4,3,1,42.0,Bundesliga,2022_2023
168,Mainz 05,2,34,34,"3,060",34,45.0,1.0,125.0,80.0,68.0,13,7,14,10,29,6,5,1,0,16.0,Bundesliga,2021_2022
168,Mainz 05,2,34,34,"3,060",34,51.0,1.0,145.0,95.0,66.0,7,14,13,8,23,4,3,0,1,0.0,Bundesliga,2023_2024
169,Mallorca,4,38,38,"3,420",38,63.0,1.0,152.0,91.0,62.0,10,9,19,9,23,8,6,2,0,25.0,La_Liga,2021_2022
169,Mallorca,3,38,38,"3,420",38,43.0,1.0,145.0,101.0,74.0,14,8,16,13,34,7,6,1,0,14.0,La_Liga,2022_2023
169,Mallorca,3,38,38,"3,420",38,44.0,1.0,148.0,104.0,73.0,8,16,14,10,26,5,4,1,0,20.0,La_Liga,2023_2024
170,Manchester City,2,38,38,"3,420",38,34.0,0.0,109.0,76.0,71.0,28,7,3,13,34,3,3,0,0,0.0,Premier_League,2023_2024
170,Manchester City,2,38,38,"3,420",38,33.0,0.0,92.0,60.0,67.0,28,5,5,13,34,3,3,0,0,0.0,Premier_League,2022_2023
170,Manchester City,2,38,38,"3,420",38,26.0,0.0,85.0,59.0,70.0,29,6,3,21,55,1,1,0,0,0.0,Premier_League,2021_2022
171,Manchester Utd,1,38,38,"3,420",38,58.0,1.0,203.0,146.0,74.0,18,6,14,9,23,7,7,0,0,0.0,Premier_League,2023_2024
171,Manchester Utd,1,38,38,"3,420",38,43.0,1.0,142.0,99.0,71.0,23,6,9,17,44,3,2,1,0,33.0,Premier_League,2022_2023
171,Manchester Utd,1,38,38,"3,420",38,57.0,1.0,180.0,124.0,70.0,16,10,12,8,21,5,3,2,0,40.0,Premier_League,2021_2022
172,Marseille,2,38,38,"3,420",38,40.0,1.0,142.0,105.0,75.0,22,7,9,10,26,5,5,0,0,0.0,Ligue_1,2022_2023
172,Marseille,2,34,34,"3,060",34,41.0,1.0,130.0,90.0,70.0,13,11,10,7,20,3,3,0,0,0.0,Ligue_1,2023_2024
172,Marseille,2,38,38,"3,420",38,38.0,1.0,112.0,75.0,69.0,21,8,9,15,39,4,4,0,0,0.0,Ligue_1,2021_2022
173,Marítimo,2,34,34,"3,059",34,44.0,1.0,156.0,110.0,76.0,9,11,14,9,26,10,7,2,1,22.0,Primeira_Liga,2021_2022
173,Marítimo,4,34,34,"3,060",34,63.0,1.0,167.0,105.0,66.0,7,5,22,5,14,9,7,0,2,0.0,Primeira_Liga,2022_2023
174,Mechelen,1,30,30,"2,700",30,34.0,1.0,124.0,90.0,73.0,13,6,11,10,33,4,1,1,2,50.0,Belgian_Pro_League,2023_2024
174,Mechelen,2,34,34,"2,968",33,56.0,1.0,163.0,108.0,66.0,15,7,11,5,14,3,2,1,0,33.0,Belgian_Pro_League,2021_2022
174,Mechelen,2,34,34,"3,060",34,64.0,1.0,166.0,103.0,66.0,11,7,16,7,20,9,9,0,0,0.0,Belgian_Pro_League,2022_2023
175,Metalac GM,3,37,37,"3,330",37,,,,,,8,9,20,6,16,4,4,0,0,0.0,Serbian_SuperLiga,2021_2022
176,Metz,2,34,34,"3,060",34,58.0,1.0,188.0,130.0,72.0,8,5,21,6,17,6,6,0,0,0.0,Ligue_1,2023_2024
176,Metz,2,38,38,"3,417",38,69.0,1.0,178.0,111.0,64.0,6,13,19,8,21,5,5,0,0,0.0,Ligue_1,2021_2022
177,Midtjylland,2,32,32,"2,880",32,39.0,1.0,109.0,76.0,69.0,13,12,7,10,31,8,6,0,2,0.0,Danish_Superliga,2022_2023
177,Midtjylland,3,32,32,"2,880",32,33.0,1.0,127.0,95.0,74.0,20,5,7,11,34,1,1,0,0,0.0,Danish_Superliga,2021_2022
177,Midtjylland,2,32,32,"2,880",32,43.0,1.0,109.0,70.0,65.0,19,6,7,8,25,5,5,0,0,0.0,Danish_Superliga,2023_2024
178,Miedź Legnica,3,34,34,"3,060",34,0.0,0.0,,,,4,11,19,4,11,8,7,1,0,12.0,Ekstraklasa,2022_2023
179,Milan,3,38,38,"3,420",38,43.0,1.0,123.0,80.0,68.0,20,10,8,12,31,5,4,1,0,20.0,Serie_A,2022_2023
179,Milan,4,38,38,"3,419",38,49.0,1.0,163.0,115.0,74.0,22,9,7,13,34,8,8,0,0,0.0,Serie_A,2023_2024
179,Milan,2,38,38,"3,420",38,31.0,0.0,125.0,95.0,78.0,26,8,4,18,47,5,4,1,0,20.0,Serie_A,2021_2022
180,Mladost Lučani,3,37,37,"3,330",37,,,,,,12,9,16,11,29,3,3,0,0,0.0,Serbian_SuperLiga,2021_2022
180,Mladost Lučani,4,37,37,"3,330",37,,,,,,9,11,17,7,18,5,5,0,0,0.0,Serbian_SuperLiga,2022_2023
180,Mladost Lučani,3,37,37,"3,330",37,,,,,,13,7,17,13,35,5,4,1,0,20.0,Serbian_SuperLiga,2023_2024
181,Monaco,1,38,38,"3,420",38,58.0,1.0,195.0,140.0,72.0,19,8,11,9,23,5,5,0,0,0.0,Ligue_1,2022_2023
181,Monaco,2,34,34,"3,060",34,42.0,1.0,151.0,110.0,75.0,20,7,7,12,35,6,5,1,0,16.0,Ligue_1,2023_2024
181,Monaco,1,38,38,"3,420",38,40.0,1.0,141.0,104.0,77.0,20,9,9,11,28,9,8,0,1,0.0,Ligue_1,2021_2022
182,Montpellier,4,38,38,"3,420",38,62.0,1.0,202.0,138.0,72.0,15,5,18,11,28,11,6,4,1,40.0,Ligue_1,2022_2023
182,Montpellier,2,34,34,"3,060",34,48.0,1.0,171.0,125.0,74.0,10,12,12,10,29,5,4,1,0,20.0,Ligue_1,2023_2024
182,Montpellier,2,38,38,"3,420",38,61.0,1.0,215.0,154.0,74.0,12,7,19,10,26,6,5,1,0,16.0,Ligue_1,2021_2022
183,Monza,2,38,38,"3,420",38,52.0,1.0,172.0,121.0,71.0,14,10,14,10,26,3,3,0,0,0.0,Serie_A,2022_2023
183,Monza,2,38,38,"3,420",38,51.0,1.0,191.0,138.0,77.0,11,12,15,12,31,9,7,2,0,22.0,Serie_A,2023_2024
184,Moreirense,3,34,34,"3,060",34,35.0,1.0,128.0,94.0,73.0,16,7,11,16,47,1,1,0,0,0.0,Primeira_Liga,2023_2024
184,Moreirense,2,34,34,"3,060",34,51.0,1.0,141.0,90.0,67.0,7,8,19,4,11,5,5,0,0,0.0,Primeira_Liga,2021_2022
185,NEC Nijmegen,2,34,34,"3,060",34,45.0,1.0,183.0,139.0,77.0,8,15,11,9,26,4,4,0,0,0.0,Eredivisie,2022_2023
185,NEC Nijmegen,1,34,34,"3,060",34,52.0,1.0,164.0,112.0,70.0,10,8,16,10,29,4,3,1,0,25.0,Eredivisie,2021_2022
185,NEC Nijmegen,2,34,34,"3,060",34,51.0,1.0,163.0,111.0,71.0,14,11,9,7,20,6,5,1,0,16.0,Eredivisie,2023_2024
186,Nantes,2,38,38,"3,419",38,55.0,1.0,185.0,134.0,75.0,7,15,16,11,28,9,9,0,0,0.0,Ligue_1,2022_2023
186,Nantes,3,34,34,"3,060",34,55.0,1.0,156.0,101.0,70.0,9,6,19,8,23,10,9,0,1,0.0,Ligue_1,2023_2024
186,Nantes,1,38,38,"3,420",38,48.0,1.0,155.0,105.0,71.0,15,10,13,8,21,7,4,3,0,42.0,Ligue_1,2021_2022
187,Napoli,2,38,38,"3,420",38,28.0,0.0,107.0,78.0,74.0,28,6,4,18,47,2,1,1,0,50.0,Serie_A,2022_2023
187,Napoli,3,38,38,"3,420",38,48.0,1.0,128.0,78.0,64.0,13,14,11,7,18,4,2,2,0,50.0,Serie_A,2023_2024
187,Napoli,3,38,38,"3,420",38,31.0,0.0,136.0,106.0,77.0,24,7,7,16,42,1,1,0,0,0.0,Serie_A,2021_2022
188,Napredak Kruš,4,37,37,"3,330",37,,,,,,10,8,19,10,27,3,3,0,0,0.0,Serbian_SuperLiga,2021_2022
188,Napredak Kruš,2,37,37,"3,330",37,,,,,,10,9,18,15,40,4,4,0,0,0.0,Serbian_SuperLiga,2022_2023
188,Napredak Kruš,3,37,37,"3,330",37,,,,,,11,7,19,7,18,5,5,0,0,0.0,Serbian_SuperLiga,2023_2024
189,Newcastle Utd,3,38,38,"3,420",38,62.0,1.0,195.0,133.0,70.0,18,6,14,10,26,5,4,1,0,20.0,Premier_League,2023_2024
189,Newcastle Utd,2,38,38,"3,418",38,33.0,0.0,127.0,94.0,75.0,19,14,5,14,36,5,2,2,1,50.0,Premier_League,2022_2023
189,Newcastle Utd,3,38,38,"3,420",38,62.0,1.0,165.0,104.0,65.0,13,10,15,8,21,6,5,1,0,16.0,Premier_League,2021_2022
190,Nice,2,38,38,"3,420",38,37.0,0.0,147.0,109.0,76.0,15,13,10,11,28,5,3,1,1,25.0,Ligue_1,2022_2023
190,Nice,1,34,34,"3,060",34,29.0,0.0,105.0,74.0,77.0,15,10,9,17,50,8,5,3,0,37.0,Ligue_1,2023_2024
190,Nice,2,38,38,"3,420",38,36.0,0.0,146.0,109.0,78.0,20,7,11,14,36,5,4,1,0,20.0,Ligue_1,2021_2022
191,Nordsjælland,1,32,32,"2,880",32,35.0,1.0,108.0,79.0,73.0,15,10,7,7,21,6,6,0,0,0.0,Danish_Superliga,2022_2023
191,Nordsjælland,4,32,32,"2,880",32,47.0,1.0,158.0,113.0,71.0,8,12,12,7,21,2,2,0,0,0.0,Danish_Superliga,2021_2022
191,Nordsjælland,3,32,32,"2,880",32,34.0,1.0,115.0,84.0,73.0,16,10,6,8,25,4,3,0,1,0.0,Danish_Superliga,2023_2024
192,Norwich City,2,38,38,"3,420",38,84.0,2.0,222.0,139.0,66.0,5,7,26,6,15,12,9,1,2,10.0,Premier_League,2021_2022
193,Nott'ham Forest,3,38,38,"3,420",38,67.0,1.0,163.0,98.0,61.0,9,9,20,4,10,4,4,0,0,0.0,Premier_League,2023_2024
193,Nott'ham Forest,3,38,38,"3,420",38,68.0,1.0,182.0,112.0,65.0,9,11,18,8,21,9,6,2,1,25.0,Premier_League,2022_2023
194,Novi Pazar,3,37,37,"3,330",37,,,,,,10,11,16,7,18,9,9,0,0,0.0,Serbian_SuperLiga,2021_2022
194,Novi Pazar,3,37,37,"3,330",37,,,,,,15,6,16,9,24,6,6,0,0,0.0,Serbian_SuperLiga,2022_2023
194,Novi Pazar,2,37,37,"3,330",37,,,,,,14,6,17,11,29,10,8,1,1,11.0,Serbian_SuperLiga,2023_2024
195,OFI Crete,4,33,33,"2,970",33,,,,,,7,14,12,8,24,6,4,2,0,33.0,Super_League_Greece,2023_2024
195,OFI Crete,4,33,33,"2,970",33,,,,,,11,11,11,10,30,5,2,2,1,50.0,Super_League_Greece,2021_2022
195,OFI Crete,3,33,33,"2,970",33,,,,,,10,11,12,10,30,4,2,1,1,33.0,Super_League_Greece,2022_2023
196,OH Leuven,3,30,30,"2,700",30,47.0,1.0,149.0,103.0,73.0,7,8,15,7,23,8,7,1,0,12.0,Belgian_Pro_League,2023_2024
196,OH Leuven,2,34,34,"2,970",33,58.0,1.0,188.0,131.0,70.0,9,11,13,4,11,2,2,0,0,0.0,Belgian_Pro_League,2021_2022
196,OH Leuven,1,34,34,"3,060",34,48.0,1.0,152.0,103.0,73.0,13,9,12,8,23,9,7,2,0,22.0,Belgian_Pro_League,2022_2023
197,Odense,2,32,32,"2,880",32,53.0,1.0,160.0,114.0,71.0,12,10,10,7,21,7,7,0,0,0.0,Danish_Superliga,2022_2023
197,Odense,2,32,32,"2,880",32,46.0,1.0,148.0,104.0,69.0,8,14,10,4,12,2,1,1,0,50.0,Danish_Superliga,2021_2022
197,Odense,3,32,32,"2,880",32,48.0,1.0,143.0,96.0,67.0,8,8,16,6,18,2,2,0,0,0.0,Danish_Superliga,2023_2024
198,Olympiacos,2,36,36,"3,240",36,,,,,,23,5,7,13,36,7,5,1,1,16.0,Super_League_Greece,2023_2024
198,Olympiacos,4,36,36,"3,240",36,,,,,,25,8,3,15,41,2,1,1,0,50.0,Super_League_Greece,2021_2022
198,Olympiacos,3,36,36,"3,240",36,,,,,,21,10,5,20,55,2,2,0,0,0.0,Super_League_Greece,2022_2023
199,Oostende,3,34,34,"3,060",34,61.0,1.0,162.0,101.0,62.0,10,7,17,7,20,0,0,0,0,,Belgian_Pro_League,2021_2022
199,Oostende,2,34,34,"3,060",34,76.0,2.0,166.0,87.0,57.0,7,6,21,3,8,10,5,4,1,44.0,Belgian_Pro_League,2022_2023
200,Osasuna,2,38,38,"3,420",38,51.0,1.0,151.0,99.0,68.0,12,11,15,12,31,7,4,3,0,42.0,La_Liga,2021_2022
200,Osasuna,2,38,38,"3,420",38,42.0,1.0,148.0,107.0,72.0,15,8,15,11,28,4,1,1,2,50.0,La_Liga,2022_2023
200,Osasuna,2,38,38,"3,420",38,56.0,1.0,152.0,95.0,63.0,12,9,17,10,26,2,1,1,0,50.0,La_Liga,2023_2024
201,PAOK,2,36,36,"3,240",36,,,,,,25,5,6,13,36,3,1,1,1,50.0,Super_League_Greece,2023_2024
201,PAOK,2,36,36,"3,240",36,,,,,,19,7,10,13,36,2,2,0,0,0.0,Super_League_Greece,2021_2022
201,PAOK,2,36,36,"3,240",36,,,,,,19,10,7,17,47,7,5,1,1,16.0,Super_League_Greece,2022_2023
202,PAS Giannina,4,33,33,"2,970",33,,,,,,4,11,18,4,12,7,4,2,1,33.0,Super_League_Greece,2023_2024
202,PAS Giannina,2,36,36,"3,240",36,,,,,,12,10,14,15,41,4,3,1,0,25.0,Super_League_Greece,2021_2022
202,PAS Giannina,4,33,33,"2,970",33,,,,,,7,13,13,5,15,3,3,0,0,0.0,Super_League_Greece,2022_2023
203,PAS Lamia,3,36,36,"3,240",36,,,,,,9,8,19,4,11,10,6,2,2,25.0,Super_League_Greece,2023_2024
203,PAS Lamia,2,33,33,"2,970",33,,,,,,6,8,19,7,21,4,3,1,0,25.0,Super_League_Greece,2021_2022
203,PAS Lamia,3,33,33,"2,970",33,,,,,,5,14,14,8,24,2,2,0,0,0.0,Super_League_Greece,2022_2023
204,PFC Hebar Pazardzhik,3,35,35,"3,150",35,,,,,,9,5,21,7,20,6,6,0,0,0.0,Bulgarian_First_League,2022_2023
204,PFC Hebar Pazardzhik,2,35,35,"3,150",35,,,,,,9,7,19,9,25,2,2,0,0,0.0,Bulgarian_First_League,2023_2024
205,PSV Eindhoven,2,34,34,"3,060",34,40.0,1.0,121.0,83.0,68.0,23,6,5,11,32,2,2,0,0,0.0,Eredivisie,2022_2023
205,PSV Eindhoven,2,34,34,"3,060",34,42.0,1.0,115.0,75.0,65.0,26,3,5,9,26,2,2,0,0,0.0,Eredivisie,2021_2022
205,PSV Eindhoven,3,34,34,"3,060",34,21.0,0.0,78.0,59.0,76.0,29,4,1,18,52,3,3,0,0,0.0,Eredivisie,2023_2024
206,Panathinaikos,3,36,36,"3,240",36,,,,,,21,6,8,15,41,4,4,0,0,0.0,Super_League_Greece,2023_2024
206,Panathinaikos,2,36,36,"3,240",36,,,,,,18,7,11,19,52,4,4,0,0,0.0,Super_League_Greece,2021_2022
206,Panathinaikos,2,36,36,"3,240",36,,,,,,23,9,4,22,61,3,1,2,0,66.0,Super_League_Greece,2022_2023
207,Panetolikos,3,33,33,"2,970",33,,,,,,9,9,15,9,27,5,4,0,1,0.0,Super_League_Greece,2023_2024
207,Panetolikos,3,33,33,"2,970",33,,,,,,10,7,16,9,27,15,9,6,0,40.0,Super_League_Greece,2021_2022
207,Panetolikos,4,33,33,"2,970",33,,,,,,7,9,17,6,18,7,5,2,0,28.0,Super_League_Greece,2022_2023
208,Panserraikos,3,33,33,"2,970",33,,,,,,9,11,13,6,18,9,7,2,0,22.0,Super_League_Greece,2023_2024
209,Paris S-G,2,38,38,"3,420",38,40.0,1.0,160.0,120.0,76.0,27,4,7,13,34,5,2,1,2,33.0,Ligue_1,2022_2023
209,Paris S-G,3,34,34,"3,058",34,33.0,0.0,147.0,113.0,80.0,22,10,2,12,35,5,4,1,0,20.0,Ligue_1,2023_2024
209,Paris S-G,4,38,38,"3,417",38,36.0,0.0,142.0,107.0,76.0,26,8,4,13,34,3,3,0,0,0.0,Ligue_1,2021_2022
210,Partizan,3,37,37,"3,330",37,,,,,,31,5,1,25,67,0,0,0,0,,Serbian_SuperLiga,2021_2022
210,Partizan,2,37,37,"3,330",37,,,,,,21,8,8,15,40,4,4,0,0,0.0,Serbian_SuperLiga,2022_2023
210,Partizan,3,37,37,"3,330",37,,,,,,24,6,7,12,32,9,8,1,0,11.0,Serbian_SuperLiga,2023_2024
211,Paços,3,34,34,"3,057",34,44.0,1.0,173.0,127.0,76.0,9,11,14,10,29,5,4,1,0,20.0,Primeira_Liga,2021_2022
211,Paços,4,34,34,"3,057",34,62.0,1.0,167.0,109.0,64.0,6,5,23,3,8,3,2,0,1,0.0,Primeira_Liga,2022_2023
212,Pendikspor,2,38,38,"3,420",38,73.0,1.0,170.0,102.0,59.0,9,10,19,5,13,5,4,1,0,20.0,Super_Lig,2023_2024
213,Piast Gliwice,2,34,34,"3,060",34,,,,,,15,9,10,11,32,6,4,0,2,0.0,Ekstraklasa,2021_2022
213,Piast Gliwice,2,34,34,"3,060",34,0.0,0.0,,,,14,8,11,10,29,5,4,1,0,20.0,Ekstraklasa,2022_2023
213,Piast Gliwice,2,34,34,"3,060",34,,,,,,9,16,9,14,41,10,7,1,2,12.0,Ekstraklasa,2023_2024
214,Pirin Blagoevgrad,2,35,35,"3,150",35,,,,,,8,10,17,10,28,7,7,0,0,0.0,Bulgarian_First_League,2022_2023
214,Pirin Blagoevgrad,2,35,35,"3,150",35,,,,,,7,11,17,8,22,5,5,0,0,0.0,Bulgarian_First_League,2023_2024
214,Pirin Blagoevgrad,5,32,32,"2,880",32,,,,,,9,6,17,4,12,9,9,0,0,0.0,Bulgarian_First_League,2021_2022
215,Pogoń Szczecin,1,34,34,"3,060",34,,,,,,18,11,5,10,29,4,3,1,0,25.0,Ekstraklasa,2021_2022
215,Pogoń Szczecin,2,34,34,"3,060",34,0.0,0.0,,,,17,9,8,8,23,8,4,3,1,42.0,Ekstraklasa,2022_2023
215,Pogoń Szczecin,3,34,34,"3,060",34,,,,,,16,7,11,11,32,4,2,2,0,50.0,Ekstraklasa,2023_2024
216,Portimonense,2,34,34,"3,060",34,72.0,2.0,174.0,107.0,61.0,8,8,18,3,8,6,5,0,1,0.0,Primeira_Liga,2023_2024
216,Portimonense,3,34,34,"3,060",34,45.0,1.0,159.0,116.0,73.0,10,8,16,10,29,2,2,0,0,0.0,Primeira_Liga,2021_2022
216,Portimonense,2,34,34,"3,060",34,48.0,1.0,199.0,151.0,76.0,10,4,20,8,23,4,2,1,1,33.0,Primeira_Liga,2022_2023
217,Porto,2,34,34,"3,058",34,27.0,0.0,81.0,55.0,71.0,22,6,6,13,38,6,4,1,1,20.0,Primeira_Liga,2023_2024
217,Porto,4,34,34,"3,060",34,22.0,0.0,71.0,48.0,71.0,29,4,1,16,47,3,2,1,0,33.0,Primeira_Liga,2021_2022
217,Porto,2,34,34,"3,060",34,22.0,0.0,79.0,60.0,77.0,27,4,3,17,50,4,4,0,0,0.0,Primeira_Liga,2022_2023
218,Proleter NS,2,37,37,"3,330",37,,,,,,8,8,20,11,29,4,4,0,0,0.0,Serbian_SuperLiga,2021_2022
219,Puszcza Niepołomice,3,34,34,"3,060",34,,,,,,9,13,12,8,23,5,4,1,0,20.0,Ekstraklasa,2023_2024
220,R.F.C. Seraing,2,34,34,"3,051",34,68.0,2.0,176.0,111.0,67.0,8,4,22,5,14,12,10,1,1,9.0,Belgian_Pro_League,2021_2022
220,R.F.C. Seraing,3,34,34,"3,060",34,68.0,2.0,171.0,104.0,63.0,5,5,24,1,2,7,6,1,0,14.0,Belgian_Pro_League,2022_2023
221,RB Leipzig,3,34,34,"3,060",34,41.0,1.0,106.0,66.0,67.0,20,6,8,10,29,8,7,1,0,12.0,Bundesliga,2022_2023
221,RB Leipzig,3,34,34,"3,060",34,37.0,1.0,115.0,79.0,70.0,17,7,10,10,29,3,3,0,0,0.0,Bundesliga,2021_2022
221,RB Leipzig,2,34,34,"3,060",34,39.0,1.0,117.0,79.0,70.0,19,8,7,10,29,5,4,0,1,0.0,Bundesliga,2023_2024
222,RB Salzburg,2,32,32,"2,880",32,22.0,0.0,91.0,71.0,78.0,23,8,1,16,50,3,2,0,1,0.0,Austrian_Bundesliga,2022_2023
222,RB Salzburg,3,32,32,"2,880",32,19.0,0.0,64.0,46.0,71.0,25,5,2,16,50,1,1,0,0,0.0,Austrian_Bundesliga,2021_2022
222,RB Salzburg,3,32,32,"2,880",32,29.0,0.0,85.0,62.0,71.0,20,7,5,14,43,6,5,1,0,16.0,Austrian_Bundesliga,2023_2024
223,RKC Waalwijk,2,34,34,"3,060",34,64.0,1.0,208.0,143.0,71.0,11,8,15,6,17,8,5,2,1,28.0,Eredivisie,2022_2023
223,RKC Waalwijk,3,34,34,"3,060",34,51.0,1.0,177.0,125.0,74.0,9,11,14,6,17,8,6,1,1,14.0,Eredivisie,2021_2022
223,RKC Waalwijk,3,34,34,"3,056",34,56.0,1.0,204.0,149.0,75.0,7,8,19,5,14,7,5,1,1,16.0,Eredivisie,2023_2024
224,RKS Raków,2,34,34,"3,060",34,,,,,,20,9,5,14,41,3,2,1,0,33.0,Ekstraklasa,2021_2022
224,RKS Raków,2,34,34,"3,060",34,0.0,0.0,,,,23,6,5,17,50,5,4,1,0,20.0,Ekstraklasa,2022_2023
224,RKS Raków,5,34,34,"3,060",34,,,,,,14,10,10,11,32,6,6,0,0,0.0,Ekstraklasa,2023_2024
225,RWD Molenbeek,2,30,30,"2,696",30,67.0,2.0,178.0,110.0,69.0,5,8,17,4,13,15,12,3,0,20.0,Belgian_Pro_League,2023_2024
226,Radnik Surdulica,3,37,37,"3,330",37,,,,,,12,15,10,15,40,2,1,1,0,50.0,Serbian_SuperLiga,2021_2022
226,Radnik Surdulica,2,37,37,"3,330",37,,,,,,8,11,18,11,29,8,8,0,0,0.0,Serbian_SuperLiga,2022_2023
226,Radnik Surdulica,2,37,37,"3,330",37,,,,,,3,9,25,8,21,6,6,0,0,0.0,Serbian_SuperLiga,2023_2024
227,Radnički Kragujevac,5,37,37,"3,330",37,,,,,,9,8,20,8,21,5,5,0,0,0.0,Serbian_SuperLiga,2021_2022
227,Radnički Kragujevac,4,37,37,"3,330",37,,,,,,11,9,17,11,29,4,4,0,0,0.0,Serbian_SuperLiga,2022_2023
