player_id,player,nation,position,club,age,year_of_birth,max_market_value,league,season
5343,José Ángel Crespo,ESP,DF,PAOK,34,1987,-1,Super_League_Greece,2021_2022
5344,Jota Gonçalves,POR,DF,Tondela,21,2000,-1,Primeira_Liga,2021_2022
5344,Jota Gonçalves,POR,DF,Vizela,23,2000,-1,Primeira_Liga,2023_2024
5345,Jota Silva,POR,"FW,MF",Vitória,22,1999,-1,Primeira_Liga,2022_2023
5345,Jota Silva,POR,"FW,MF",Vitória,23,1999,-1,Primeira_Liga,2023_2024
5346,Jovan Anđelković,SRB,FW,Radnik Surdulica,19,2004,-1,Serbian_SuperLiga,2023_2024
5347,Jovan Ilic,BIH,MF,Proleter NS,21,2000,-1,Serbian_SuperLiga,2021_2022
5348,Jovan Kokir,SRB,FW,Metalac GM,21,2000,-1,Serbian_SuperLiga,2021_2022
5349,Jovan Lukić,SRB,MF,Spartak Subotic,21,2002,-1,Serbian_SuperLiga,2023_2024
5349,Jovan Lukić,SRB,MF,Čukarički,19,2002,-1,Serbian_SuperLiga,2021_2022
5349,Jovan Lukić,SRB,MF,Čukarički,20,2002,-1,Serbian_SuperLiga,2022_2023
5350,Jovan Manev,MKD,DF,Adana Demirspor,21,2001,-1,Super_Lig,2022_2023
5350,Jovan Manev,MKD,DF,Adana Demirspor,22,2001,-1,Super_Lig,2023_2024
5351,Jovan Marinković,SRB,DF,Napredak Kruš,24,1996,-1,Serbian_SuperLiga,2021_2022
5351,Jovan Marinković,SRB,DF,Napredak Kruš,26,1996,-1,Serbian_SuperLiga,2023_2024
5351,Jovan Marinković,SRB,DF,Spartak Subotic,25,1996,-1,Serbian_SuperLiga,2022_2023
5352,Jovan Mijatović,SRB,FW,Red Star,17,2005,-1,Serbian_SuperLiga,2022_2023
5352,Jovan Mijatović,SRB,FW,Red Star,18,2005,-1,Serbian_SuperLiga,2023_2024
5353,Jovan Milošević,SRB,"FW,MF",Stuttgart,18,2005,-1,Bundesliga,2023_2024
5353,Jovan Milošević,SRB,MF,Vojvodina,17,2005,-1,Serbian_SuperLiga,2022_2023
5354,Jovan Mitrović,SRB,MF,Mladost Lučani,18,2003,-1,Serbian_SuperLiga,2022_2023
5355,Jovan Mituljikic,SRB,FW,FK Mladost Novi Sad,19,2003,-1,Serbian_SuperLiga,2022_2023
5355,Jovan Mituljikic,SRB,FW,Radnički Kragujevac,20,2003,-1,Serbian_SuperLiga,2023_2024
5355,Jovan Mituljikic,SRB,FW,Red Star,20,2003,-1,Serbian_SuperLiga,2023_2024
5356,Jovan Stanojevic,SRB,MF,Radnik Surdulica,18,2005,-1,Serbian_SuperLiga,2023_2024
5357,Jovan Stojanović,SRB,"FW,MF",Metalac GM,29,1992,-1,Serbian_SuperLiga,2021_2022
5358,Jovan Vlalukin,SRB,DF,Metalac GM,22,1999,-1,Serbian_SuperLiga,2021_2022
5358,Jovan Vlalukin,SRB,DF,TSC Bačka Top,24,1999,-1,Serbian_SuperLiga,2023_2024
5359,Jovan Zogović,SRB,FW,Napredak Kruš,21,2001,-1,Serbian_SuperLiga,2022_2023
5360,Jovan Ćirić,SRB,FW,Mladost Lučani,16,2007,-1,Serbian_SuperLiga,2023_2024
5361,Jovan Čađenović,MNE,MF,Metalac GM,26,1995,-1,Serbian_SuperLiga,2021_2022
5362,Jovan Šljivić,SRB,MF,Red Star,17,2005,-1,Serbian_SuperLiga,2023_2024
5363,Jovan Živković,AUT,FW,Rapid Wien,17,2006,-1,Austrian_Bundesliga,2023_2024
5364,Jovane Cabral,CPV,FW,Lazio,23,1998,-1,Serie_A,2021_2022
5364,Jovane Cabral,CPV,MF,Sporting CP,24,1998,-1,Primeira_Liga,2022_2023
5364,Jovane Cabral,CPV,"MF,FW",Olympiacos,25,1998,-1,Super_League_Greece,2023_2024
5364,Jovane Cabral,CPV,"MF,FW",Salernitana,25,1998,-1,Serie_A,2023_2024
5364,Jovane Cabral,CPV,"MF,FW",Sporting CP,23,1998,-1,Primeira_Liga,2021_2022
5365,João,BRA,GK,Casa Pia,24,1998,-1,Primeira_Liga,2022_2023
5366,João Afonso,POR,DF,Santa Clara,31,1990,-1,Primeira_Liga,2021_2022
5367,João Afonso Crispim,BRA,MF,Gil Vicente FC,26,1995,-1,Primeira_Liga,2021_2022
5367,João Afonso Crispim,BRA,MF,Marítimo,27,1995,-1,Primeira_Liga,2022_2023
5368,João Amaral,POR,MF,Lech Poznań,29,1991,-1,Ekstraklasa,2021_2022
5368,João Amaral,POR,MF,Lech Poznań,30,1991,-1,Ekstraklasa,2022_2023
5369,João Caiado,POR,FW,Gil Vicente FC,22,1999,-1,Primeira_Liga,2021_2022
5370,João Cancelo,POR,DF,Barcelona,29,1994,-1,La_Liga,2023_2024
5370,João Cancelo,POR,DF,Manchester City,27,1994,-1,Premier_League,2021_2022
5370,João Cancelo,POR,DF,Manchester City,28,1994,70000000,Premier_League,2022_2023
5370,João Cancelo,POR,"DF,FW",Bayern Munich,28,1994,70000000,Bundesliga,2022_2023
5371,João Carlos,BRA,FW,Estoril,27,1995,-1,Primeira_Liga,2022_2023
5371,João Carlos,BRA,"FW,DF",Estoril,28,1995,-1,Primeira_Liga,2023_2024
5372,João Carlos Teixeira,POR,"FW,MF",Famalicão,28,1993,-1,Primeira_Liga,2021_2022
5372,João Carlos Teixeira,POR,MF,Feyenoord,28,1993,-1,Eredivisie,2021_2022
5373,João Carvalho,POR,MF,Estoril,25,1997,-1,Primeira_Liga,2022_2023
5373,João Carvalho,POR,MF,Olympiacos,24,1997,-1,Super_League_Greece,2021_2022
5373,João Carvalho,POR,MF,Olympiacos,26,1997,-1,Super_League_Greece,2023_2024
5374,João Cesco,POR,DF,PFC Hebar Pazardzhik,22,2001,-1,Bulgarian_First_League,2023_2024
5375,João Costa,BRA,"MF,FW",Roma,18,2005,-1,Serie_A,2023_2024
5376,João Escoval,POR,DF,Vizela,26,1997,-1,Primeira_Liga,2023_2024
5376,João Escoval,POR,DF,Volos NFC,25,1997,-1,Super_League_Greece,2022_2023
5377,João Ferreira,POR,DF,Udinese,22,2001,-1,Serie_A,2023_2024
5377,João Ferreira,POR,DF,Vitória,20,2001,-1,Primeira_Liga,2021_2022
5377,João Ferreira,POR,"DF,MF",Rio Ave,21,2001,-1,Primeira_Liga,2022_2023
5378,João Figueiredo,BRA,FW,Başakşehir,26,1996,-1,Super_Lig,2022_2023
5378,João Figueiredo,BRA,"FW,MF",Gaziantep FK,25,1996,-1,Super_Lig,2021_2022
5378,João Figueiredo,BRA,"FW,MF",Gaziantep FK,26,1996,-1,Super_Lig,2022_2023
5378,João Figueiredo,BRA,"MF,FW",Başakşehir,27,1996,-1,Super_Lig,2023_2024
5379,João Félix,POR,FW,Barcelona,23,1999,-1,La_Liga,2023_2024
5379,João Félix,POR,"FW,MF",Atlético Madrid,21,1999,-1,La_Liga,2021_2022
5379,João Félix,POR,"FW,MF",Atlético Madrid,22,1999,-1,La_Liga,2022_2023
5379,João Félix,POR,"FW,MF",Chelsea,22,1999,-1,Premier_League,2022_2023
5380,João Gamboa,POR,MF,Estoril,24,1996,-1,Primeira_Liga,2021_2022
5380,João Gamboa,POR,MF,Estoril,25,1996,-1,Primeira_Liga,2022_2023
5380,João Gamboa,POR,MF,Pogoń Szczecin,26,1996,-1,Ekstraklasa,2023_2024
5380,João Gamboa,POR,"MF,DF",OH Leuven,25,1996,-1,Belgian_Pro_League,2022_2023
5381,João Gomes,BRA,MF,Wolves,21,2001,-1,Premier_League,2022_2023
5381,João Gomes,BRA,MF,Wolves,22,2001,-1,Premier_League,2023_2024
5382,João Gonçalves,POR,GK,Boavista,21,2000,-1,Primeira_Liga,2022_2023
5382,João Gonçalves,POR,GK,Boavista,22,2000,-1,Primeira_Liga,2023_2024
5383,João Graça,POR,MF,Rio Ave,28,1995,-1,Primeira_Liga,2023_2024
5383,João Graça,POR,"MF,FW",Rio Ave,27,1995,-1,Primeira_Liga,2022_2023
5384,João Marques,POR,MF,Estoril,20,2002,-1,Primeira_Liga,2022_2023
5384,João Marques,POR,"MF,FW",Estoril,21,2002,-1,Primeira_Liga,2023_2024
5385,João Mendes,POR,"FW,MF",Vitória,28,1994,-1,Primeira_Liga,2023_2024
5385,João Mendes,POR,MF,Chaves,27,1994,-1,Primeira_Liga,2022_2023
5386,João Miguel,POR,DF,Porto,21,2000,-1,Primeira_Liga,2021_2022
5386,João Miguel,POR,DF,Porto,23,2000,-1,Primeira_Liga,2023_2024
5387,João Miguel Macedo Silva,POR,GK,Marítimo,26,1995,-1,Primeira_Liga,2021_2022
5387,João Miguel Macedo Silva,POR,GK,Marítimo,27,1995,-1,Primeira_Liga,2022_2023
5388,João Monteiro,POR,MF,B-SAD,20,2001,-1,Primeira_Liga,2021_2022
5389,João Moutinho,POR,MF,Braga,36,1986,-1,Primeira_Liga,2023_2024
5389,João Moutinho,POR,MF,Wolves,34,1986,-1,Premier_League,2021_2022
5389,João Moutinho,POR,MF,Wolves,35,1986,-1,Premier_League,2022_2023
5390,João Moutinho,POR,"DF,FW",Spezia,24,1998,-1,Serie_A,2022_2023
5391,João Mário,GNB,FW,FC Spartak Varna,28,1993,-1,Bulgarian_First_League,2022_2023
5392,João Mário,POR,FW,Benfica,29,1993,-1,Primeira_Liga,2022_2023
5392,João Mário,POR,"FW,MF",Benfica,30,1993,-1,Primeira_Liga,2023_2024
5392,João Mário,POR,MF,Benfica,28,1993,-1,Primeira_Liga,2021_2022
5393,João Mário Lopes,POR,DF,Porto,21,2000,-1,Primeira_Liga,2021_2022
5393,João Mário Lopes,POR,DF,Porto,22,2000,-1,Primeira_Liga,2022_2023
5393,João Mário Lopes,POR,DF,Porto,23,2000,-1,Primeira_Liga,2023_2024
5394,João Neto,BRA,"MF,FW",Famalicão,18,2003,-1,Primeira_Liga,2021_2022
5395,João Neves,POR,MF,Benfica,18,2004,-1,Primeira_Liga,2023_2024
5395,João Neves,POR,"MF,FW",Benfica,17,2004,-1,Primeira_Liga,2022_2023
5396,João Novais,POR,MF,Alanyaspor,28,1993,-1,Super_Lig,2021_2022
5396,João Novais,POR,MF,Alanyaspor,30,1993,-1,Super_Lig,2023_2024
5397,João Nunes,POR,DF,Casa Pia,26,1995,-1,Primeira_Liga,2022_2023
5397,João Nunes,POR,DF,Casa Pia,27,1995,-1,Primeira_Liga,2023_2024
5398,João Othavio Basso,BRA,DF,Arouca,24,1997,-1,Primeira_Liga,2021_2022
5398,João Othavio Basso,BRA,DF,Arouca,25,1997,-1,Primeira_Liga,2022_2023
5398,João Othavio Basso,BRA,DF,Estoril,26,1997,-1,Primeira_Liga,2023_2024
5399,João Palhinha,POR,MF,Fulham,27,1995,-1,Premier_League,2022_2023
5399,João Palhinha,POR,MF,Fulham,28,1995,60000000,Premier_League,2023_2024
5399,João Palhinha,POR,MF,Sporting CP,26,1995,-1,Primeira_Liga,2021_2022
5400,João Pedro,BRA,"FW,MF",Brighton,21,2001,-1,Premier_League,2023_2024
5400,João Pedro,BRA,"FW,MF",Watford,19,2001,-1,Premier_League,2021_2022
5401,João Pedro,ITA,FW,Cagliari,29,1992,-1,Serie_A,2021_2022
5401,João Pedro,ITA,FW,Fenerbahçe,30,1992,-1,Super_Lig,2022_2023
5402,João Pedro,POR,MF,Chaves,29,1993,-1,Primeira_Liga,2022_2023
5402,João Pedro,POR,MF,Chaves,30,1993,-1,Primeira_Liga,2023_2024
5402,João Pedro,POR,MF,Tondela,28,1993,-1,Primeira_Liga,2021_2022
5403,João Pedro Araújo Correia,CPV,"DF,FW",Chaves,25,1996,-1,Primeira_Liga,2022_2023
5403,João Pedro Araújo Correia,CPV,"DF,MF",Chaves,26,1996,-1,Primeira_Liga,2023_2024
5404,João Pedro Gomes Camacho,POR,"FW,MF",Moreirense,29,1994,-1,Primeira_Liga,2023_2024
5405,João Pedro Sousa Silva,GNB,FW,Panetolikos,25,1996,-1,Super_League_Greece,2022_2023
5405,João Pedro Sousa Silva,GNB,FW,Panetolikos,26,1996,-1,Super_League_Greece,2023_2024
5405,João Pedro Sousa Silva,GNB,"FW,MF",Paços,24,1996,-1,Primeira_Liga,2021_2022
5406,João Queirós,POR,DF,Chaves,24,1998,-1,Primeira_Liga,2022_2023
5406,João Queirós,POR,DF,Chaves,25,1998,-1,Primeira_Liga,2023_2024
5407,João Reis,POR,"DF,MF",Estrela,31,1992,-1,Primeira_Liga,2023_2024
5408,João Rêgo,POR,MF,Benfica,18,2005,-1,Primeira_Liga,2023_2024
5409,João Silva,POR,DF,Kortrijk,23,1999,-1,Belgian_Pro_League,2022_2023
5409,João Silva,POR,DF,Kortrijk,24,1999,-1,Belgian_Pro_League,2023_2024
5410,João Teixeira,POR,MF,Chaves,28,1994,-1,Primeira_Liga,2022_2023
5410,João Teixeira,POR,"MF,FW",Rio Ave,29,1994,-1,Primeira_Liga,2023_2024
5411,João Valido,POR,GK,Arouca,22,2000,-1,Primeira_Liga,2022_2023
5411,João Valido,POR,GK,Arouca,23,2000,-1,Primeira_Liga,2023_2024
5412,João Victor,BRA,DF,Benfica,25,1998,-1,Primeira_Liga,2023_2024
5412,João Victor,BRA,DF,Nantes,24,1998,-1,Ligue_1,2022_2023
5413,João Vigário,POR,DF,Paços,26,1995,-1,Primeira_Liga,2022_2023
5414,João Virgínia,POR,GK,Cambuur,22,1999,-1,Eredivisie,2022_2023
5414,João Virgínia,POR,GK,Sporting CP,21,1999,-1,Primeira_Liga,2021_2022
5415,Joãozinho,POR,DF,Estoril,32,1989,-1,Primeira_Liga,2021_2022
5415,Joãozinho,POR,DF,Estoril,33,1989,-1,Primeira_Liga,2022_2023
5416,Joël Matip,CMR,DF,Liverpool,29,1991,-1,Premier_League,2021_2022
5416,Joël Matip,CMR,DF,Liverpool,30,1991,-1,Premier_League,2022_2023
5416,Joël Matip,CMR,DF,Liverpool,31,1991,-1,Premier_League,2023_2024
5417,Joël Schingtienne,BEL,DF,OH Leuven,20,2002,-1,Belgian_Pro_League,2023_2024
5417,Joël Schingtienne,BEL,MF,OH Leuven,19,2002,-1,Belgian_Pro_League,2022_2023
5418,Joël Veltman,NED,DF,Brighton,29,1992,-1,Premier_League,2021_2022
5418,Joël Veltman,NED,DF,Brighton,30,1992,-1,Premier_League,2022_2023
5418,Joël Veltman,NED,DF,Brighton,31,1992,-1,Premier_League,2023_2024
5419,Joško Gvardiol,CRO,DF,Manchester City,21,2002,-1,Premier_League,2023_2024
5419,Joško Gvardiol,CRO,DF,RB Leipzig,19,2002,-1,Bundesliga,2021_2022
5419,Joško Gvardiol,CRO,DF,RB Leipzig,20,2002,-1,Bundesliga,2022_2023
5420,Juan Bernat,ESP,DF,Benfica,30,1993,-1,Primeira_Liga,2023_2024
5420,Juan Bernat,ESP,"DF,MF",Paris S-G,28,1993,-1,Ligue_1,2021_2022
5420,Juan Bernat,ESP,"DF,MF",Paris S-G,29,1993,-1,Ligue_1,2022_2023
5421,Juan Calero,COL,FW,Gil Vicente FC,22,1998,-1,Primeira_Liga,2021_2022
5422,Juan Carlos,ESP,GK,Girona,34,1988,-1,La_Liga,2022_2023
5423,Juan Cruz,ARG,"FW,MF",Hellas Verona,24,1999,-1,Serie_A,2023_2024
5424,Juan Cruz,ESP,FW,Betis,22,2000,-1,La_Liga,2022_2023
5424,Juan Cruz,ESP,FW,Betis,23,2000,-1,La_Liga,2023_2024
5425,Juan Cruz Armada,ESP,DF,Osasuna,29,1992,-1,La_Liga,2021_2022
5425,Juan Cruz Armada,ESP,DF,Osasuna,30,1992,-1,La_Liga,2022_2023
5425,Juan Cruz Armada,ESP,DF,Osasuna,31,1992,-1,La_Liga,2023_2024
5426,Juan Cuadrado,COL,DF,Inter,35,1988,-1,Serie_A,2023_2024
5426,Juan Cuadrado,COL,"DF,FW",Juventus,34,1988,-1,Serie_A,2022_2023
5426,Juan Cuadrado,COL,"DF,MF",Juventus,33,1988,-1,Serie_A,2021_2022
5427,Juan Cámara,ESP,"MF,FW",Jagiellonia,28,1994,-1,Ekstraklasa,2022_2023
5428,Juan David Cabal,COL,DF,Hellas Verona,21,2001,-1,Serie_A,2022_2023
5428,Juan David Cabal,COL,DF,Hellas Verona,22,2001,-1,Serie_A,2023_2024
5429,Juan Delgado,CHI,DF,Paços,29,1993,-1,Primeira_Liga,2022_2023
5429,Juan Delgado,CHI,"DF,FW",Paços,28,1993,-1,Primeira_Liga,2021_2022
5430,Juan Domínguez,ESP,MF,Asteras Tripoli,32,1990,-1,Super_League_Greece,2022_2023
5430,Juan Domínguez,ESP,"MF,FW",PAS Giannina,31,1990,-1,Super_League_Greece,2021_2022
5431,Juan Fernando Garro,ARG,MF,PAS Giannina,30,1992,-1,Super_League_Greece,2023_2024
5432,Juan Foyth,ARG,DF,Villarreal,23,1998,-1,La_Liga,2021_2022
5432,Juan Foyth,ARG,DF,Villarreal,24,1998,25000000,La_Liga,2022_2023
5432,Juan Foyth,ARG,DF,Villarreal,24,1998,25000000,La_Liga,2022_2023
5432,Juan Foyth,ARG,DF,Villarreal,24,1998,25000000,La_Liga,2022_2023
5432,Juan Foyth,ARG,DF,Villarreal,24,1998,25000000,La_Liga,2022_2023
5432,Juan Foyth,ARG,DF,Villarreal,24,1998,25000000,La_Liga,2022_2023
5432,Juan Foyth,ARG,DF,Villarreal,24,1998,25000000,La_Liga,2022_2023
5432,Juan Foyth,ARG,DF,Villarreal,24,1998,25000000,La_Liga,2022_2023
5432,Juan Foyth,ARG,DF,Villarreal,24,1998,25000000,La_Liga,2022_2023
5432,Juan Foyth,ARG,DF,Villarreal,24,1998,25000000,La_Liga,2022_2023
5432,Juan Foyth,ARG,DF,Villarreal,24,1998,25000000,La_Liga,2022_2023
5432,Juan Foyth,ARG,DF,Villarreal,24,1998,25000000,La_Liga,2022_2023
5432,Juan Foyth,ARG,DF,Villarreal,25,1998,-1,La_Liga,2023_2024
5433,Juan Herzog,ESP,DF,Las Palmas,20,2003,-1,La_Liga,2023_2024
5434,Juan Ibiza,ESP,DF,Widzew Łódź,27,1995,-1,Ekstraklasa,2023_2024
5435,Juan Ignacio Ramírez,URU,FW,Saint-Étienne,24,1997,-1,Ligue_1,2021_2022
5436,Juan Iturbe,PAR,MF,Aris,28,1993,-1,Super_League_Greece,2021_2022
5436,Juan Iturbe,PAR,"MF,FW",Aris,29,1993,-1,Super_League_Greece,2022_2023
5437,Juan Jesus,BRA,DF,Napoli,30,1991,-1,Serie_A,2021_2022
5437,Juan Jesus,BRA,DF,Napoli,31,1991,-1,Serie_A,2022_2023
5437,Juan Jesus,BRA,DF,Napoli,32,1991,-1,Serie_A,2023_2024
5438,Juan Larios,ESP,DF,Southampton,18,2004,-1,Premier_League,2022_2023
5439,Juan Lungarzo,ARG,GK,Beroe,25,1997,-1,Bulgarian_First_League,2023_2024
5440,Juan Manuel Boselli,URU,FW,Gil Vicente FC,22,1999,-1,Primeira_Liga,2022_2023
5440,Juan Manuel Boselli,URU,"FW,MF",Tondela,21,1999,-1,Primeira_Liga,2021_2022
5441,Juan Manuel García,ARG,FW,Volos NFC,30,1992,-1,Super_League_Greece,2023_2024
5442,Juan Manuel Munafo Horta,ARG,MF,Asteras Tripoli,33,1988,-1,Super_League_Greece,2021_2022
5442,Juan Manuel Munafo Horta,ARG,MF,Asteras Tripoli,34,1988,-1,Super_League_Greece,2022_2023
5442,Juan Manuel Munafo Horta,ARG,MF,Asteras Tripoli,35,1988,-1,Super_League_Greece,2023_2024
5443,Juan Mata,ESP,MF,Galatasaray,34,1988,-1,Super_Lig,2022_2023
5443,Juan Mata,ESP,MF,Manchester Utd,33,1988,-1,Premier_League,2021_2022
5444,Juan Miranda,ESP,DF,Betis,21,2000,-1,La_Liga,2021_2022
5444,Juan Miranda,ESP,DF,Betis,22,2000,-1,La_Liga,2022_2023
5444,Juan Miranda,ESP,DF,Betis,23,2000,-1,La_Liga,2023_2024
5445,Juan Miritello,ARG,FW,Asteras Tripoli,24,1999,-1,Super_League_Greece,2023_2024
5446,Juan Musso,ARG,GK,Atalanta,27,1994,-1,Serie_A,2021_2022
5446,Juan Musso,ARG,GK,Atalanta,28,1994,-1,Serie_A,2022_2023
5446,Juan Musso,ARG,GK,Atalanta,29,1994,-1,Serie_A,2023_2024
5447,Juan Muñiz,ESP,"MF,FW",Atromitos,29,1992,-1,Super_League_Greece,2021_2022
5447,Juan Muñiz,ESP,"MF,FW",Atromitos,30,1992,-1,Super_League_Greece,2022_2023
5448,Juan Muñoz,ESP,"FW,MF",Zagłębie Lubin,27,1995,-1,Ekstraklasa,2023_2024
5449,Juan Neira,ARG,MF,OFI Crete,32,1989,-1,Super_League_Greece,2021_2022
5449,Juan Neira,ARG,MF,OFI Crete,34,1989,-1,Super_League_Greece,2023_2024
5449,Juan Neira,ARG,"MF,FW",OFI Crete,33,1989,-1,Super_League_Greece,2022_2023
5450,Juan Perea,COL,FW,PAS Giannina,21,2000,-1,Super_League_Greece,2021_2022
5450,Juan Perea,COL,FW,Stuttgart,22,2000,-1,Bundesliga,2022_2023
5451,Juan Pérez,ESP,GK,Osasuna,25,1996,-1,La_Liga,2021_2022
5452,Juan Salomoni,ARG,DF,Beroe,25,1997,-1,Bulgarian_First_League,2023_2024
5453,Juanfran,ESP,DF,Alanyaspor,32,1988,-1,Super_Lig,2021_2022
5454,Juanjo Narváez,COL,"MF,FW",Valladolid,27,1995,-1,La_Liga,2022_2023
5455,Juankar,ESP,DF,Panathinaikos,31,1990,-1,Super_League_Greece,2021_2022
5455,Juankar,ESP,DF,Panathinaikos,32,1990,-1,Super_League_Greece,2022_2023
5455,Juankar,ESP,DF,Panathinaikos,33,1990,-1,Super_League_Greece,2023_2024
5456,Juanlu Sánchez,ESP,DF,Sevilla,19,2003,-1,La_Liga,2023_2024
5457,Juanmi,ESP,FW,Betis,28,1993,-1,La_Liga,2021_2022
5457,Juanmi,ESP,FW,Betis,29,1993,-1,La_Liga,2022_2023
5457,Juanmi,ESP,FW,Cádiz,30,1993,-1,La_Liga,2023_2024
5458,Juanmi Latasa,ESP,FW,Getafe,21,2001,-1,La_Liga,2022_2023
5458,Juanmi Latasa,ESP,FW,Getafe,22,2001,-1,La_Liga,2023_2024
5458,Juanmi Latasa,ESP,FW,Real Madrid,20,2001,-1,La_Liga,2021_2022
5459,Juanpe,ESP,DF,Girona,31,1991,-1,La_Liga,2022_2023
5459,Juanpe,ESP,DF,Girona,32,1991,-1,La_Liga,2023_2024
5460,Juanpi,VEN,"FW,MF",Panetolikos,28,1994,-1,Super_League_Greece,2022_2023
5460,Juanpi,VEN,MF,Panetolikos,29,1994,-1,Super_League_Greece,2023_2024
5461,Jubal,BRA,DF,Auxerre,28,1993,-1,Ligue_1,2022_2023
5462,Jude Bellingham,ENG,MF,Dortmund,18,2003,-1,Bundesliga,2021_2022
5462,Jude Bellingham,ENG,MF,Dortmund,19,2003,-1,Bundesliga,2022_2023
5462,Jude Bellingham,ENG,MF,Real Madrid,20,2003,180000000,La_Liga,2023_2024
5463,Juergen Elitim,COL,MF,Legia Warsaw,24,1999,-1,Ekstraklasa,2023_2024
5464,Jug Stanojev,SRB,FW,Spartak Subotic,24,1999,-1,Serbian_SuperLiga,2023_2024
5464,Jug Stanojev,SRB,FW,TSC Bačka Top,22,1999,-1,Serbian_SuperLiga,2021_2022
5464,Jug Stanojev,SRB,FW,TSC Bačka Top,23,1999,-1,Serbian_SuperLiga,2022_2023
5465,Juha Pirinen,FIN,DF,Volos NFC,30,1991,-1,Super_League_Greece,2022_2023
5466,Julen Agirrezabala,ESP,GK,Athletic Club,20,2000,-1,La_Liga,2021_2022
5466,Julen Agirrezabala,ESP,GK,Athletic Club,21,2000,-1,La_Liga,2022_2023
5466,Julen Agirrezabala,ESP,GK,Athletic Club,22,2000,-1,La_Liga,2023_2024
5467,Julen Lobete,ESP,"FW,MF",RKC Waalwijk,21,2000,-1,Eredivisie,2022_2023
5467,Julen Lobete,ESP,"FW,MF",Real Sociedad,20,2000,-1,La_Liga,2021_2022
5468,Jules Koundé,FRA,DF,Barcelona,23,1998,-1,La_Liga,2022_2023
5468,Jules Koundé,FRA,DF,Barcelona,24,1998,-1,La_Liga,2023_2024
5468,Jules Koundé,FRA,DF,Sevilla,22,1998,-1,La_Liga,2021_2022
5469,Jules Van Cleemput,BEL,DF,Charleroi,25,1997,-1,Belgian_Pro_League,2022_2023
5469,Jules Van Cleemput,BEL,DF,Charleroi,26,1997,-1,Belgian_Pro_League,2023_2024
5469,Jules Van Cleemput,BEL,"DF,MF",Charleroi,24,1997,-1,Belgian_Pro_League,2021_2022
5470,Julian Araujo,MEX,DF,Las Palmas,21,2001,-1,La_Liga,2023_2024
5471,Julian Baas,NED,MF,Excelsior,21,2002,-1,Eredivisie,2023_2024
5471,Julian Baas,NED,"MF,FW",Excelsior,20,2002,-1,Eredivisie,2022_2023
5472,Julian Baumgartlinger,AUT,MF,Augsburg,34,1988,-1,Bundesliga,2022_2023
5472,Julian Baumgartlinger,AUT,"MF,FW",Leverkusen,33,1988,-1,Bundesliga,2021_2022
5473,Julian Brandt,GER,"MF,FW",Dortmund,25,1996,-1,Bundesliga,2021_2022
5473,Julian Brandt,GER,"MF,FW",Dortmund,26,1996,-1,Bundesliga,2022_2023
5473,Julian Brandt,GER,"MF,FW",Dortmund,27,1996,-1,Bundesliga,2023_2024
5474,Julian Chabot,GER,DF,Köln,23,1998,-1,Bundesliga,2021_2022
5474,Julian Chabot,GER,DF,Köln,24,1998,-1,Bundesliga,2022_2023
5474,Julian Chabot,GER,DF,Köln,25,1998,-1,Bundesliga,2023_2024
5474,Julian Chabot,GER,DF,Sampdoria,23,1998,-1,Serie_A,2021_2022
5475,Julian Draxler,GER,"FW,MF",Paris S-G,27,1993,-1,Ligue_1,2021_2022
5475,Julian Draxler,GER,"MF,FW",Benfica,28,1993,-1,Primeira_Liga,2022_2023
5476,Julian Eitschberger,GER,DF,Hertha BSC,17,2004,-1,Bundesliga,2021_2022
5476,Julian Eitschberger,GER,FW,Hertha BSC,18,2004,-1,Bundesliga,2022_2023
5477,Julian Green,USA,MF,Greuther Fürth,26,1995,-1,Bundesliga,2021_2022
5478,Julian Gölles,AUT,MF,Blau-Weiß Linz,23,1999,-1,Austrian_Bundesliga,2023_2024
5479,Julian Halwachs,AUT,MF,Hartberg,20,2003,-1,Austrian_Bundesliga,2023_2024
5480,Julian Jeanvier,GUI,DF,Auxerre,30,1992,-1,Ligue_1,2022_2023
5480,Julian Jeanvier,GUI,DF,Kayserispor,31,1992,-1,Super_Lig,2023_2024
5481,Julian Justvan,GER,"FW,MF",Hoffenheim,25,1998,-1,Bundesliga,2023_2024
5481,Julian Justvan,GER,"MF,FW",Darmstadt 98,25,1998,-1,Bundesliga,2023_2024
5482,Julian Kristoffersen,NOR,FW,Salernitana,24,1997,-1,Serie_A,2021_2022
5482,Julian Kristoffersen,NOR,FW,Salernitana,25,1997,-1,Serie_A,2022_2023
5483,Julian Lelieveld,NED,DF,RKC Waalwijk,24,1997,-1,Eredivisie,2022_2023
5483,Julian Lelieveld,NED,DF,RKC Waalwijk,25,1997,-1,Eredivisie,2023_2024
5484,Julian Pollersbeck,GER,GK,Lyon,26,1994,-1,Ligue_1,2021_2022
5485,Julian Rijkhoff,NED,"FW,MF",Ajax,18,2005,-1,Eredivisie,2023_2024
5486,Julian Ryerson,NOR,DF,Dortmund,24,1997,-1,Bundesliga,2022_2023
5486,Julian Ryerson,NOR,DF,Dortmund,25,1997,-1,Bundesliga,2023_2024
5486,Julian Ryerson,NOR,DF,Union Berlin,23,1997,-1,Bundesliga,2021_2022
5486,Julian Ryerson,NOR,DF,Union Berlin,24,1997,-1,Bundesliga,2022_2023
5487,Julian Turi,AUT,DF,Ried,21,2001,-1,Austrian_Bundesliga,2022_2023
