player_id,player,nation,position,club,age,year_of_birth,league,season,matches_played,starts,minutes,90s_played,goals_against,goals_against/90,shots_on_target_against,saves,save_percentage,wins,draws,losses,clean_sheets,clean_sheet_percentage,penalty_kicks_attempted,penalty_kicks_allowed,penalty_kicks_saved,penalty_kicks_missed,save%_(penalty_kicks)
5231,Isak Hien,SWE,DF,Atalanta,24,1999,Serie_A,2023_2024,,,,,,,,,,,,,,,,,,,
5231,Isak Hien,SWE,DF,Hellas Verona,23,1999,Serie_A,2022_2023,,,,,,,,,,,,,,,,,,,
5231,Isak Hien,SWE,DF,Hellas Verona,24,1999,Serie_A,2023_2024,,,,,,,,,,,,,,,,,,,
5232,Isak Jansson,SWE,MF,Rapid Wien,21,2002,Austrian_Bundesliga,2023_2024,,,,,,,,,,,,,,,,,,,
5233,Isak Jensen,DEN,"FW,MF",SønderjyskE,17,2003,Danish_Superliga,2021_2022,,,,,,,,,,,,,,,,,,,
5233,Isak Jensen,DEN,"FW,MF",Viborg,19,2003,Danish_Superliga,2023_2024,,,,,,,,,,,,,,,,,,,
5234,Isak Määttä,NOR,"DF,FW",Groningen,20,2001,Eredivisie,2022_2023,,,,,,,,,,,,,,,,,,,
5235,Isco,ESP,MF,Betis,31,1992,La_Liga,2023_2024,,,,,,,,,,,,,,,,,,,
5235,Isco,ESP,"MF,FW",Real Madrid,29,1992,La_Liga,2021_2022,,,,,,,,,,,,,,,,,,,
5235,Isco,ESP,"MF,FW",Sevilla,30,1992,La_Liga,2022_2023,,,,,,,,,,,,,,,,,,,
5236,Ishak Belfodil,ALG,FW,Hertha BSC,29,1992,Bundesliga,2021_2022,,,,,,,,,,,,,,,,,,,
5237,Ishmael Baidoo,GHA,MF,Górnik Zabrze,22,1998,Ekstraklasa,2021_2022,,,,,,,,,,,,,,,,,,,
5238,Islam Slimani,ALG,FW,Brest,34,1988,Ligue_1,2022_2023,,,,,,,,,,,,,,,,,,,
5238,Islam Slimani,ALG,FW,Lyon,33,1988,Ligue_1,2021_2022,,,,,,,,,,,,,,,,,,,
5239,Islam Slimani,ALG,FW,Anderlecht,34,1988,Belgian_Pro_League,2022_2023,,,,,,,,,,,,,,,,,,,
5239,Islam Slimani,ALG,FW,Mechelen,35,1988,Belgian_Pro_League,2023_2024,,,,,,,,,,,,,,,,,,,
5240,Islam Slimani,ALG,FW,Sporting CP,33,1988,Primeira_Liga,2021_2022,,,,,,,,,,,,,,,,,,,
5241,Isma Ruiz,ESP,MF,Granada,20,2001,La_Liga,2021_2022,,,,,,,,,,,,,,,,,,,
5242,Ismael,POR,MF,Moreirense,24,1999,Primeira_Liga,2023_2024,,,,,,,,,,,,,,,,,,,
5242,Ismael,POR,"MF,DF",Moreirense,22,1999,Primeira_Liga,2021_2022,,,,,,,,,,,,,,,,,,,
5243,Ismael Diallo,CIV,DF,Ajaccio,25,1997,Ligue_1,2022_2023,,,,,,,,,,,,,,,,,,,
5244,Ismael Saibari,MAR,FW,PSV Eindhoven,21,2001,Eredivisie,2022_2023,,,,,,,,,,,,,,,,,,,
5244,Ismael Saibari,MAR,MF,PSV Eindhoven,22,2001,Eredivisie,2023_2024,,,,,,,,,,,,,,,,,,,
5245,Ismahila Ouédraogo,BFA,MF,Panserraikos,23,1999,Super_League_Greece,2023_2024,,,,,,,,,,,,,,,,,,,
5245,Ismahila Ouédraogo,BFA,MF,Volos NFC,22,1999,Super_League_Greece,2022_2023,,,,,,,,,,,,,,,,,,,
5246,Ismail Azzaoui,BEL,"FW,MF",Heracles Almelo,23,1998,Eredivisie,2021_2022,,,,,,,,,,,,,,,,,,,
5247,Ismail Isa,BUL,FW,Cherno More,33,1989,Bulgarian_First_League,2022_2023,,,,,,,,,,,,,,,,,,,
5247,Ismail Isa,BUL,FW,Cherno More,34,1989,Bulgarian_First_League,2023_2024,,,,,,,,,,,,,,,,,,,
5248,Ismail Jakobs,SEN,DF,Monaco,23,1999,Ligue_1,2023_2024,,,,,,,,,,,,,,,,,,,
5248,Ismail Jakobs,SEN,"DF,FW",Monaco,21,1999,Ligue_1,2021_2022,,,,,,,,,,,,,,,,,,,
5248,Ismail Jakobs,SEN,"DF,FW",Monaco,22,1999,Ligue_1,2022_2023,,,,,,,,,,,,,,,,,,,
5249,Ismaila Cheick Coulibaly,MLI,MF,Beerschot,20,2000,Belgian_Pro_League,2021_2022,,,,,,,,,,,,,,,,,,,
5250,Ismaila Sarr,SEN,"FW,MF",Watford,23,1998,Premier_League,2021_2022,,,,,,,,,,,,,,,,,,,
5251,Ismaila Sarr,SEN,"FW,MF",Marseille,25,1998,Ligue_1,2023_2024,,,,,,,,,,,,,,,,,,,
5252,Ismaila Soro,CIV,MF,Arouca,24,1998,Primeira_Liga,2022_2023,,,,,,,,,,,,,,,,,,,
5253,Ismaily,BRA,DF,Lille,32,1990,Ligue_1,2022_2023,,,,,,,,,,,,,,,,,,,
5253,Ismaily,BRA,DF,Lille,33,1990,Ligue_1,2023_2024,,,,,,,,,,,,,,,,,,,
5254,Ismaël Bennacer,ALG,MF,Milan,23,1997,Serie_A,2021_2022,,,,,,,,,,,,,,,,,,,
5254,Ismaël Bennacer,ALG,MF,Milan,24,1997,Serie_A,2022_2023,,,,,,,,,,,,,,,,,,,
5254,Ismaël Bennacer,ALG,MF,Milan,25,1997,Serie_A,2023_2024,,,,,,,,,,,,,,,,,,,
5255,Ismaël Boura,COM,DF,Lens,20,2000,Ligue_1,2021_2022,,,,,,,,,,,,,,,,,,,
5255,Ismaël Boura,COM,"DF,FW",Lens,21,2000,Ligue_1,2022_2023,,,,,,,,,,,,,,,,,,,
5256,Ismaël Doukouré,FRA,DF,Strasbourg,18,2003,Ligue_1,2021_2022,,,,,,,,,,,,,,,,,,,
5256,Ismaël Doukouré,FRA,"DF,MF",Strasbourg,19,2003,Ligue_1,2022_2023,,,,,,,,,,,,,,,,,,,
5256,Ismaël Doukouré,FRA,"MF,DF",Strasbourg,20,2003,Ligue_1,2023_2024,,,,,,,,,,,,,,,,,,,
5257,Ismaël Gharbi,ESP,FW,Paris S-G,17,2004,Ligue_1,2021_2022,,,,,,,,,,,,,,,,,,,
5257,Ismaël Gharbi,ESP,"MF,FW",Paris S-G,18,2004,Ligue_1,2022_2023,,,,,,,,,,,,,,,,,,,
5258,Ismaël Kandouss,MAR,DF,Gent,25,1997,Belgian_Pro_League,2023_2024,,,,,,,,,,,,,,,,,,,
5258,Ismaël Kandouss,MAR,DF,Union SG,23,1997,Belgian_Pro_League,2021_2022,,,,,,,,,,,,,,,,,,,
5258,Ismaël Kandouss,MAR,DF,Union SG,24,1997,Belgian_Pro_League,2022_2023,,,,,,,,,,,,,,,,,,,
5259,Ismaël Traoré,CIV,DF,Angers,34,1986,Ligue_1,2021_2022,,,,,,,,,,,,,,,,,,,
5259,Ismaël Traoré,CIV,DF,Metz,36,1986,Ligue_1,2023_2024,,,,,,,,,,,,,,,,,,,
5260,Ismaïl Seydi,FRA,MF,Rapid Wien,22,2001,Austrian_Bundesliga,2023_2024,,,,,,,,,,,,,,,,,,,
5261,Israel Puerto,ESP,DF,Jagiellonia,28,1993,Ekstraklasa,2021_2022,,,,,,,,,,,,,,,,,,,
5261,Israel Puerto,ESP,DF,Jagiellonia,29,1993,Ekstraklasa,2022_2023,,,,,,,,,,,,,,,,,,,
5262,Issa Bah,LUX,FW,Venezia,19,2002,Serie_A,2021_2022,,,,,,,,,,,,,,,,,,,
5263,Issa Diop,FRA,DF,Fulham,25,1997,Premier_League,2022_2023,,,,,,,,,,,,,,,,,,,
5263,Issa Diop,FRA,DF,Fulham,26,1997,Premier_League,2023_2024,,,,,,,,,,,,,,,,,,,
5263,Issa Diop,FRA,DF,West Ham,24,1997,Premier_League,2021_2022,,,,,,,,,,,,,,,,,,,
5264,Issa Kaboré,BFA,DF,Luton Town,22,2001,Premier_League,2023_2024,,,,,,,,,,,,,,,,,,,
5265,Issa Kaboré,BFA,DF,Marseille,21,2001,Ligue_1,2022_2023,,,,,,,,,,,,,,,,,,,
5265,Issa Kaboré,BFA,"DF,MF",Troyes,20,2001,Ligue_1,2021_2022,,,,,,,,,,,,,,,,,,,
5266,Issa Kallon,SLE,"FW,MF",Cambuur,25,1996,Eredivisie,2021_2022,,,,,,,,,,,,,,,,,,,
5267,Issa Soumaré,SEN,"FW,MF",Beerschot,20,2000,Belgian_Pro_League,2021_2022,,,,,,,,,,,,,,,,,,,
5268,Issa Soumaré,SEN,"FW,MF",Le Havre,22,2000,Ligue_1,2023_2024,,,,,,,,,,,,,,,,,,,
5269,Issam El Maach,MAR,GK,RKC Waalwijk,21,2000,Eredivisie,2021_2022,1.0,1.0,90,1.0,3.0,3.0,14.0,11.0,85.7,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5270,Issam Jebali,TUN,"MF,FW",Odense,29,1991,Danish_Superliga,2021_2022,,,,,,,,,,,,,,,,,,,
5270,Issam Jebali,TUN,"MF,FW",Odense,30,1991,Danish_Superliga,2022_2023,,,,,,,,,,,,,,,,,,,
5271,Issiaga Sylla,GUI,DF,Montpellier,28,1994,Ligue_1,2022_2023,,,,,,,,,,,,,,,,,,,
5271,Issiaga Sylla,GUI,DF,Toulouse,28,1994,Ligue_1,2022_2023,,,,,,,,,,,,,,,,,,,
5271,Issiaga Sylla,GUI,"DF,FW",Montpellier,29,1994,Ligue_1,2023_2024,,,,,,,,,,,,,,,,,,,
5272,Issouf Sissokho,MLI,MF,Bordeaux,19,2002,Ligue_1,2021_2022,,,,,,,,,,,,,,,,,,,
5273,Iuri Medeiros,POR,"MF,FW",Braga,27,1994,Primeira_Liga,2021_2022,,,,,,,,,,,,,,,,,,,
5273,Iuri Medeiros,POR,"MF,FW",Braga,28,1994,Primeira_Liga,2022_2023,,,,,,,,,,,,,,,,,,,
5274,Ivan Andonov,BUL,GK,Levski Sofia,19,2003,Bulgarian_First_League,2023_2024,2.0,2.0,180,2.0,,,,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
5275,Ivan Arsov,BUL,DF,Septemvri Sofia,21,2000,Bulgarian_First_League,2022_2023,,,,,,,,,,,,,,,,,,,
5276,Ivan Atanatos,,DF,Lokomotiv Sofia,,,Bulgarian_First_League,2021_2022,,,,,,,,,,,,,,,,,,,
5277,Ivan Bandalovski,BUL,DF,Tsarsko Selo,34,1986,Bulgarian_First_League,2021_2022,,,,,,,,,,,,,,,,,,,
5278,Ivan Brnić,CRO,MF,Olympiacos,21,2001,Super_League_Greece,2023_2024,,,,,,,,,,,,,,,,,,,
5279,Ivan Cavaleiro,POR,"MF,FW",Alanyaspor,28,1993,Super_Lig,2022_2023,,,,,,,,,,,,,,,,,,,
5280,Ivan Cavaleiro,POR,FW,Lille,29,1993,Ligue_1,2023_2024,,,,,,,,,,,,,,,,,,,
5281,Ivan Demydenko,UKR,FW,Asteras Tripoli,19,2003,Super_League_Greece,2022_2023,,,,,,,,,,,,,,,,,,,
5282,Ivan Dichevski,BUL,GK,Arda,22,2001,Bulgarian_First_League,2023_2024,3.0,3.0,270,3.0,,,,,,1.0,1.0,1.0,1.0,33.3,1.0,1.0,0.0,0.0,0.0
5282,Ivan Dichevski,BUL,GK,FC Spartak Varna,21,2001,Bulgarian_First_League,2022_2023,20.0,20.0,"1,800",20.0,,,,,,2.0,6.0,12.0,2.0,10.0,5.0,5.0,0.0,0.0,0.0
5283,Ivan Dishkov,BUL,DF,PFC Hebar Pazardzhik,20,2003,Bulgarian_First_League,2023_2024,,,,,,,,,,,,,,,,,,,
5284,Ivan Dolček,CRO,"DF,MF",Famalicão,21,2000,Primeira_Liga,2021_2022,,,,,,,,,,,,,,,,,,,
5285,Ivan Durdov,CRO,"FW,MF",Oostende,22,2000,Belgian_Pro_League,2022_2023,,,,,,,,,,,,,,,,,,,
5286,Ivan Dyulgerov,BUL,GK,Cherno More,22,1999,Bulgarian_First_League,2021_2022,23.0,22.0,"1,987",22.1,,,,,,9.0,7.0,6.0,11.0,50.0,2.0,2.0,0.0,0.0,0.0
5286,Ivan Dyulgerov,BUL,GK,Cherno More,23,1999,Bulgarian_First_League,2022_2023,26.0,26.0,"2,337",26.0,,,,,,13.0,5.0,8.0,12.0,46.2,2.0,2.0,0.0,0.0,0.0
5286,Ivan Dyulgerov,BUL,GK,Cherno More,24,1999,Bulgarian_First_League,2023_2024,35.0,35.0,"3,143",34.9,,,,,,22.0,9.0,4.0,13.0,37.1,4.0,4.0,0.0,0.0,0.0
5287,Ivan Goranov,BUL,"DF,MF",Levski Sofia,29,1992,Bulgarian_First_League,2021_2022,,,,,,,,,,,,,,,,,,,
5288,Ivan Goranov,BUL,DF,PAS Lamia,30,1992,Super_League_Greece,2022_2023,,,,,,,,,,,,,,,,,,,
5289,Ivan Goshev,BUL,GK,Beroe,22,2000,Bulgarian_First_League,2022_2023,4.0,4.0,360,4.0,,,,,,0.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5290,Ivan Guteša,SRB,GK,Red Star,21,2002,Serbian_SuperLiga,2023_2024,1.0,1.0,90,1.0,,,,,,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,
5291,Ivan Ignatyev,RUS,FW,FK Železničar Pančevo,24,1999,Serbian_SuperLiga,2023_2024,,,,,,,,,,,,,,,,,,,
5292,Ivan Ilić,SRB,MF,Hellas Verona,20,2001,Serie_A,2021_2022,,,,,,,,,,,,,,,,,,,
5292,Ivan Ilić,SRB,MF,Hellas Verona,21,2001,Serie_A,2022_2023,,,,,,,,,,,,,,,,,,,
5292,Ivan Ilić,SRB,MF,Torino,21,2001,Serie_A,2022_2023,,,,,,,,,,,,,,,,,,,
5292,Ivan Ilić,SRB,MF,Torino,22,2001,Serie_A,2023_2024,,,,,,,,,,,,,,,,,,,
5293,Ivan Ivaylov Dermendzhiev,BUL,GK,Tsarsko Selo,20,2000,Bulgarian_First_League,2021_2022,1.0,1.0,90,1.0,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
5294,Ivan Jaime Pajuelo,ESP,"FW,MF",Famalicão,21,2000,Primeira_Liga,2022_2023,,,,,,,,,,,,,,,,,,,
5294,Ivan Jaime Pajuelo,ESP,"MF,FW",Famalicão,20,2000,Primeira_Liga,2021_2022,,,,,,,,,,,,,,,,,,,
5294,Ivan Jaime Pajuelo,ESP,"MF,FW",Porto,22,2000,Primeira_Liga,2023_2024,,,,,,,,,,,,,,,,,,,
5295,Ivan Karadzhov,BUL,GK,Arda,32,1989,Bulgarian_First_League,2021_2022,15.0,15.0,"1,350",16.4,,,,,,5.0,5.0,5.0,5.0,33.3,1.0,1.0,0.0,0.0,0.0
5295,Ivan Karadzhov,BUL,GK,Arda,32,1989,Bulgarian_First_League,2021_2022,3.0,3.0,270,3.0,,,,,,2.0,0.0,1.0,2.0,66.7,0.0,0.0,0.0,0.0,
5295,Ivan Karadzhov,BUL,GK,Beroe,33,1989,Bulgarian_First_League,2022_2023,31.0,31.0,"2,790",31.0,,,,,,8.0,7.0,16.0,7.0,22.6,4.0,4.0,0.0,0.0,0.0
5295,Ivan Karadzhov,BUL,GK,CSKA 1948,32,1989,Bulgarian_First_League,2021_2022,15.0,15.0,"1,350",16.4,,,,,,5.0,5.0,5.0,5.0,33.3,1.0,1.0,0.0,0.0,0.0
5295,Ivan Karadzhov,BUL,GK,CSKA 1948,32,1989,Bulgarian_First_League,2021_2022,3.0,3.0,270,3.0,,,,,,2.0,0.0,1.0,2.0,66.7,0.0,0.0,0.0,0.0,
5296,Ivan Kokonov,BUL,MF,Arda,29,1991,Bulgarian_First_League,2021_2022,,,,,,,,,,,,,,,,,,,
5296,Ivan Kokonov,BUL,MF,Arda,30,1991,Bulgarian_First_League,2022_2023,,,,,,,,,,,,,,,,,,,
5296,Ivan Kokonov,BUL,MF,Arda,31,1991,Bulgarian_First_League,2023_2024,,,,,,,,,,,,,,,,,,,
5297,Ivan Kostić,SRB,GK,Volos NFC,27,1995,Super_League_Greece,2023_2024,10.0,10.0,900,10.0,,,,,,2.0,2.0,6.0,1.0,10.0,4.0,4.0,0.0,0.0,0.0
5298,Ivan Kostić,SRB,GK,Mladost Lučani,25,1995,Serbian_SuperLiga,2021_2022,30.0,30.0,"2,700",30.0,,,,,,11.0,9.0,10.0,11.0,36.7,3.0,3.0,0.0,0.0,0.0
5299,Ivan Lakićević,SRB,DF,FK Železničar Pančevo,30,1993,Serbian_SuperLiga,2023_2024,,,,,,,,,,,,,,,,,,,
5300,Ivan Lendrić,CRO,FW,Tsarsko Selo,29,1991,Bulgarian_First_League,2021_2022,,,,,,,,,,,,,,,,,,,
5301,Ivan Ljubic,AUT,MF,LASK,27,1996,Austrian_Bundesliga,2023_2024,,,,,,,,,,,,,,,,,,,
5301,Ivan Ljubic,AUT,"MF,DF",Sturm Graz,25,1996,Austrian_Bundesliga,2021_2022,,,,,,,,,,,,,,,,,,,
5301,Ivan Ljubic,AUT,"MF,FW",Sturm Graz,26,1996,Austrian_Bundesliga,2022_2023,,,,,,,,,,,,,,,,,,,
5302,Ivan Mihaylov,BUL,MF,Loko Plovdiv,18,2003,Bulgarian_First_League,2022_2023,,,,,,,,,,,,,,,,,,,
5303,Ivan Miličević,BIH,DF,AO Kifisia,25,1998,Super_League_Greece,2023_2024,,,,,,,,,,,,,,,,,,,
5304,Ivan Milosavljević,SRB,DF,TSC Bačka Top,39,1983,Serbian_SuperLiga,2022_2023,,,,,,,,,,,,,,,,,,,
5304,Ivan Milosavljević,SRB,DF,TSC Bačka Top,40,1983,Serbian_SuperLiga,2023_2024,,,,,,,,,,,,,,,,,,,
5304,Ivan Milosavljević,SRB,DF,Voždovac,38,1983,Serbian_SuperLiga,2021_2022,,,,,,,,,,,,,,,,,,,
5304,Ivan Milosavljević,SRB,DF,Voždovac,39,1983,Serbian_SuperLiga,2022_2023,,,,,,,,,,,,,,,,,,,
5305,Ivan Milošević,SRB,DF,Mladost Lučani,36,1984,Serbian_SuperLiga,2021_2022,,,,,,,,,,,,,,,,,,,
5305,Ivan Milošević,SRB,DF,Mladost Lučani,37,1984,Serbian_SuperLiga,2022_2023,,,,,,,,,,,,,,,,,,,
5305,Ivan Milošević,SRB,DF,Mladost Lučani,38,1984,Serbian_SuperLiga,2023_2024,,,,,,,,,,,,,,,,,,,
5306,Ivan Minchev,BUL,MF,Slavia Sofia,30,1991,Bulgarian_First_League,2021_2022,,,,,,,,,,,,,,,,,,,
5306,Ivan Minchev,BUL,MF,Slavia Sofia,31,1991,Bulgarian_First_League,2022_2023,,,,,,,,,,,,,,,,,,,
5306,Ivan Minchev,BUL,MF,Slavia Sofia,32,1991,Bulgarian_First_League,2023_2024,,,,,,,,,,,,,,,,,,,
5307,Ivan Mitrev,BUL,FW,Botev Vratsa,22,1999,Bulgarian_First_League,2021_2022,,,,,,,,,,,,,,,,,,,
5308,Ivan Neshkov,BUL,MF,Botev Vratsa,17,2005,Bulgarian_First_League,2022_2023,,,,,,,,,,,,,,,,,,,
5308,Ivan Neshkov,BUL,MF,Botev Vratsa,18,2005,Bulgarian_First_League,2023_2024,,,,,,,,,,,,,,,,,,,
5309,Ivan Näsberg,NOR,DF,PAOK,26,1996,Super_League_Greece,2022_2023,,,,,,,,,,,,,,,,,,,
5309,Ivan Näsberg,NOR,DF,PAOK,27,1996,Super_League_Greece,2023_2024,,,,,,,,,,,,,,,,,,,
5310,Ivan Obradović,SRB,DF,Partizan,33,1988,Serbian_SuperLiga,2021_2022,,,,,,,,,,,,,,,,,,,
5311,Ivan Ordets,UKR,DF,Bochum,30,1992,Bundesliga,2022_2023,,,,,,,,,,,,,,,,,,,
5311,Ivan Ordets,UKR,DF,Bochum,31,1992,Bundesliga,2023_2024,,,,,,,,,,,,,,,,,,,
5312,Ivan Pavlic,BEL,MF,Estoril,21,2001,Primeira_Liga,2023_2024,,,,,,,,,,,,,,,,,,,
5313,Ivan Perišić,CRO,"DF,MF",Tottenham,33,1989,Premier_League,2022_2023,,,,,,,,,,,,,,,,,,,
5313,Ivan Perišić,CRO,FW,Tottenham,34,1989,Premier_League,2023_2024,,,,,,,,,,,,,,,,,,,
5314,Ivan Perišić,CRO,DF,Inter,32,1989,Serie_A,2021_2022,,,,,,,,,,,,,,,,,,,
5315,Ivan Provedel,ITA,GK,Lazio,28,1994,Serie_A,2022_2023,38.0,37.0,"3,413",37.9,30.0,0.79,128.0,99.0,77.3,21.0,8.0,8.0,21.0,56.8,2.0,1.0,0.0,1.0,0.0
5315,Ivan Provedel,ITA,GK,Lazio,29,1994,Serie_A,2023_2024,30.0,30.0,"2,699",30.0,33.0,1.1,119.0,86.0,73.9,12.0,6.0,12.0,9.0,30.0,3.0,2.0,0.0,1.0,0.0
5315,Ivan Provedel,ITA,GK,Spezia,27,1994,Serie_A,2021_2022,31.0,31.0,"2,761",30.7,52.0,1.7,165.0,116.0,73.9,9.0,5.0,17.0,7.0,22.6,11.0,9.0,0.0,2.0,0.0
5316,Ivan Radovanović,SRB,"DF,MF",Salernitana,32,1988,Serie_A,2021_2022,,,,,,,,,,,,,,,,,,,
5316,Ivan Radovanović,SRB,"MF,DF",Salernitana,33,1988,Serie_A,2022_2023,,,,,,,,,,,,,,,,,,,
5317,Ivan Radoš,CRO,GK,Radnički Kragujevac,37,1984,Serbian_SuperLiga,2021_2022,5.0,5.0,450,5.0,,,,,,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,
5318,Ivan Rakitić,CRO,MF,Sevilla,33,1988,La_Liga,2021_2022,,,,,,,,,,,,,,,,,,,
5318,Ivan Rakitić,CRO,MF,Sevilla,34,1988,La_Liga,2022_2023,,,,,,,,,,,,,,,,,,,
5318,Ivan Rakitić,CRO,MF,Sevilla,35,1988,La_Liga,2023_2024,,,,,,,,,,,,,,,,,,,
5319,Ivan Saravanja,BIH,DF,SK Austria Klagenfurt,25,1996,Austrian_Bundesliga,2021_2022,,,,,,,,,,,,,,,,,,,
5320,Ivan Sulev,BUL,MF,Loko Plovdiv,14,2006,Bulgarian_First_League,2021_2022,,,,,,,,,,,,,,,,,,,
5321,Ivan Tasev,BUL,FW,Pirin Blagoevgrad,19,2002,Bulgarian_First_League,2021_2022,,,,,,,,,,,,,,,,,,,
5321,Ivan Tasev,BUL,FW,Pirin Blagoevgrad,20,2002,Bulgarian_First_League,2022_2023,,,,,,,,,,,,,,,,,,,
5321,Ivan Tasev,BUL,FW,Pirin Blagoevgrad,21,2002,Bulgarian_First_League,2023_2024,,,,,,,,,,,,,,,,,,,
5322,Ivan Tatomirović,SRB,DF,FK Kolubara,33,1989,Serbian_SuperLiga,2022_2023,,,,,,,,,,,,,,,,,,,
5323,Ivan Tilev,BUL,FW,Arda,22,1999,Bulgarian_First_League,2021_2022,,,,,,,,,,,,,,,,,,,
5323,Ivan Tilev,BUL,FW,Arda,23,1999,Bulgarian_First_League,2022_2023,,,,,,,,,,,,,,,,,,,
5323,Ivan Tilev,BUL,FW,Arda,24,1999,Bulgarian_First_League,2023_2024,,,,,,,,,,,,,,,,,,,
5324,Ivan Toney,ENG,FW,Brentford,25,1996,Premier_League,2021_2022,,,,,,,,,,,,,,,,,,,
5324,Ivan Toney,ENG,FW,Brentford,26,1996,Premier_League,2022_2023,,,,,,,,,,,,,,,,,,,
5324,Ivan Toney,ENG,FW,Brentford,27,1996,Premier_League,2023_2024,,,,,,,,,,,,,,,,,,,
5325,Ivan Turitsov,BUL,DF,CSKA Sofia,22,1999,Bulgarian_First_League,2021_2022,,,,,,,,,,,,,,,,,,,
5325,Ivan Turitsov,BUL,DF,CSKA Sofia,23,1999,Bulgarian_First_League,2022_2023,,,,,,,,,,,,,,,,,,,
5325,Ivan Turitsov,BUL,DF,CSKA Sofia,24,1999,Bulgarian_First_League,2023_2024,,,,,,,,,,,,,,,,,,,
5326,Ivan Varone,ITA,MF,Panetolikos,28,1992,Super_League_Greece,2021_2022,,,,,,,,,,,,,,,,,,,
5326,Ivan Varone,ITA,MF,Panetolikos,29,1992,Super_League_Greece,2022_2023,,,,,,,,,,,,,,,,,,,
5327,Ivan Vasilev,BUL,FW,Botev Plovdiv,20,2001,Bulgarian_First_League,2021_2022,,,,,,,,,,,,,,,,,,,
5327,Ivan Vasilev,BUL,FW,Etar,22,2001,Bulgarian_First_League,2023_2024,,,,,,,,,,,,,,,,,,,
5327,Ivan Vasilev,BUL,GK,Septemvri Sofia,22,2000,Bulgarian_First_League,2022_2023,1.0,1.0,90,1.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5328,Ivan Vukcevic,MNE,FW,Vojvodina,19,2001,Serbian_SuperLiga,2021_2022,,,,,,,,,,,,,,,,,,,
5328,Ivan Vukcevic,MNE,FW,Vojvodina,20,2001,Serbian_SuperLiga,2022_2023,,,,,,,,,,,,,,,,,,,
5328,Ivan Vukcevic,MNE,FW,Vojvodina,21,2001,Serbian_SuperLiga,2023_2024,,,,,,,,,,,,,,,,,,,
5329,Ivan Yordanov,BUL,MF,FC Spartak Varna,21,2000,Bulgarian_First_League,2022_2023,,,,,,,,,,,,,,,,,,,
5329,Ivan Yordanov,BUL,MF,Ludogorets,21,2000,Bulgarian_First_League,2022_2023,,,,,,,,,,,,,,,,,,,
5329,Ivan Yordanov,BUL,MF,Ludogorets,22,2000,Bulgarian_First_League,2023_2024,,,,,,,,,,,,,,,,,,,
5330,Ivan Zlobin,RUS,GK,Famalicão,24,1997,Primeira_Liga,2021_2022,1.0,1.0,90,1.0,2.0,2.0,6.0,4.0,66.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5330,Ivan Zlobin,RUS,GK,Famalicão,25,1997,Primeira_Liga,2022_2023,1.0,1.0,90,1.0,2.0,2.0,5.0,3.0,60.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5330,Ivan Zlobin,RUS,GK,Famalicão,26,1997,Primeira_Liga,2023_2024,1.0,1.0,90,1.0,2.0,2.0,4.0,2.0,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
5331,Ivan Ćorković,SRB,DF,FK Kolubara,21,2001,Serbian_SuperLiga,2022_2023,,,,,,,,,,,,,,,,,,,
5331,Ivan Ćorković,SRB,DF,Voždovac,20,2001,Serbian_SuperLiga,2021_2022,,,,,,,,,,,,,,,,,,,
5332,Ivan Šunjić,CRO,MF,Hertha BSC,25,1996,Bundesliga,2022_2023,,,,,,,,,,,,,,,,,,,
5333,Ivane Chegra,FRA,"MF,FW",Ajaccio,18,2004,Ligue_1,2022_2023,,,,,,,,,,,,,,,,,,,
5334,Ivanildo Fernandes,CPV,DF,Vizela,25,1996,Primeira_Liga,2021_2022,,,,,,,,,,,,,,,,,,,
5334,Ivanildo Fernandes,CPV,DF,Vizela,26,1996,Primeira_Liga,2022_2023,,,,,,,,,,,,,,,,,,,
5335,Ivaylo Chochev,BUL,MF,CSKA 1948,28,1993,Bulgarian_First_League,2021_2022,,,,,,,,,,,,,,,,,,,
5335,Ivaylo Chochev,BUL,MF,CSKA 1948,29,1993,Bulgarian_First_League,2022_2023,,,,,,,,,,,,,,,,,,,
5335,Ivaylo Chochev,BUL,MF,CSKA 1948,30,1993,Bulgarian_First_League,2023_2024,,,,,,,,,,,,,,,,,,,
5335,Ivaylo Chochev,BUL,MF,Ludogorets,30,1993,Bulgarian_First_League,2023_2024,,,,,,,,,,,,,,,,,,,
5336,Ivaylo Dimitrov,BUL,MF,Etar,34,1989,Bulgarian_First_League,2023_2024,,,,,,,,,,,,,,,,,,,
5336,Ivaylo Dimitrov,BUL,MF,Loko Plovdiv,32,1989,Bulgarian_First_League,2021_2022,,,,,,,,,,,,,,,,,,,
