Player,Nation,Position,Squad,Age,Year of birth,90s Played,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),Assists,xAG: Exp. Assisted Goals,xA: Expected Assists,Assists - xAG,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Matches
José María Giménez,uy URU,DF,es Atlético Madrid,28,1995,5.3,224,255,87.8,4814,1741,56,62,90.3,133,141,94.3,33,45,73.3,1,0.9,0.6,+0.1,2,5,1,0,4,Matches
Mariano,do DOM,"MF,FW",es Sevilla,29,1993,0.7,7,14,50.0,86,20,4,8,50.0,3,3,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
Adrián Marín,es ESP,DF,pt Braga,26,1997,0.3,8,12,66.7,189,135,2,2,100.0,3,5,60.0,2,3,66.7,0,0.0,0.0,0.0,0,2,0,0,1,Matches
João Mário,pt POR,"FW,MF",pt Benfica,30,1993,3.6,139,160,86.9,1801,386,82,82,100.0,40,47,85.1,5,12,41.7,0,0.1,0.2,-0.1,3,12,4,0,14,Matches
João Mário Lopes,pt POR,DF,pt Porto,23,2000,6.6,217,273,79.5,3451,1226,112,127,88.2,77,98,78.6,16,29,55.2,1,1.1,1.0,-0.1,10,7,11,5,28,Matches
Marquinhos,br BRA,DF,fr Paris S-G,29,1994,10.0,732,807,90.7,14565,4481,199,217,91.7,439,454,96.7,78,114,68.4,2,0.9,0.5,+1.1,5,74,4,1,58,Matches
Anthony Martial,fr FRA,"FW,DF",eng Manchester Utd,27,1995,0.6,13,15,86.7,164,37,7,9,77.8,4,4,100.0,0,0,,1,0.2,0.1,+0.8,2,3,0,0,2,Matches
Gabriel Martinelli,br BRA,FW,eng Arsenal,22,2001,5.3,129,169,76.3,1777,361,84,95,88.4,29,43,67.4,8,16,50.0,1,0.8,0.6,+0.2,9,5,6,1,10,Matches
Iñigo Martínez,es ESP,DF,es Barcelona,32,1991,3.5,180,209,86.1,3829,1324,40,46,87.0,118,129,91.5,22,31,71.0,0,0.0,0.1,0.0,1,20,0,0,25,Matches
Lautaro Martínez,ar ARG,FW,it Inter,25,1997,5.9,81,109,74.3,1172,279,47,54,87.0,26,36,72.2,4,7,57.1,0,0.7,0.5,-0.7,3,5,3,0,18,Matches
Lisandro Martínez,ar ARG,DF,eng Manchester Utd,25,1998,1.0,46,47,97.9,751,260,21,21,100.0,25,25,100.0,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,2,Matches
Toni Martínez,es ESP,FW,pt Porto,26,1997,0.1,1,5,20.0,9,3,1,5,20.0,0,0,,0,0,,0,0.0,0.0,0.0,0,1,0,0,0,Matches
Adam Marušić,me MNE,DF,it Lazio,30,1992,5.7,268,319,84.0,4219,1819,141,167,84.4,109,119,91.6,14,21,66.7,0,0.2,0.2,-0.2,4,19,2,2,21,Matches
Matheus,br BRA,GK,pt Braga,31,1992,6.0,161,213,75.6,4186,3035,36,36,100.0,73,74,98.6,51,101,50.5,0,0.0,0.0,0.0,0,2,0,0,0,Matches
Magnus Mattsson,dk DEN,MF,dk FC Copenhagen,24,1999,1.3,16,27,59.3,304,132,9,12,75.0,5,7,71.4,2,4,50.0,0,0.0,0.1,0.0,1,1,1,0,2,Matches
Mykola Matviyenko,ua UKR,DF,ua Shakhtar,27,1996,5.0,228,270,84.4,3730,1715,119,124,96.0,85,97,87.6,18,35,51.4,0,0.1,0.0,-0.1,3,5,0,0,7,Matches
Eric Maxim Choupo-Moting,cm CMR,"FW,MF",de Bayern Munich,34,1989,0.5,14,17,82.4,224,14,8,8,100.0,5,7,71.4,1,1,100.0,0,0.1,0.0,-0.1,1,0,0,0,0,Matches
Noussair Mazraoui,ma MAR,DF,de Bayern Munich,25,1997,7.2,371,426,87.1,5547,1889,208,225,92.4,141,161,87.6,17,27,63.0,1,0.6,0.7,+0.4,7,37,7,1,39,Matches
Kylian Mbappé,fr FRA,FW,fr Paris S-G,24,1998,12.0,318,395,80.5,4966,1292,183,211,86.7,107,126,84.9,21,30,70.0,0,4.5,3.6,-4.5,26,30,29,3,60,Matches
Callum McGregor,sct SCO,MF,sct Celtic,30,1993,5.8,297,335,88.7,4863,911,148,159,93.1,131,143,91.6,14,21,66.7,0,0.2,0.3,-0.2,2,20,1,0,17,Matches
Scott McKenna,sct SCO,DF,dk FC Copenhagen,26,1996,2.0,69,78,88.5,1146,478,33,35,94.3,34,36,94.4,2,7,28.6,0,0.0,0.0,0.0,0,3,0,0,0,Matches
Scott McTominay,sct SCO,MF,eng Manchester Utd,26,1996,4.2,116,131,88.5,1667,395,63,69,91.3,43,47,91.5,3,4,75.0,1,1.2,0.7,-0.2,3,2,1,0,14,Matches

Facundo Medina,ar ARG,DF,fr Lens,24,1999,5.5,231,276,83.7,3608,1454,112,124,90.3,89,100,89.0,15,25,60.0,0,0.1,0.2,-0.1,2,17,2,1,15,Matches
Hannibal Mejbri,tn TUN,"MF,FW",eng Manchester Utd,20,2003,0.7,19,26,73.1,235,52,11,13,84.6,8,10,80.0,0,1,0.0,0,0.0,0.0,0.0,0,1,1,0,4,Matches
Birger Meling,no NOR,DF,dk FC Copenhagen,28,1994,2.1,89,113,78.8,1391,619,48,49,98.0,27,42,64.3,8,13,61.5,1,0.4,0.2,+0.6,3,6,3,3,5,Matches
Memphis,nl NED,FW,es Atlético Madrid,29,1994,1.2,42,50,84.0,605,154,26,29,89.7,13,15,86.7,3,3,100.0,0,0.1,0.1,-0.1,2,3,3,0,9,Matches
Joe Mendes,se SWE,DF,pt Braga,20,2002,2.3,109,144,75.7,1454,393,71,76,93.4,29,42,69.0,3,15,20.0,0,0.2,0.4,-0.2,2,7,5,5,7,Matches
Nuno Mendes,pt POR,DF,fr Paris S-G,21,2002,4.7,284,339,83.8,4851,1578,125,143,87.4,126,142,88.7,28,40,70.0,0,0.4,0.3,-0.4,6,21,3,1,28,Matches
Brais Méndez,es ESP,MF,es Real Sociedad,26,1997,5.8,208,262,79.4,3230,837,120,138,87.0,63,79,79.7,18,29,62.1,1,0.7,0.5,+0.3,8,25,2,0,21,Matches
Ferland Mendy,fr FRA,DF,es Real Madrid,28,1995,9.7,419,460,91.1,5725,1607,254,264,96.2,133,152,87.5,16,21,76.2,0,0.5,0.6,-0.5,2,35,3,1,36,Matches
Nampalys Mendy,sn SEN,MF,fr Lens,31,1992,4.1,126,157,80.3,1745,509,62,71,87.3,48,55,87.3,4,13,30.8,0,0.1,0.2,-0.1,2,8,4,0,13,Matches
Alex Meret,it ITA,GK,it Napoli,26,1997,8.0,235,265,88.7,5783,3606,39,39,100.0,142,143,99.3,54,82,65.9,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Mikel Merino,es ESP,MF,es Real Sociedad,27,1996,7.0,256,328,78.0,3934,1272,138,169,81.7,90,108,83.3,17,28,60.7,1,0.7,0.5,+0.3,9,34,10,1,48,Matches
Dries Mertens,be BEL,MF,tr Galatasaray,36,1987,2.2,55,85,64.7,834,349,31,41,75.6,19,23,82.6,4,11,36.4,0,1.1,0.8,-1.1,10,3,6,2,10,Matches
Alexander Meyer,de GER,GK,de Dortmund,32,1991,1.0,43,50,86.0,1169,710,5,5,100.0,25,25,100.0,13,20,65.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Srđan Mijailović,rs SRB,"DF,MF",rs Red Star,29,1993,5.4,149,209,71.3,2717,1292,64,72,88.9,70,91,76.9,13,36,36.1,0,0.0,0.1,0.0,1,13,1,1,15,Matches
Jovan Mijatović,rs SRB,"FW,MF",rs Red Star,18,2005,1.3,18,19,94.7,327,89,9,9,100.0,7,7,100.0,2,3,66.7,0,0.0,0.0,0.0,1,5,2,0,4,Matches
Antoni Milambo,nl NED,"DF,MF",nl Feyenoord,18,2005,0.4,24,26,92.3,324,97,14,15,93.3,7,7,100.0,1,2,50.0,0,0.0,0.1,0.0,1,5,0,0,5,Matches
Lewis Miley,eng ENG,MF,eng Newcastle Utd,17,2006,1.9,54,70,77.1,781,171,33,37,89.2,19,26,73.1,1,5,20.0,1,0.2,0.1,+0.8,3,3,1,1,5,Matches
Éder Militão,br BRA,DF,es Real Madrid,25,1998,0.1,4,5,80.0,49,8,2,2,100.0,2,2,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Kim Min-jae,kr KOR,DF,de Bayern Munich,26,1996,7.3,563,609,92.4,10253,3658,217,223,97.3,300,316,94.9,42,59,71.2,0,0.1,0.1,-0.1,2,36,0,0,27,Matches
Yankuba Minteh,gm GAM,FW,nl Feyenoord,19,2004,2.2,42,62,67.7,635,143,28,35,80.0,10,17,58.8,4,5,80.0,0,0.3,0.5,-0.3,3,3,4,0,6,Matches
Rafa Mir,es ESP,FW,es Sevilla,26,1997,0.4,1,6,16.7,13,0,1,5,20.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Stefan Mitrović,rs SRB,"DF,FW",rs Red Star,20,2002,2.3,37,53,69.8,634,229,18,21,85.7,15,20,75.0,4,10,40.0,0,0.0,0.1,0.0,2,5,0,0,7,Matches
Henrikh Mkhitaryan,am ARM,MF,it Inter,34,1989,5.7,217,257,84.4,3664,904,107,128,83.6,80,89,89.9,23,27,85.2,0,0.4,0.4,-0.4,5,15,5,0,26,Matches
Luka Modrić,hr CRO,MF,es Real Madrid,37,1985,4.7,373,428,87.1,5874,1937,200,211,94.8,115,130,88.5,36,59,61.0,0,0.9,1.0,-0.9,17,50,13,1,47,Matches
Nahuel Molina,ar ARG,DF,es Atlético Madrid,25,1998,8.7,464,627,74.0,7196,2456,264,299,88.3,158,220,71.8,30,70,42.9,2,0.7,1.0,+1.3,8,32,12,5,40,Matches

Joel Monteiro,ch SUI,"FW,MF",ch Young Boys,23,1999,2.9,39,54,72.2,615,123,22,27,81.5,12,14,85.7,4,5,80.0,1,0.7,1.1,+0.3,5,1,2,0,5,Matches
Álvaro Morata,es ESP,FW,es Atlético Madrid,30,1992,7.4,115,158,72.8,1590,220,75,86,87.2,30,44,68.2,6,11,54.5,1,0.1,0.2,+0.9,3,4,0,0,6,Matches
Morato,br BRA,DF,pt Benfica,22,2001,4.8,236,296,79.7,4129,1480,103,126,81.7,106,123,86.2,21,29,72.4,0,0.4,0.3,-0.4,2,12,1,1,15,Matches
Leandro Morgalla,de GER,DF,at RB Salzburg,18,2004,0.5,6,9,66.7,130,28,2,3,66.7,2,4,50.0,2,2,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Youssoufa Moukoko,de GER,FW,de Dortmund,18,2004,0.2,8,11,72.7,105,37,5,5,100.0,3,4,75.0,0,1,0.0,0,0.0,0.0,0.0,0,2,0,0,2,Matches
Mason Mount,eng ENG,"MF,FW",eng Manchester Utd,24,1999,1.0,32,38,84.2,420,132,22,22,100.0,6,8,75.0,2,4,50.0,0,0.0,0.0,0.0,0,3,0,0,3,Matches
João Moutinho,pt POR,MF,pt Braga,36,1986,3.2,252,274,92.0,4248,1244,123,130,94.6,100,104,96.2,24,30,80.0,0,0.2,0.6,-0.2,4,24,2,1,28,Matches
Arbnor Muja,al ALB,FW,be Antwerp,24,1998,4.0,84,121,69.4,1141,229,53,66,80.3,24,36,66.7,3,6,50.0,0,0.1,0.3,-0.1,2,3,1,0,8,Matches
Nordi Mukiele,fr FRA,DF,fr Paris S-G,25,1997,0.6,36,40,90.0,606,182,20,21,95.2,9,10,90.0,6,8,75.0,0,0.0,0.0,0.0,0,1,1,0,5,Matches
Thomas Müller,de GER,MF,de Bayern Munich,33,1989,4.7,137,177,77.4,2083,472,82,98,83.7,43,56,76.8,8,12,66.7,1,1.5,1.9,-0.5,14,11,13,4,20,Matches
Aihen Muñoz,es ESP,DF,es Real Sociedad,25,1997,5.3,266,334,79.6,4334,1733,115,127,90.6,127,152,83.6,15,34,44.1,1,0.8,0.1,+0.2,1,34,0,0,40,Matches
Jacob Murphy,eng ENG,FW,eng Newcastle Utd,28,1995,1.0,18,24,75.0,214,41,16,16,100.0,2,6,33.3,0,0,,1,0.0,0.0,+1.0,1,3,0,0,3,Matches
Petar Musa,hr CRO,"FW,MF",pt Benfica,25,1998,2.6,41,60,68.3,430,168,27,36,75.0,9,14,64.3,0,1,0.0,0,0.2,0.3,-0.2,4,2,0,0,2,Matches
Yunus Musah,us USA,MF,it Milan,20,2002,3.9,89,111,80.2,1403,352,43,48,89.6,38,44,86.4,3,6,50.0,0,0.2,0.1,-0.2,2,6,3,1,12,Matches
Jamal Musiala,de GER,"MF,FW",de Bayern Munich,20,2003,9.7,313,358,87.4,4526,1052,184,199,92.5,108,121,89.3,10,15,66.7,1,1.8,2.1,-0.8,18,27,13,0,49,Matches
Fernando Muslera,uy URU,GK,tr Galatasaray,37,1986,6.0,196,242,81.0,5104,3469,30,31,96.8,108,111,97.3,57,98,58.2,0,0.0,0.0,0.0,0,3,0,0,0,Matches
Almoatasem Al Musrati,ly LBY,MF,pt Braga,27,1996,3.4,260,294,88.4,5413,1420,83,93,89.2,129,137,94.2,43,54,79.6,0,0.1,0.3,-0.1,2,32,1,0,32,Matches
Nacho,es ESP,DF,es Real Madrid,33,1990,10.9,625,661,94.6,10238,3715,296,302,98.0,297,308,96.4,25,38,65.8,0,0.1,0.1,-0.1,2,19,1,0,20,Matches
Natan,br BRA,DF,it Napoli,22,2001,5.0,295,346,85.3,5484,1928,107,116,92.2,157,181,86.7,28,40,70.0,1,0.7,0.6,+0.3,3,19,2,0,21,Matches
Fran Navarro,es ESP,FW,pt Porto,25,1998,0.1,1,1,100.0,9,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Jesús Navas,es ESP,DF,es Sevilla,37,1985,2.4,83,126,65.9,1628,586,33,40,82.5,38,55,69.1,11,23,47.8,0,0.2,0.3,-0.2,2,5,5,5,9,Matches
Yehor Nazaryna,ua UKR,MF,ua Shakhtar,26,1997,2.3,89,103,86.4,1424,300,46,49,93.9,38,45,84.4,5,7,71.4,1,1.2,0.6,-0.2,3,7,2,0,7,Matches
Cherif Ndiaye,sn SEN,FW,rs Red Star,27,1996,4.0,59,78,75.6,816,161,34,41,82.9,19,24,79.2,2,3,66.7,0,0.4,0.2,-0.4,6,4,1,0,11,Matches
Tanguy Ndombele,fr FRA,MF,tr Galatasaray,26,1996,1.0,38,41,92.7,588,145,19,21,90.5,17,17,100.0,1,1,100.0,0,0.0,0.0,0.0,0,3,0,0,4,Matches
Kosta Nedeljković,rs SRB,DF,rs Red Star,17,2005,2.6,86,114,75.4,1367,373,49,54,90.7,30,45,66.7,6,12,50.0,0,0.1,0.3,-0.1,3,7,4,2,13,Matches

Reiss Nelson,eng ENG,FW,eng Arsenal,23,1999,2.0,87,91,95.6,1295,317,54,54,100.0,24,24,100.0,7,8,87.5,2,0.4,0.5,+1.6,6,4,6,1,10,Matches
Victor Nelsson,dk DEN,DF,tr Galatasaray,24,1998,1.1,80,92,87.0,1564,422,24,31,77.4,53,56,94.6,2,3,66.7,0,0.0,0.0,0.0,0,4,0,0,8,Matches
David Neres,br BRA,FW,pt Benfica,26,1997,2.0,50,64,78.1,666,146,34,36,94.4,11,14,78.6,3,7,42.9,0,0.0,0.1,0.0,1,3,2,0,6,Matches
Manuel Neuer,de GER,GK,de Bayern Munich,37,1986,9.0,297,346,85.8,7646,4568,35,36,97.2,176,177,99.4,86,133,64.7,0,0.0,0.0,0.0,0,4,0,0,3,Matches
João Neves,pt POR,MF,pt Benfica,18,2004,6.0,289,360,80.3,4570,1418,165,184,89.7,88,115,76.5,24,39,61.5,0,0.2,0.4,-0.2,3,39,3,0,28,Matches
Newerton,br BRA,"MF,FW",ua Shakhtar,18,2005,2.4,35,48,72.9,481,99,23,28,82.1,6,8,75.0,3,5,60.0,0,0.1,0.1,-0.1,2,0,1,0,3,Matches
Cyril Ngonge,be BEL,FW,it Napoli,23,2000,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Sikou Niakaté,ml MLI,DF,pt Braga,24,1999,4.3,214,244,87.7,4042,1824,79,82,96.3,115,120,95.8,19,37,51.4,0,0.0,0.0,0.0,0,20,0,0,17,Matches
Tanguy Nianzou,fr FRA,DF,es Sevilla,21,2002,0.4,8,10,80.0,129,118,4,4,100.0,4,5,80.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,1,Matches
Cheikh Niasse,sn SEN,MF,ch Young Boys,23,2000,5.9,192,235,81.7,2986,612,100,120,83.3,69,75,92.0,15,21,71.4,1,0.3,0.4,+0.7,5,19,1,0,16,Matches
Bart Nieuwkoop,nl NED,DF,nl Feyenoord,27,1996,0.9,38,45,84.4,598,217,16,17,94.1,20,25,80.0,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,5,Matches
Saúl Ñíguez,es ESP,MF,es Atlético Madrid,28,1994,4.8,176,220,80.0,2342,602,107,123,87.0,55,65,84.6,4,6,66.7,0,0.1,0.2,-0.1,3,14,3,0,12,Matches
Eddie Nketiah,eng ENG,FW,eng Arsenal,24,1999,1.6,34,42,81.0,388,18,21,23,91.3,8,9,88.9,0,0,,0,0.0,0.2,0.0,1,0,1,0,1,Matches
Felix Nmecha,de GER,MF,de Dortmund,22,2000,3.9,89,120,74.2,1299,396,58,72,80.6,21,28,75.0,6,11,54.5,0,0.2,0.1,-0.2,5,12,1,0,12,Matches
Jean-Pierre Nsame,cm CMR,FW,ch Young Boys,30,1993,1.8,25,43,58.1,400,110,15,23,65.2,9,16,56.3,1,2,50.0,1,0.7,0.3,+0.3,3,6,0,0,6,Matches
Matheus Nunes,pt POR,"MF,FW",eng Manchester City,24,1998,4.7,294,323,91.0,4098,790,194,209,92.8,81,85,95.3,11,16,68.8,1,1.2,1.7,-0.2,13,22,11,1,36,Matches
Ørjan Nyland,no NOR,GK,es Sevilla,32,1990,2.0,64,83,77.1,1875,1301,11,11,100.0,29,29,100.0,24,43,55.8,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Matt O'Riley,dk DEN,MF,sct Celtic,22,2000,5.4,178,230,77.4,2700,694,102,118,86.4,53,62,85.5,16,28,57.1,3,2.3,1.7,+0.7,15,12,6,1,26,Matches
Armando Obispo,nl NED,DF,nl PSV Eindhoven,24,1999,1.0,60,69,87.0,1328,455,13,13,100.0,38,40,95.0,9,13,69.2,0,0.0,0.0,0.0,0,8,0,0,7,Matches
Jan Oblak,si SVN,GK,es Atlético Madrid,30,1993,10.3,202,279,72.4,5458,3788,29,29,100.0,109,111,98.2,63,137,46.0,0,0.0,0.0,0.0,0,2,0,0,0,Matches
Lucas Ocampos,ar ARG,FW,es Sevilla,29,1994,3.8,84,132,63.6,1331,395,40,54,74.1,39,58,67.2,3,8,37.5,0,0.5,0.5,-0.5,4,5,6,2,19,Matches
Álvaro Odriozola,es ESP,"DF,FW",es Real Sociedad,27,1995,1.1,53,60,88.3,928,147,20,21,95.2,24,26,92.3,7,7,100.0,0,0.0,0.0,0.0,1,1,0,0,2,Matches
Noah Okafor,ch SUI,FW,it Milan,23,2000,0.4,4,6,66.7,55,30,3,3,100.0,1,3,33.3,0,0,,1,0.2,0.0,+0.8,1,0,1,0,2,Matches
Olasagasti,es ESP,MF,es Real Sociedad,22,2000,0.1,2,4,50.0,14,0,1,1,100.0,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Peter Olayinka,ng NGA,"DF,FW",rs Red Star,27,1995,1.9,30,52,57.7,360,93,21,25,84.0,6,13,46.2,0,4,0.0,0,0.0,0.0,0.0,1,1,2,0,5,Matches

Sérgio Oliveira,pt POR,MF,tr Galatasaray,31,1992,1.4,69,93,74.2,1211,414,40,44,90.9,15,27,55.6,11,15,73.3,1,0.4,0.3,+0.6,5,13,2,0,17,Matches
Mathías Olivera,uy URU,DF,it Napoli,25,1997,3.6,180,215,83.7,2546,917,114,125,91.2,47,56,83.9,14,17,82.4,0,0.3,0.5,-0.3,6,12,4,2,16,Matches
Dani Olmo,es ESP,MF,de RB Leipzig,25,1998,2.0,64,84,76.2,870,341,45,51,88.2,13,19,68.4,5,8,62.5,0,0.3,0.2,-0.3,3,11,4,0,10,Matches
André Onana,cm CMR,GK,eng Manchester Utd,27,1996,6.0,167,229,72.9,4841,3337,34,34,100.0,72,75,96.0,60,119,50.4,0,0.0,0.0,0.0,0,12,0,0,1,Matches
Loïs Openda,be BEL,FW,de RB Leipzig,23,2000,6.1,69,101,68.3,994,147,41,54,75.9,21,26,80.8,3,5,60.0,0,0.6,0.3,-0.6,4,2,4,0,10,Matches
Fredrik Oppegard,no NOR,FW,nl PSV Eindhoven,20,2002,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Willi Orban,hu HUN,DF,de RB Leipzig,30,1992,2.0,136,148,91.9,2294,991,57,61,93.4,68,72,94.4,7,7,100.0,0,0.1,0.1,-0.1,1,5,0,0,6,Matches
Stefan Ortega,de GER,GK,eng Manchester City,30,1992,3.0,143,173,82.7,3297,2274,43,44,97.7,63,64,98.4,37,64,57.8,0,0.0,0.0,0.0,0,1,0,0,0,Matches
Victor Osimhen,ng NGA,FW,it Napoli,24,1998,5.1,57,80,71.3,736,94,44,53,83.0,6,11,54.5,4,8,50.0,0,0.7,0.6,-0.7,5,1,1,0,3,Matches
Nicolás Otamendi,ar ARG,DF,pt Benfica,35,1988,6.0,276,322,85.7,5480,2065,91,105,86.7,147,161,91.3,35,48,72.9,1,0.4,0.1,+0.6,3,13,0,0,23,Matches
Mikel Oyarzabal,es ESP,"FW,MF",es Real Sociedad,26,1997,6.5,121,148,81.8,1785,244,62,73,84.9,41,45,91.1,7,10,70.0,0,0.5,0.2,-0.5,8,3,3,0,8,Matches
Salih Özcan,tr TUR,MF,de Dortmund,25,1998,4.9,195,232,84.1,3019,811,104,116,89.7,76,82,92.7,9,16,56.3,0,0.2,0.2,-0.2,4,18,3,1,13,Matches
Jon Pacheco,es ESP,DF,es Real Sociedad,22,2001,1.4,64,71,90.1,1335,403,17,17,100.0,38,40,95.0,8,13,61.5,0,0.0,0.0,0.0,0,5,0,0,8,Matches
Igor Paixão,br BRA,FW,nl Feyenoord,23,2000,4.4,107,151,70.9,1651,537,61,78,78.2,37,48,77.1,7,18,38.9,0,1.5,1.5,-1.5,8,5,5,2,12,Matches
Thomas Partey,gh GHA,MF,eng Arsenal,30,1993,0.1,8,10,80.0,141,95,5,6,83.3,2,2,100.0,1,1,100.0,0,0.0,0.0,0.0,0,2,1,0,1,Matches
Patric,es ESP,DF,it Lazio,30,1993,4.1,265,308,86.0,5523,2046,83,88,94.3,137,147,93.2,43,67,64.2,0,0.1,0.1,-0.1,2,17,0,0,19,Matches
Benjamin Pavard,fr FRA,DF,it Inter,27,1996,5.3,321,371,86.5,5705,1747,135,142,95.1,156,172,90.7,26,48,54.2,0,0.1,0.2,-0.1,3,22,2,0,20,Matches
Aleksandar Pavlovic,de GER,MF,de Bayern Munich,19,2004,2.3,170,183,92.9,3226,779,63,68,92.6,88,92,95.7,18,21,85.7,0,0.0,0.1,0.0,0,20,2,0,22,Matches
Strahinja Pavlović,rs SRB,DF,at RB Salzburg,22,2001,5.5,258,319,80.9,5252,1852,84,97,86.6,139,159,87.4,33,56,58.9,0,0.1,0.1,-0.1,2,17,1,0,20,Matches
Nicolás Paz,ar ARG,MF,es Real Madrid,18,2004,0.5,22,26,84.6,277,31,16,17,94.1,6,6,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,2,Matches
Pedri,es ESP,"MF,FW",es Barcelona,20,2002,3.7,147,177,83.1,2515,636,68,74,91.9,66,81,81.5,13,15,86.7,3,0.7,0.8,+2.3,5,17,3,0,25,Matches
Pedro,es ESP,FW,it Lazio,36,1987,2.1,81,90,90.0,1111,206,53,56,94.6,20,23,87.0,5,5,100.0,0,0.3,0.6,-0.3,3,4,2,0,7,Matches
Adrià Pedrosa,es ESP,"DF,FW",es Sevilla,25,1998,3.6,90,127,70.9,1557,444,42,50,84.0,39,53,73.6,7,17,41.2,0,0.0,0.1,0.0,0,5,2,1,6,Matches
Luca Pellegrini,it ITA,DF,it Lazio,24,1999,1.8,98,116,84.5,1529,654,56,61,91.8,35,38,92.1,6,12,50.0,0,0.0,0.1,0.0,0,11,3,1,10,Matches
Facundo Pellistri,uy URU,FW,eng Manchester Utd,21,2001,1.2,20,22,90.9,203,26,20,21,95.2,0,0,,0,0,,0,0.0,0.0,0.0,1,0,0,0,1,Matches

Iñaki Peña ,es ESP,GK,es Barcelona,24,1999,2.0,64,72,88.9,1526,1138,19,20,95.0,31,31,100.0,14,21,66.7,0,0.0,0.0,0.0,0,1,0,0,0,Matches
Pepe,pt POR,DF,pt Porto,40,1983,7.3,400,465,86.0,8065,2670,134,145,92.4,200,211,94.8,60,96,62.5,0,0.1,0.2,-0.1,1,28,2,0,31,Matches
Pepê,br BRA,"MF,FW",pt Porto,26,1997,7.1,161,214,75.2,2418,748,87,115,75.7,48,54,88.9,13,20,65.0,2,0.8,1.0,+1.2,12,16,14,1,35,Matches
Ricardo Pepi,us USA,"FW,MF",nl PSV Eindhoven,20,2003,1.5,30,37,81.1,435,87,19,20,95.0,9,14,64.3,2,2,100.0,1,0.2,0.1,+0.8,2,1,1,0,4,Matches
Danilo Pereira,pt POR,DF,fr Paris S-G,31,1991,1.8,128,135,94.8,2514,751,44,44,100.0,71,77,92.2,13,13,100.0,0,0.2,0.2,-0.2,1,8,1,0,6,Matches
Noah Persson,se SWE,"DF,MF",ch Young Boys,20,2003,0.4,18,27,66.7,277,84,11,13,84.6,6,9,66.7,1,4,25.0,0,0.0,0.1,0.0,1,1,1,1,1,Matches
Kalvin Phillips,eng ENG,MF,eng Manchester City,27,1995,1.4,107,117,91.5,1810,469,45,47,95.7,55,60,91.7,6,7,85.7,0,0.0,0.0,0.0,1,14,0,0,10,Matches
Nathaniel Phillips,eng ENG,DF,sct Celtic,26,1997,1.0,89,99,89.9,1412,336,41,43,95.3,45,47,95.7,3,8,37.5,0,0.0,0.0,0.0,0,7,0,0,9,Matches
Kamil Piątkowski,pl POL,DF,at RB Salzburg,23,2000,2.0,61,86,70.9,1322,344,14,17,82.4,37,43,86.0,10,22,45.5,0,0.0,0.0,0.0,0,2,0,0,4,Matches
Pizzi,pt POR,MF,pt Braga,33,1989,0.6,25,32,78.1,386,88,14,16,87.5,7,8,87.5,3,6,50.0,0,0.1,0.0,-0.1,1,3,0,0,6,Matches
Tommaso Pobega,it ITA,MF,it Milan,24,1999,1.7,26,40,65.0,313,116,17,22,77.3,6,13,46.2,1,2,50.0,0,0.0,0.1,0.0,0,1,1,0,4,Matches
Matteo Politano,it ITA,FW,it Napoli,29,1993,6.4,203,285,71.2,3357,1030,121,143,84.6,50,71,70.4,26,47,55.3,1,1.1,1.3,-0.1,11,17,18,3,35,Matches
Nick Pope,eng ENG,GK,eng Newcastle Utd,31,1992,5.0,89,130,68.5,2643,1956,20,20,100.0,37,37,100.0,31,71,43.7,0,0.0,0.0,0.0,0,1,0,0,0,Matches
Yussuf Poulsen,dk DEN,"FW,MF",de RB Leipzig,29,1994,3.7,52,75,69.3,651,170,30,41,73.2,14,17,82.4,2,3,66.7,1,0.8,0.5,+0.2,3,3,2,0,3,Matches
Ivan Provedel,it ITA,GK,it Lazio,29,1994,8.0,207,245,84.5,4851,3103,42,42,100.0,115,119,96.6,49,82,59.8,0,0.0,0.0,0.0,0,1,0,0,2,Matches
