Player,Nation,Position,Squad,Age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals Against,Goals Against/90,Shots on Target Against,Saves,Save Percentage,Wins,Draws,Losses,Clean Sheets,Clean Sheet Percentage,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Save% (Penalty Kicks),Matches
Gregor Kobel,ch SUI,GK,de Dortmund,25,1997,12,12,"1,080",12.0,10,0.83,55,45,83.6,7,2,3,6,50.0,2,1,1,0,50.0,Matches
Senne Lammens,be BEL,GK,be Antwerp,21,2002,1,1,90,1.0,2,2.00,6,4,83.3,0,0,1,0,0.0,1,1,0,0,0.0,Matches
Andriy Lunin,ua UKR,GK,es Real Madrid,24,1999,8,8,750,8.3,10,1.20,45,34,80.0,4,4,0,2,25.0,2,1,1,0,50.0,Matches
Mike Maignan,fr FRA,GK,it Milan,28,1995,6,6,530,5.9,8,1.36,26,18,73.1,2,2,2,1,16.7,1,1,0,0,0.0,Matches
Matheus,br BRA,GK,pt Braga,31,1992,6,6,540,6.0,12,2.00,32,22,62.5,1,1,4,0,0.0,0,0,0,0,,Matches
Alex Meret,it ITA,GK,it Napoli,26,1997,8,8,720,8.0,13,1.62,45,33,71.1,3,2,3,2,25.0,0,0,0,0,,Matches
Alexander Meyer,de GER,GK,de Dortmund,32,1991,1,1,90,1.0,1,1.00,4,3,100.0,0,1,0,0,0.0,1,1,0,0,0.0,Matches
Fernando Muslera,uy URU,GK,tr Galatasaray,37,1986,6,6,540,6.0,13,2.17,25,12,48.0,1,2,3,0,0.0,0,0,0,0,,Matches

Manuel Neuer,de GER,GK,de Bayern Munich,37,1986,9,9,810,9.0,8,0.89,28,20,78.6,4,3,2,4,44.4,2,2,0,0,0.0,Matches
Ørjan Nyland,no NOR,GK,es Sevilla,32,1990,2,2,180,2.0,4,2.00,12,8,75.0,0,1,1,0,0.0,1,1,0,0,0.0,Matches
Jan Oblak,si SVN,GK,es Atlético Madrid,30,1993,10,10,930,10.3,13,1.26,49,37,73.5,6,2,2,2,20.0,0,0,0,0,,Matches
André Onana,cm CMR,GK,eng Manchester Utd,27,1996,6,6,540,6.0,15,2.50,35,19,62.9,1,1,4,1,16.7,4,2,1,1,33.3,Matches
Stefan Ortega,de GER,GK,eng Manchester City,30,1992,3,3,270,3.0,7,2.33,14,8,50.0,2,1,0,0,0.0,0,0,0,0,,Matches
Iñaki Peña ,es ESP,GK,es Barcelona,24,1999,2,2,180,2.0,4,2.00,10,6,60.0,1,0,1,0,0.0,0,0,0,0,,Matches
Nick Pope,eng ENG,GK,eng Newcastle Utd,31,1992,5,5,450,5.0,5,1.00,30,25,86.7,1,2,2,1,20.0,1,1,0,0,0.0,Matches
Ivan Provedel,it ITA,GK,it Lazio,29,1994,8,8,720,8.0,10,1.25,31,21,67.7,4,1,3,3,37.5,0,0,0,0,,Matches
Anthony Racioppi,ch SUI,GK,ch Young Boys,24,1998,5,5,450,5.0,11,2.20,42,31,78.6,1,1,3,1,20.0,2,2,0,0,0.0,Matches
Aaron Ramsdale,eng ENG,GK,eng Arsenal,25,1998,1,1,90,1.0,1,1.00,5,4,80.0,0,1,0,0,0.0,0,0,0,0,,Matches
David Raya,es ESP,GK,eng Arsenal,27,1995,9,9,840,9.3,7,0.75,23,16,73.9,5,1,3,4,44.4,1,1,0,0,0.0,Matches
Álex Remiro,es ESP,GK,es Real Sociedad,28,1995,8,8,720,8.0,6,0.75,25,19,76.0,3,3,2,4,50.0,0,0,0,0,,Matches
Dmytro Riznyk,ua UKR,GK,ua Shakhtar,24,1999,6,6,540,6.0,12,2.00,37,25,67.6,3,0,3,2,33.3,1,0,0,1,,Matches
Frederik Rønnow,dk DEN,GK,de Union Berlin,30,1992,6,6,540,6.0,10,1.67,29,18,65.5,0,2,4,0,0.0,1,0,1,0,100.0,Matches
Brice Samba,fr FRA,GK,fr Lens,29,1994,6,6,540,6.0,11,1.83,32,21,71.9,2,2,2,0,0.0,2,2,0,0,0.0,Matches
Alexander Schlager,at AUT,GK,at RB Salzburg,27,1996,6,6,540,6.0,8,1.33,33,25,81.8,1,1,4,2,33.3,2,2,0,0,0.0,Matches
Yann Sommer,ch SUI,GK,it Inter,34,1988,7,7,660,7.3,4,0.55,29,25,86.2,4,2,1,4,57.1,0,0,0,0,,Matches
Marco Sportiello,it ITA,GK,it Milan,31,1992,1,0,10,0.1,0,0.00,1,1,100.0,0,0,0,1,,0,0,0,0,,Matches
Marc-André ter Stegen,de GER,GK,es Barcelona,31,1992,8,8,720,8.0,10,1.25,31,21,71.0,5,1,2,2,25.0,1,1,0,0,0.0,Matches
Anatolii Trubin,ua UKR,GK,pt Benfica,21,2001,6,6,540,6.0,11,1.83,34,23,73.5,1,1,4,0,0.0,4,2,0,2,0.0,Matches
Sven Ulreich,de GER,GK,de Bayern Munich,34,1988,3,3,270,3.0,5,1.67,12,7,66.7,3,0,0,0,0.0,1,1,0,0,0.0,Matches
Timon Wellenreuther,de GER,GK,nl Feyenoord,27,1995,2,2,180,2.0,3,1.50,6,3,50.0,1,0,1,1,50.0,0,0,0,0,,Matches
