Player,Nation,Position,Squad,Age,Year of birth,90s Played,Yellow Cards,Red Cards,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Crosses,Interceptions,Tackles Won,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Matches
Mateusz Bartolewski,pl POL,DF,Zagłębie Lubin,23,1998,23.8,8,1,1,,,,,,,,,0,Matches
Yevgeni Bashkirov,ru RUS,MF,Zagłębie Lubin,30,1991,4.0,1,0,0,,,,,,,,,0,Matches
Filip Bednarek,pl POL,GK,Lech Poznań,28,1992,19.1,0,0,0,,,,,,,,,0,Matches
Łukasz Bejger,pl POL,DF,Śląsk Wrocław,19,2002,18.5,1,0,0,,,,,,,,,0,Matches
Sebastian Bergier,pl POL,FW,Śląsk Wrocław,21,1999,0.6,1,0,0,,,,,,,,,0,Matches
Michal Bezpalec,cs TCH,"DF,MF",Bruk-Bet Termalica Nieciecza,24,1996,6.7,2,0,0,,,,,,,,,0,Matches
Wahan Biczachczian,am ARM,MF,Pogoń Szczecin,22,1999,5.3,0,0,0,,,,,,,,,0,Matches
Bartosz Bida,pl POL,"FW,MF",Jagiellonia,20,2001,7.0,1,0,0,,,,,,,,,0,Matches
Wiktor Biedrzycki,pl POL,DF,Bruk-Bet Termalica Nieciecza,24,1997,21.8,6,0,0,,,,,,,,,0,Matches
Jan Biegański,pl POL,MF,Lechia Gdańsk,18,2002,3.3,1,0,0,,,,,,,,,0,Matches
Mikołaj Biegański,pl POL,GK,Wisła Kraków,19,2002,19.0,0,0,0,,,,,,,,,0,Matches
Daniel Bielica,pl POL,GK,Górnik Zabrze,22,1999,14.0,0,0,0,,,,,,,,,0,Matches
Kacper Bieszczad,pl POL,GK,Zagłębie Lubin,18,2002,10.0,1,0,0,,,,,,,,,0,Matches
Godfrey Bitok,ng NGA,DF,Jagiellonia,20,2000,0.2,0,0,0,,,,,,,,,0,Matches
Marcel Blachewicz,om OMA,MF,Wisła Płock,18,2003,4.4,0,0,0,,,,,,,,,0,Matches
Artur Bogusz,pl POL,DF,Radomiak Radom,28,1993,0.7,1,0,0,,,,,,,,,0,Matches
Sebastian Bonecki,pl POL,"MF,DF",Bruk-Bet Termalica Nieciecza,26,1995,9.1,3,0,0,,,,,,,,,0,Matches
Artur Boruc,pl POL,GK,Legia Warsaw,41,1980,10.8,1,1,0,,,,,,,,,0,Matches
Karol Borys,pl POL,MF,Śląsk Wrocław,14,2006,0.2,0,0,0,,,,,,,,,0,Matches
Krystian Bracik,pl POL,DF,Cracovia,20,2001,0.0,0,0,0,,,,,,,,,0,Matches
Raphael Branco,br BRA,DF,Radomiak Radom,31,1990,31.7,6,0,0,,,,,,,,,0,Matches
Felicio Brown,cr CRC,FW,Wisła Kraków,29,1991,9.5,5,0,0,,,,,,,,,0,Matches
Michał Buchalik,pl POL,GK,Lechia Gdańsk,32,1989,1.0,0,0,0,,,,,,,,,0,Matches
Marcin Budziński,pl POL,"MF,FW",Stal Mielec,31,1990,3.8,1,0,0,,,,,,,,,0,Matches
Łukasz Budziłek,pl POL,GK,Bruk-Bet Termalica Nieciecza,30,1991,3.0,0,0,0,,,,,,,,,0,Matches

Adrian Bukowski,pl POL,MF,Śląsk Wrocław,18,2003,0.1,0,0,0,,,,,,,,,0,Matches
Jasmin Burić,ba BIH,GK,Zagłębie Lubin,34,1987,1.0,0,0,0,,,,,,,,,0,Matches
Bartłomiej Burman,pl POL,MF,Warta Poznań,20,2001,0.1,0,0,0,,,,,,,,,0,Matches
Jakub Błaszczykowski,pl POL,MF,Wisła Kraków,35,1985,0.6,0,0,0,,,,,,,,,0,Matches
Diego Carioca,br BRA,"MF,FW",Jagiellonia,23,1998,7.1,1,0,0,,,,,,,,,0,Matches
Frank Castañeda,co COL,"FW,MF",Warta Poznań,27,1994,9.0,2,0,0,,,,,,,,,0,Matches
Marcin Cebula,pl POL,"FW,MF",RKS Raków,25,1995,4.2,3,0,0,,,,,,,,,0,Matches
Joseph Ceesay,gm GAM,"MF,DF",Lechia Gdańsk,23,1998,17.3,2,0,0,,,,,,,,,0,Matches
Thabo Cele,za RSA,"MF,FW",Radomiak Radom,24,1997,6.8,2,0,0,,,,,,,,,0,Matches
Jurgen Çelhaka,al ALB,MF,Legia Warsaw,20,2000,6.0,3,0,0,,,,,,,,,0,Matches
Fiodor Černych,lt LTU,"FW,MF",Jagiellonia,30,1991,18.8,8,0,0,,,,,,,,,0,Matches
Jhon Chancellor,ve VEN,DF,Zagłębie Lubin,29,1992,7.0,0,0,0,,,,,,,,,0,Matches
Kacper Chodyna,pl POL,"DF,MF",Zagłębie Lubin,22,1999,29.1,6,0,0,,,,,,,,,0,Matches
Mateusz Cholewiak,pl POL,MF,Górnik Zabrze,31,1990,12.3,2,0,0,,,,,,,,,0,Matches
Bozhidar Chorbadzhiyski,bg BUL,DF,Stal Mielec,25,1995,13.6,3,0,0,,,,,,,,,0,Matches
Michał Chrapek,pl POL,MF,Piast Gliwice,29,1992,29.2,5,0,0,,,,,,,,,0,Matches
Adam Chrzanowski,pl POL,DF,Wisła Płock,22,1999,7.6,0,0,0,,,,,,,,,0,Matches
Mateusz Cichocki,pl POL,DF,Radomiak Radom,29,1992,33.0,5,0,0,,,,,,,,,0,Matches
Radosław Cielemęcki,pl POL,MF,Wisła Płock,18,2003,7.4,3,0,0,,,,,,,,,0,Matches
Bartłomiej Ciepiela,pl POL,MF,Legia Warsaw,20,2001,1.9,2,0,0,,,,,,,,,0,Matches
Adrian Cierpka,pl POL,MF,Górnik Łęczna,26,1995,0.9,0,0,0,,,,,,,,,0,Matches
Christian Clemens,de GER,"MF,FW",Lechia Gdańsk,29,1991,4.9,2,0,0,,,,,,,,,0,Matches
Joseph Colley,se SWE,DF,Wisła Kraków,22,1999,11.0,3,0,0,,,,,,,,,0,Matches
Conrado,it ITA,"DF,MF",Lechia Gdańsk,24,1997,23.0,6,0,0,,,,,,,,,0,Matches
Milan Corryn,be BEL,"MF,FW",Warta Poznań,22,1999,11.3,0,0,0,,,,,,,,,0,Matches

Jordan Courtney-Perkins,au AUS,DF,RKS Raków,18,2002,1.0,1,0,0,,,,,,,,,0,Matches
Jordan Courtney-Perkins,au AUS,DF,Warta Poznań,18,2002,0.9,0,0,0,,,,,,,,,0,Matches
Patryk Czarnowski,pl POL,FW,Bruk-Bet Termalica Nieciecza,23,1998,1.4,0,0,0,,,,,,,,,0,Matches
Patryk Czerech,pl POL,DF,Jagiellonia,20,2001,2.0,1,0,0,,,,,,,,,0,Matches
Alan Czerwiński,pl POL,DF,Lech Poznań,28,1993,5.2,0,0,0,,,,,,,,,0,Matches
Jakub Czerwiński,pl POL,DF,Piast Gliwice,29,1991,27.0,3,0,0,,,,,,,,,1,Matches
Szymon Czyż,pl POL,MF,RKS Raków,20,2001,1.8,1,0,0,,,,,,,,,0,Matches
Szymon Czyż,pl POL,MF,Warta Poznań,20,2001,11.1,1,0,0,,,,,,,,,0,Matches
Mateusz Czyżycki,pl POL,"MF,FW",Warta Poznań,23,1998,6.5,1,0,0,,,,,,,,,0,Matches
Damian Dąbrowski,pl POL,MF,Pogoń Szczecin,28,1992,28.1,7,0,0,,,,,,,,,1,Matches
Robert Dadok,pl POL,MF,Górnik Zabrze,24,1996,26.0,5,0,0,,,,,,,,,0,Matches
Erik Daniel,cz CZE,"MF,FW",Zagłębie Lubin,29,1992,24.0,3,0,0,,,,,,,,,0,Matches
Mickey van der Hart,nl NED,GK,Lech Poznań,27,1994,14.9,0,0,0,,,,,,,,,0,Matches
Bassekou Diabaté,ml MLI,"FW,MF",Lechia Gdańsk,21,2000,5.5,3,0,0,,,,,,,,,0,Matches
Cheikhou Dieng,sn SEN,"MF,FW",Zagłębie Lubin,27,1993,5.3,1,0,0,,,,,,,,,0,Matches
Martin Doležal,cz CZE,FW,Zagłębie Lubin,31,1990,9.6,1,0,0,,,,,,,,,0,Matches
Maciej Domański,pl POL,MF,Stal Mielec,30,1990,11.3,3,0,0,,,,,,,,,0,Matches
Andrii Dombrovskyi,ua UKR,MF,Bruk-Bet Termalica Nieciecza,25,1995,7.9,1,0,0,,,,,,,,,0,Matches
David Domgjoni,xk KVX,DF,Bruk-Bet Termalica Nieciecza,24,1997,5.8,4,0,0,,,,,,,,,0,Matches
Barry Douglas,sct SCO,DF,Lech Poznań,31,1989,13.3,5,0,0,,,,,,,,,0,Matches
Igor Drapinski,pl POL,DF,Wisła Płock,17,2004,0.3,0,0,0,,,,,,,,,0,Matches
Szymon Drewniak,pl POL,MF,Górnik Łęczna,28,1993,16.5,5,0,0,,,,,,,,,0,Matches
Kamil Drygas,pl POL,MF,Pogoń Szczecin,29,1991,12.4,7,0,0,,,,,,,,,0,Matches
Daniel Dudziński,pl POL,FW,Zagłębie Lubin,19,2002,1.8,1,0,0,,,,,,,,,0,Matches
İlkay Durmuş,tr TUR,"MF,FW",Lechia Gdańsk,27,1994,30.7,2,0,0,,,,,,,,,0,Matches

Adrian Dziedzic,pl POL,MF,Górnik Zabrze,18,2003,2.6,1,0,0,,,,,,,,,0,Matches
Xavier Dziekonski,pl POL,GK,Jagiellonia,17,2003,10.0,0,0,0,,,,,,,,,0,Matches
Daniel Dziwniel,pl POL,"MF,DF",Górnik Łęczna,28,1992,12.6,1,0,0,,,,,,,,,0,Matches
Wiktor Długosz,pl POL,MF,RKS Raków,21,2000,7.8,0,0,0,,,,,,,,,0,Matches
Erik Expósito,es ESP,FW,Śląsk Wrocław,25,1996,23.2,8,0,0,,,,,,,,,0,Matches
Enis Fazlagikj,mk MKD,MF,Wisła Kraków,21,2000,11.2,5,0,0,,,,,,,,,0,Matches
Luis Fernández,es ESP,"MF,FW",Wisła Kraków,27,1993,6.9,1,0,0,,,,,,,,,0,Matches
Nikodem Fiedosewicz,pl POL,MF,Warta Poznań,23,1998,0.1,0,0,0,,,,,,,,,0,Matches
Marcin Flis,pl POL,DF,Stal Mielec,27,1994,26.2,7,0,0,,,,,,,,,0,Matches
Mariusz Fornalczyk,pl POL,MF,Pogoń Szczecin,18,2003,5.6,3,0,0,,,,,,,,,0,Matches
Michal Frydrych,cz CZE,DF,Wisła Kraków,31,1990,29.3,3,3,0,,,,,,,,,2,Matches
Dominik Furman,pl POL,MF,Wisła Płock,29,1992,17.4,6,2,1,,,,,,,,,0,Matches
Luka Gagnidze,ge GEO,MF,RKS Raków,18,2003,0.1,0,0,0,,,,,,,,,0,Matches
Maciej Gajos,pl POL,MF,Lechia Gdańsk,30,1991,25.1,3,0,0,,,,,,,,,0,Matches
Víctor García Marín,es ESP,"MF,DF",Śląsk Wrocław,27,1994,16.3,2,1,1,,,,,,,,,1,Matches
Damian Gąska,pl POL,"MF,FW",Górnik Łęczna,24,1996,19.3,4,0,0,,,,,,,,,0,Matches
Fryderyk Gerbowski,pl POL,MF,Wisła Płock,18,2003,9.4,3,0,0,,,,,,,,,0,Matches
Roman Gergel,sk SVK,"FW,MF",Bruk-Bet Termalica Nieciecza,33,1988,10.4,1,0,0,,,,,,,,,0,Matches
Gerson,br BRA,DF,Górnik Łęczna,29,1992,8.3,1,0,0,,,,,,,,,0,Matches
Krystian Getinger,pl POL,"MF,DF",Stal Mielec,32,1988,30.0,8,1,0,,,,,,,,,3,Matches
Virgil Ghiță,ro ROU,DF,Cracovia,23,1998,9.1,2,0,0,,,,,,,,,0,Matches
Michał Gliwa,pl POL,GK,Stal Mielec,33,1988,3.0,2,0,0,,,,,,,,,0,Matches
Janusz Gol,pl POL,MF,Górnik Łęczna,35,1985,27.4,12,2,2,,,,,,,,,0,Matches
Michal Golinski,pl POL,MF,Górnik Łęczna,21,2000,9.2,0,0,0,,,,,,,,,0,Matches
Wojciech Golla,pl POL,DF,Śląsk Wrocław,29,1992,30.4,7,0,0,,,,,,,,,2,Matches

Rui Gomes,pt POR,FW,Legia Warsaw,23,1997,0.5,0,0,0,,,,,,,,,0,Matches
Alexander Gorgon,at AUT,MF,Pogoń Szczecin,32,1988,0.2,0,0,0,,,,,,,,,0,Matches
Maciej Gostomski,pl POL,GK,Górnik Łęczna,32,1988,32.0,0,0,0,,,,,,,,,0,Matches
Marcin Grabowski,pl POL,"MF,DF",Bruk-Bet Termalica Nieciecza,21,2000,6.3,2,0,0,,,,,,,,,0,Matches
Bartłomiej Gradecki,pl POL,GK,Wisła Płock,21,1999,3.0,0,0,0,,,,,,,,,0,Matches
Albin Granlund,fi FIN,"DF,MF",Stal Mielec,31,1989,7.8,0,0,0,,,,,,,,,0,Matches
Narek Grigoryan,am ARM,MF,Jagiellonia,20,2001,0.8,0,0,0,,,,,,,,,0,Matches
Jędrzej Grobelny,pl POL,GK,Warta Poznań,20,2001,9.0,2,0,0,,,,,,,,,0,Matches
Kamil Grosicki,pl POL,MF,Pogoń Szczecin,33,1988,20.3,3,0,0,,,,,,,,,0,Matches
Mateusz Grudzinski,pl POL,FW,Legia Warsaw,21,2000,0.0,0,0,0,,,,,,,,,0,Matches
Konrad Gruszkowski,pl POL,DF,Wisła Kraków,20,2001,27.2,8,0,0,,,,,,,,,1,Matches
Filip Gryglak,pl POL,MF,Śląsk Wrocław,16,2004,0.0,0,0,0,,,,,,,,,0,Matches
Adrian Gryszkiewicz,pl POL,DF,Górnik Zabrze,21,1999,21.9,9,0,0,,,,,,,,,0,Matches
Jan Grzesik,pl POL,"MF,DF",Warta Poznań,26,1994,34.0,3,0,0,,,,,,,,,1,Matches
Mateusz Grzybek,pl POL,"DF,MF",Bruk-Bet Termalica Nieciecza,25,1996,23.8,5,0,0,,,,,,,,,0,Matches
Marc Gual,es ESP,FW,Jagiellonia,25,1996,6.1,1,0,0,,,,,,,,,0,Matches
Alexandre Guedes,pt POR,FW,RKS Raków,27,1994,3.2,1,0,0,,,,,,,,,0,Matches
Vladislavs Gutkovskis,lv LVA,FW,RKS Raków,26,1995,19.8,2,0,0,,,,,,,,,0,Matches
Valerian Gvilia,ge GEO,MF,RKS Raków,27,1994,12.6,1,0,0,,,,,,,,,0,Matches
Sergiu Hanca,ro ROU,"MF,FW",Cracovia,29,1992,27.0,8,1,1,,,,,,,,,0,Matches
Matěj Hanousek,cz CZE,DF,Wisła Kraków,28,1993,30.5,1,0,0,,,,,,,,,0,Matches
Tom Hateley,eng ENG,MF,Piast Gliwice,31,1989,19.2,4,0,0,,,,,,,,,0,Matches
Omran Haydary,af AFG,MF,Lechia Gdańsk,23,1998,0.2,0,0,0,,,,,,,,,0,Matches
Mathias Hebo,dk DEN,MF,Cracovia,25,1995,21.2,3,0,0,,,,,,,,,0,Matches
Koki Hinokio,jp JPN,MF,Zagłębie Lubin,20,2001,5.0,0,0,0,,,,,,,,,0,Matches

Koki Hinokio,jp JPN,"MF,FW",Stal Mielec,20,2001,8.8,1,0,0,,,,,,,,,0,Matches
Adam Hloušek,cz CZE,"MF,DF",Bruk-Bet Termalica Nieciecza,32,1988,6.9,1,0,0,,,,,,,,,0,Matches
Jakub Holúbek,sk SVK,"DF,MF",Piast Gliwice,30,1991,16.7,1,0,0,,,,,,,,,0,Matches
Mateusz Hołownia,pl POL,"DF,MF",Legia Warsaw,23,1998,8.6,3,0,0,,,,,,,,,0,Matches
Lukáš Hroššo,sk SVK,GK,Cracovia,34,1987,20.0,2,0,0,,,,,,,,,0,Matches
Michal Hubínek,cz CZE,MF,Bruk-Bet Termalica Nieciecza,26,1994,22.9,3,0,0,,,,,,,,,0,Matches
Dor Hugi,il ISR,MF,Wisła Kraków,26,1995,8.6,1,0,0,,,,,,,,,0,Matches
Tomáš Huk,sk SVK,"DF,MF",Piast Gliwice,26,1994,28.9,6,0,0,,,,,,,,,0,Matches
Matěj Hybš,cz CZE,"DF,MF",Bruk-Bet Termalica Nieciecza,28,1993,11.5,2,0,0,,,,,,,,,0,Matches
Javier Hyjek,pl POL,MF,Śląsk Wrocław,20,2001,0.6,0,0,0,,,,,,,,,0,Matches
Dominik Hładun,pl POL,GK,Zagłębie Lubin,25,1995,23.0,2,0,0,,,,,,,,,0,Matches
Jesús Imaz,es ESP,FW,Jagiellonia,30,1990,14.9,4,0,0,,,,,,,,,0,Matches
Mikael Ishak,se SWE,FW,Lech Poznań,28,1993,29.4,5,0,0,,,,,,,,,0,Matches
Jakub Iskra,pl POL,DF,Śląsk Wrocław,18,2002,2.6,0,0,0,,,,,,,,,0,Matches
Robert Ivanov,fi FIN,DF,Warta Poznań,26,1994,31.0,6,0,0,,,,,,,,,1,Matches
Ivi,es ESP,"FW,MF",RKS Raków,27,1994,27.3,2,0,0,,,,,,,,,0,Matches
David Jablonský,cz CZE,DF,Cracovia,29,1991,6.5,3,0,0,,,,,,,,,0,Matches
Aleksander Jagiełło,pl POL,MF,Górnik Łęczna,26,1995,0.4,0,0,0,,,,,,,,,0,Matches
Michał Jakóbowski,pl POL,"MF,FW",Warta Poznań,28,1992,7.3,2,0,0,,,,,,,,,0,Matches
Damian Jakubik,pl POL,DF,Radomiak Radom,31,1990,22.4,7,0,0,,,,,,,,,0,Matches
Patryk Janasik,pl POL,"MF,DF",Śląsk Wrocław,23,1997,19.7,1,0,0,,,,,,,,,1,Matches
Rafał Janicki,pl POL,DF,Górnik Zabrze,29,1992,30.9,6,0,0,,,,,,,,,0,Matches
Maciej Jankowski,pl POL,"FW,MF",Stal Mielec,31,1990,5.1,1,0,0,,,,,,,,,0,Matches
Erik Janža,si SVN,"MF,DF",Górnik Zabrze,28,1993,31.1,9,1,1,,,,,,,,,0,Matches
Dennis Jastrzembski,pl POL,"MF,FW",Śląsk Wrocław,21,2000,8.6,3,0,0,,,,,,,,,0,Matches

Artur Jędrzejczyk,pl POL,DF,Legia Warsaw,33,1987,15.8,9,0,0,,,,,,,,,0,Matches
Jesús Jiménez,es ESP,"FW,MF",Górnik Zabrze,27,1993,18.8,0,0,0,,,,,,,,,0,Matches
Tomasz Jodłowiec,pl POL,MF,Piast Gliwice,35,1985,1.2,0,0,0,,,,,,,,,0,Matches
Mattias Johansson,se SWE,"DF,MF",Legia Warsaw,29,1992,17.6,7,0,0,,,,,,,,,0,Matches
Jorginho,gw GNB,"MF,FW",Wisła Płock,25,1995,11.3,1,0,0,,,,,,,,,0,Matches
Vlastimir Jovanović,ba BIH,MF,Bruk-Bet Termalica Nieciecza,36,1985,0.5,1,0,0,,,,,,,,,0,Matches
Jakub Jugas,cz CZE,DF,Cracovia,29,1992,17.6,2,0,0,,,,,,,,,0,Matches
Josip Juranović,hr CRO,"DF,MF",Legia Warsaw,25,1995,0.9,0,0,0,,,,,,,,,0,Matches
Ivo Kaczmarski,pl POL,MF,RKS Raków,17,2004,0.8,0,0,0,,,,,,,,,0,Matches
Damian Kądzior,pl POL,"MF,FW",Piast Gliwice,29,1992,27.3,2,0,0,,,,,,,,,0,Matches
Otar Kakabadze,ge GEO,MF,Cracovia,26,1995,13.2,2,0,0,,,,,,,,,0,Matches
Bartłomiej Kalinkowski,pl POL,"MF,FW",Górnik Łęczna,27,1994,6.5,3,0,0,,,,,,,,,0,Matches
Jakub Kamiński,pl POL,MF,Lech Poznań,19,2002,29.3,2,0,0,,,,,,,,,0,Matches
Krzysztof Kamiński,pl POL,GK,Wisła Płock,30,1990,29.0,2,0,0,,,,,,,,,0,Matches
Radosław Kanach,pl POL,MF,Cracovia,22,1999,0.1,0,0,0,,,,,,,,,0,Matches
Bartosz Kapustka,pl POL,MF,Legia Warsaw,24,1996,1.1,0,0,0,,,,,,,,,0,Matches
Michał Kaput,pl POL,MF,Radomiak Radom,23,1998,16.4,7,0,0,,,,,,,,,0,Matches
Michał Kaput,pl POL,"MF,DF",Piast Gliwice,23,1998,3.8,1,0,0,,,,,,,,,0,Matches
Jesper Karlström,se SWE,MF,Lech Poznań,26,1995,27.9,5,0,0,,,,,,,,,0,Matches
Meik Karwot,de GER,"MF,FW",Radomiak Radom,28,1993,8.6,3,0,0,,,,,,,,,0,Matches
Arkadiusz Kasparkiewicz,pl POL,"MF,DF",Stal Mielec,26,1994,11.8,8,1,1,,,,,,,,,0,Matches
Lirim Kastrati,xk KVX,"MF,FW",Legia Warsaw,22,1999,5.3,1,0,0,,,,,,,,,0,Matches
Alexandros Katranis,gr GRE,"DF,MF",Piast Gliwice,23,1998,15.3,1,0,0,,,,,,,,,0,Matches
Jakub Kałuziński,pl POL,"MF,FW",Lechia Gdańsk,18,2002,11.0,2,0,0,,,,,,,,,0,Matches
Tomasz Kędziora,pl POL,DF,Lech Poznań,27,1994,3.7,0,0,0,,,,,,,,,0,Matches

Ihor Kharatin,ua UKR,"MF,DF",Legia Warsaw,26,1995,5.6,4,1,0,,,,,,,,,0,Matches
Bartosz Kieliba,pl POL,DF,Warta Poznań,30,1990,3.5,0,0,0,,,,,,,,,0,Matches
Paweł Kieszek,pl POL,GK,Wisła Kraków,37,1984,14.0,2,0,0,,,,,,,,,0,Matches
Jakub Kiełb,pl POL,"MF,DF",Warta Poznań,28,1993,19.9,6,1,1,,,,,,,,,0,Matches
Jakub Kisiel,pl POL,MF,Legia Warsaw,18,2003,1.0,0,0,0,,,,,,,,,0,Matches
Jan Kliment,cz CZE,"FW,MF",Wisła Kraków,27,1993,14.9,3,0,0,,,,,,,,,0,Matches
Karol Knap,,MF,Cracovia,19,2001,7.6,2,0,0,,,,,,,,,0,Matches
Karol Knap,pl POL,MF,Cracovia,19,2001,5.3,1,0,0,,,,,,,,,0,Matches
Mateusz Kochalski,pl POL,GK,Radomiak Radom,21,2000,1.0,1,0,0,,,,,,,,,0,Matches
Vladyslav Kocherhin,ua UKR,FW,RKS Raków,25,1996,0.6,0,0,0,,,,,,,,,0,Matches
Dawid Kocyła,pl POL,"FW,MF",Bruk-Bet Termalica Nieciecza,19,2002,7.4,2,0,0,,,,,,,,,0,Matches
Dawid Kocyła,pl POL,"MF,FW",Wisła Płock,19,2002,6.7,2,0,0,,,,,,,,,1,Matches
Marko Kolar,hr CRO,"FW,MF",Wisła Płock,26,1995,13.1,3,0,0,,,,,,,,,0,Matches
Aleksandar Kolev,bg BUL,FW,Stal Mielec,28,1992,3.1,1,0,0,,,,,,,,,0,Matches
Martin Konczkowski,pl POL,"DF,MF",Piast Gliwice,27,1993,28.2,1,0,0,,,,,,,,,0,Matches
Yevhen Konoplyanka,ua UKR,"MF,FW",Cracovia,31,1989,5.9,1,0,0,,,,,,,,,0,Matches
Bartosz Kopacz,pl POL,DF,Zagłębie Lubin,29,1992,15.0,2,0,0,,,,,,,,,1,Matches
Bartosz Kopacz,pl POL,DF,Lechia Gdańsk,29,1992,9.8,0,0,0,,,,,,,,,0,Matches
Michał Kopczyński,pl POL,MF,Warta Poznań,29,1992,18.0,3,0,0,,,,,,,,,0,Matches
Filip Koperski,pl POL,DF,Lechia Gdańsk,17,2004,3.6,1,0,0,,,,,,,,,0,Matches
Dawid Kort,pl POL,MF,Stal Mielec,26,1995,4.2,2,0,0,,,,,,,,,0,Matches
Kamil Kościelny,pl POL,DF,Stal Mielec,29,1991,1.7,2,0,0,,,,,,,,,0,Matches
Tihomir Kostadinov,mk MKD,MF,Piast Gliwice,25,1996,2.9,1,0,0,,,,,,,,,0,Matches
Kacper Kostorz,pl POL,FW,Pogoń Szczecin,21,1999,0.5,0,0,0,,,,,,,,,0,Matches
Kacper Kostorz,pl POL,FW,Legia Warsaw,21,1999,0.6,0,0,0,,,,,,,,,0,Matches

Adrian Kostrzewski,pl POL,GK,Górnik Łęczna,22,1998,2.0,0,0,0,,,,,,,,,0,Matches
Vladen Kovačević,ba BIH,GK,RKS Raków,23,1998,27.0,1,0,0,,,,,,,,,0,Matches
Sebastian Kowalczyk,pl POL,MF,Pogoń Szczecin,22,1998,22.0,4,0,0,,,,,,,,,0,Matches
Dawid Kownacki,pl POL,"MF,FW",Lech Poznań,24,1997,8.2,4,0,0,,,,,,,,,0,Matches
Miłosz Kozak,pl POL,"MF,FW",Radomiak Radom,24,1997,6.3,0,0,0,,,,,,,,,0,Matches
Antoni Kozubal,pl POL,MF,Lech Poznań,16,2004,0.2,0,0,0,,,,,,,,,0,Matches
Kacper Kozłowski,pl POL,MF,Pogoń Szczecin,17,2003,10.1,2,0,0,,,,,,,,,0,Matches
Piotr Krawczyk,pl POL,"FW,MF",Górnik Zabrze,26,1994,19.9,0,0,0,,,,,,,,,1,Matches
Anton Krivotsyuk,az AZE,DF,Wisła Płock,22,1998,15.0,8,0,0,,,,,,,,,0,Matches
Michał Król,pl POL,DF,Górnik Łęczna,21,2000,0.1,0,0,0,,,,,,,,,0,Matches
Kamil Kruk,pl POL,DF,Zagłębie Lubin,21,2000,13.0,4,0,0,,,,,,,,,0,Matches
