Player,Nation,Position,Squad,Age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals Against,Goals Against/90,Shots on Target Against,Saves,Save Percentage,Wins,Draws,Losses,Clean Sheets,Clean Sheet Percentage,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Save% (Penalty Kicks),Matches
Christos Mandas,gr GRE,GK,OFI Crete,20,2001,26,26,"2,340",26.0,,,,,,8,10,8,8,30.8,3,2,1,0,33.3,Matches
Marko Marić,hr CRO,GK,Atromitos,26,1996,2,1,155,1.7,,,,,,1,0,0,1,100.0,0,0,0,0,,Matches
Matej Marković,ba BIH,GK,Levadiakos,26,1996,14,14,"1,260",14.0,,,,,,1,5,8,2,14.3,1,1,0,0,0.0,Matches
Nikos Papadopoulos,gr GRE,GK,Asteras Tripoli,32,1990,26,26,"2,340",26.0,,,,,,5,13,8,10,38.5,4,4,0,0,0.0,Matches
Alexandros Paschalakis,gr GRE,GK,Olympiacos,33,1989,24,24,"2,160",24.0,,,,,,14,7,3,13,54.2,2,2,0,0,0.0,Matches
Jérôme Prior,fr FRA,GK,PAS Giannina,26,1995,3,3,231,2.6,,,,,,0,2,1,0,0.0,0,0,0,0,,Matches

Bojan Šaranov,rs SRB,GK,PAS Lamia,34,1987,20,19,"1,764",19.6,,,,,,1,9,9,5,26.3,1,1,0,0,0.0,Matches
Marios Siampanis,gr GRE,GK,Aris,22,1999,5,5,450,5.0,,,,,,1,2,2,0,0.0,1,1,0,0,0.0,Matches
Vasilis Soulis,gr GRE,GK,PAS Giannina,27,1994,9,8,696,7.7,,,,,,1,3,4,1,12.5,0,0,0,0,,Matches
Cican Stankovic,at AUT,GK,AEK Athens,29,1992,6,6,540,6.0,,,,,,4,0,2,3,50.0,3,2,0,1,0.0,Matches
Antonis Stergiakis,gr GRE,GK,Panetolikos,23,1999,5,5,450,5.0,,,,,,1,2,2,1,20.0,1,0,1,0,100.0,Matches
Sonny Stevens,nl NED,GK,OFI Crete,30,1992,6,6,540,6.0,,,,,,1,1,4,1,16.7,1,0,0,1,,Matches
Stefan Stojanović,rs SRB,GK,Levadiakos,25,1997,8,8,720,8.0,,,,,,1,2,5,3,37.5,2,1,0,1,0.0,Matches
Antonis Tsiftsis,gr GRE,GK,Asteras Tripoli,23,1999,7,7,630,7.0,,,,,,0,3,4,1,14.3,0,0,0,0,,Matches
Panagiotis Tsintotas,gr GRE,GK,PAS Giannina,29,1993,15,15,"1,308",14.5,,,,,,4,6,5,3,20.0,1,1,0,0,0.0,Matches
Kostas Tzolakis,gr GRE,GK,Olympiacos,19,2002,7,7,630,7.0,,,,,,5,1,1,5,71.4,0,0,0,0,,Matches
Tomáš Vaclík,cz CZE,GK,Olympiacos,33,1989,5,5,450,5.0,,,,,,2,2,1,2,40.0,0,0,0,0,,Matches
Živko Živković,rs SRB,GK,PAOK,33,1989,2,2,180,2.0,,,,,,0,2,0,1,50.0,0,0,0,0,,Matches
