Player,Nation,Position,Squad,Age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,npxG + xAG/90,Matches
Mame Baba Thiam,sn SEN,"MF,FW",Pendikspor,30,1992,17,17,"1,503",16.7,6,5,11,5,1,2,2,0,0.36,0.30,0.66,0.30,0.60,Matches
Volkan Babacan,tr TUR,GK,Başakşehir,34,1988,23,23,"2,070",23.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Aliou Badji,sn SEN,FW,Gaziantep FK,25,1997,14,2,335,3.7,1,0,1,1,0,0,2,0,0.27,0.00,0.27,0.27,0.27,Matches
Yunus Bahadir,be BEL,DF,Alanyaspor,20,2002,1,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Stéphane Bahoken,cm CMR,FW,Kayserispor,31,1992,23,6,759,8.4,3,0,3,3,0,1,1,0,0.36,0.00,0.36,0.36,0.36,Matches
Eric Bailly,ci CIV,DF,Beşiktaş,29,1994,5,5,334,3.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Riad Bajić,ba BIH,FW,Ankaragücü,29,1994,24,8,815,9.1,4,0,4,4,0,1,0,0,0.44,0.00,0.44,0.44,0.44,Matches
Cédric Bakambu,cd COD,FW,Galatasaray,32,1991,10,1,193,2.1,1,0,1,1,0,0,1,0,0.47,0.00,0.47,0.47,0.47,Matches
Anastasios Bakasetas,gr GRE,MF,Trabzonspor,30,1993,18,14,"1,413",15.7,4,2,6,3,1,1,3,0,0.25,0.13,0.38,0.19,0.32,Matches
Bünyamin Balcı,tr TUR,DF,Antalyaspor,23,2000,23,22,"1,858",20.6,1,3,4,1,0,0,3,0,0.05,0.15,0.19,0.05,0.19,Matches
Jure Balkovec,si SVN,DF,Alanyaspor,28,1994,28,23,"2,125",23.6,3,0,3,3,0,0,7,0,0.13,0.00,0.13,0.13,0.13,Matches
Mario Balotelli,it ITA,FW,Adana Demirspor,32,1990,16,10,933,10.4,7,1,8,6,1,1,7,1,0.68,0.10,0.77,0.58,0.68,Matches
Rayyan Baniya,,DF,Fatih Karagümrük,24,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Rayyan Baniya,,DF,Trabzonspor,24,1999,22,21,"1,794",19.9,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
Yusuf Barasi,tr TUR,"FW,MF",Adana Demirspor,20,2003,28,6,875,9.7,4,2,6,4,0,0,1,1,0.41,0.21,0.62,0.41,0.62,Matches
Abdülkerim Bardakcı,tr TUR,DF,Galatasaray,28,1994,27,25,"2,213",24.6,4,0,4,4,0,0,4,0,0.16,0.00,0.16,0.16,0.16,Matches
Enis Bardhi,mk MKD,MF,Trabzonspor,28,1995,35,26,"2,359",26.2,7,4,11,7,0,0,3,0,0.27,0.15,0.42,0.27,0.42,Matches
Efecan Barlık,,MF,Başakşehir,20,2003,2,0,10,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Modou Barrow,gm GAM,"MF,FW",Sivasspor,30,1992,16,11,977,10.9,1,0,1,1,0,0,0,0,0.09,0.00,0.09,0.09,0.09,Matches
Emrah Başsan,tr TUR,"MF,FW",Sivasspor,31,1992,25,18,"1,483",16.5,0,3,3,0,0,0,2,0,0.00,0.18,0.18,0.00,0.18,Matches
Christian Bassogog,cm CMR,MF,Ankaragücü,27,1995,13,12,911,10.1,2,0,2,2,0,0,2,0,0.20,0.00,0.20,0.20,0.20,Matches
Samuel Bastien,cd COD,MF,Kasımpaşa,26,1996,7,1,220,2.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Michy Batshuayi,be BEL,FW,Fenerbahçe,29,1993,27,4,790,8.8,12,1,13,8,4,5,4,0,1.37,0.11,1.48,0.91,1.03,Matches
Bilal Bayazit,nl NED,GK,Kayserispor,24,1999,35,35,"3,150",35.0,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
Altay Bayındır,tr TUR,GK,Fenerbahçe,25,1998,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches

Furkan Bayır,tr TUR,DF,Alanyaspor,23,2000,31,22,"2,015",22.4,0,0,0,0,0,0,9,1,0.00,0.00,0.00,0.00,0.00,Matches
Rodrigo Becão,br BRA,DF,Fenerbahçe,27,1996,16,15,"1,118",12.4,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
Visar Bekaj,xk KVX,GK,Hatayspor,26,1997,4,3,312,3.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
Burak Bekaroğlu,,DF,Hatayspor,26,1997,15,12,"1,118",12.4,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
Efkan Bekiroglu,,MF,Ankaragücü,27,1995,30,27,"2,126",23.6,9,4,13,9,0,0,2,1,0.38,0.17,0.55,0.38,0.55,Matches
