Player,Nation,Position,Squad,Age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals Against,Goals Against/90,Shots on Target Against,Saves,Save Percentage,Wins,Draws,Losses,Clean Sheets,Clean Sheet Percentage,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Save% (Penalty Kicks),Matches
Strahinja Manojlović,ba BIH,GK,Javor Ivanjica,20,2002,35,35,"3,040",33.8,,,,,,11,7,17,8,22.9,6,5,1,0,16.7,Matches
Bogdan Matijašević,rs SRB,GK,Mladost Lučani,19,2004,1,0,19,0.2,,,,,,0,0,0,0,,0,0,0,0,,Matches
Milan Mijatović,me MNE,GK,FK Železničar Pančevo,36,1987,18,18,"1,620",18.0,,,,,,5,6,7,1,5.6,4,4,0,0,0.0,Matches
Nikola Mirković,rs SRB,GK,Novi Pazar,32,1991,35,35,"3,150",35.0,,,,,,13,6,16,10,28.6,9,7,1,1,12.5,Matches
Miloš Mladenović,rs SRB,GK,Radnički Kragujevac,21,2001,6,6,540,6.0,,,,,,3,0,3,1,16.7,0,0,0,0,,Matches
Filip Pajović,rs SRB,GK,Radnički Kragujevac,30,1993,2,2,180,2.0,,,,,,0,0,2,0,0.0,0,0,0,0,,Matches

Filip Pajović,rs SRB,GK,Novi Pazar,30,1993,2,2,180,2.0,,,,,,1,0,1,0,0.0,1,1,0,0,0.0,Matches
Nikola Popović,rs SRB,GK,Javor Ivanjica,17,2006,1,0,32,0.4,,,,,,0,0,0,0,,0,0,0,0,,Matches
Zoran Popović,rs SRB,GK,Red Star,35,1988,3,2,225,2.5,,,,,,2,0,0,0,0.0,0,0,0,0,,Matches
Lazar Raičević,rs SRB,GK,Javor Ivanjica,25,1998,3,2,253,2.8,,,,,,0,0,2,0,0.0,1,1,0,0,0.0,Matches
Stefan Ranđelović,rs SRB,GK,Radnik Surdulica,24,1999,32,32,"2,808",31.2,,,,,,3,9,20,8,25.0,6,6,0,0,0.0,Matches
Dragan Rosić,rs SRB,GK,Vojvodina,26,1996,4,4,360,4.0,,,,,,0,3,1,1,25.0,1,1,0,0,0.0,Matches
Dragan Rosić,rs SRB,GK,Radnički Niš,26,1996,17,17,"1,530",17.0,,,,,,4,5,8,2,11.8,2,2,0,0,0.0,Matches
Željko Samčović,rs SRB,GK,Mladost Lučani,20,2002,2,2,124,1.4,,,,,,0,0,2,0,0.0,0,0,0,0,,Matches
Filip Samurović,rs SRB,GK,Čukarički,20,2002,11,11,990,11.0,,,,,,5,3,3,3,27.3,1,1,0,0,0.0,Matches
Vladimir Savić,rs SRB,GK,Napredak Kruš,27,1996,27,27,"2,414",26.8,,,,,,10,6,11,5,18.5,4,4,0,0,0.0,Matches
Nikola Simić,rs SRB,"GK,MF",TSC Bačka Top,26,1996,6,5,477,5.3,,,,,,1,3,1,1,20.0,0,0,0,0,,Matches
Saša Stamenković,rs SRB,GK,Mladost Lučani,38,1985,36,35,"3,187",35.4,,,,,,13,7,15,13,37.1,5,4,1,0,20.0,Matches
Aleksandar Stanković,rs SRB,GK,FK Železničar Pančevo,25,1998,2,2,180,2.0,,,,,,0,0,2,0,0.0,0,0,0,0,,Matches
Dimitrije Stevanović,rs SRB,GK,Radnički Niš,18,2004,15,15,"1,350",15.0,,,,,,5,3,7,2,13.3,2,1,1,0,50.0,Matches
Nemanja Stevanović,rs SRB,GK,Partizan,31,1992,1,1,90,1.0,,,,,,0,1,0,0,0.0,2,1,1,0,50.0,Matches
Nikola Vasiljević,ba BIH,"DF,GK",Radnički Niš,27,1996,5,5,450,5.0,,,,,,2,0,3,2,40.0,0,0,0,0,,Matches
Vuk Vukadinovic,rs SRB,GK,Radnik Surdulica,21,2002,6,5,522,5.8,,,,,,0,0,5,0,0.0,0,0,0,0,,Matches
Goran Vukliš,ba BIH,GK,FK IMT Novi Beograd,33,1989,4,4,287,3.2,,,,,,2,0,2,1,25.0,0,0,0,0,,Matches
Bojan Vukmirovic,rs SRB,GK,FK IMT Novi Beograd,23,2000,1,1,90,1.0,,,,,,0,0,1,0,0.0,0,0,0,0,,Matches
Aleksandar Vulić,rs SRB,GK,Spartak Subotic,22,2001,28,27,"2,446",27.2,,,,,,9,7,11,10,37.0,2,1,0,1,0.0,Matches
Mladen Živković,rs SRB,GK,FK Železničar Pančevo,33,1989,15,14,"1,305",14.5,,,,,,4,3,7,2,14.3,1,0,1,0,100.0,Matches
