Player,Nation,Position,Squad,Age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,npxG + xAG/90,Matches
Daniel Genov,bg BUL,MF,Beroe,32,1989,25,14,"1,205",13.4,1,0,1,1,0,0,1,0,0.07,0.00,0.07,0.07,0.07,Matches

Aleksandar Georgiev,bg BUL,MF,Arda,23,1997,25,15,"1,255",13.9,1,0,1,1,0,0,2,0,0.07,0.00,0.07,0.07,0.07,Matches
Antonio Georgiev,bg BUL,DF,Botev Vratsa,23,1997,25,20,"1,825",20.3,2,0,2,2,0,0,8,1,0.10,0.00,0.10,0.10,0.10,Matches
Dilyan Georgiev,bg BUL,DF,Tsarsko Selo,19,2002,3,0,34,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Georgi Georgiev,bg BUL,GK,Cherno More,32,1988,9,9,803,8.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Hristo Georgiev,bg BUL,GK,Botev Vratsa,27,1994,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Kalin Georgiev,bg BUL,MF,Cherno More,20,2001,4,0,37,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Martin Georgiev,bg BUL,DF,Slavia Sofia,15,2005,6,2,184,2.0,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches
Pavel Georgiev,bg BUL,MF,Cherno More,19,2001,7,0,76,0.8,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
Spas Georgiev,bg BUL,MF,Pirin Blagoevgrad,29,1992,22,15,"1,322",14.7,1,0,1,1,0,0,7,1,0.07,0.00,0.07,0.07,0.07,Matches
Teodor Georgiev,bg BUL,MF,Botev Vratsa,17,2004,7,2,283,3.1,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
Yanko Georgiev,bg BUL,GK,Pirin Blagoevgrad,32,1988,11,11,990,11.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Yanko Georgiev,bg BUL,GK,Tsarsko Selo,32,1988,19,19,"1,697",18.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Vladimir Gogov,bg BUL,MF,CSKA 1948,24,1997,4,2,213,2.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
José Gomes,pt POR,"DF,FW",Cherno More,22,1999,16,6,612,6.8,1,0,1,1,0,0,4,1,0.15,0.00,0.15,0.15,0.15,Matches
Christian Gomis,fr FRA,DF,Loko Plovdiv,22,1998,28,25,"2,311",25.7,0,0,0,0,0,0,9,0,0.00,0.00,0.00,0.00,0.00,Matches
Claude Gonçalves,pt POR,MF,Ludogorets,27,1994,27,21,"1,929",21.4,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches
Nikolay Goranchev,,MF,Arda,,,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Ivan Goranov,bg BUL,"DF,MF",Levski Sofia,29,1992,20,18,"1,619",18.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
