Player,Nation,Position,Squad,Age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals Against,Goals Against/90,Shots on Target Against,Saves,Save Percentage,Wins,Draws,Losses,Clean Sheets,Clean Sheet Percentage,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Save% (Penalty Kicks),Matches
Abdulsamed Damlu,tr TUR,GK,Yeni Mal'spor,22,1999,9,8,710,7.9,22,2.79,67,45,67.2,1,0,7,2,25.0,0,0,0,0,,Matches
Ersin Destanoğlu,tr TUR,GK,Beşiktaş,20,2001,32,31,"2,791",31.0,35,1.13,92,63,66.3,13,12,6,9,29.0,6,4,2,0,33.3,Matches
Erten Ersu,tr TUR,GK,Konyaspor,27,1994,1,1,90,1.0,0,0.00,3,3,100.0,1,0,0,1,100.0,0,0,0,0,,Matches
Osman Ertuğrul Çetin,tr TUR,GK,Fenerbahçe,18,2003,2,1,96,1.1,1,0.94,1,0,0.0,1,0,0,0,0.0,0,0,0,0,,Matches
Ahmet Eyüp Türkaslan,,GK,Yeni Mal'spor,26,1994,2,1,135,1.5,5,3.33,10,5,50.0,0,0,1,0,0.0,0,0,0,0,,Matches
Diogo Fesnard Sousa,pt POR,GK,Antalyaspor,22,1998,1,1,90,1.0,0,0.00,3,3,100.0,1,0,0,1,100.0,0,0,0,0,,Matches
Cenk Gönen,tr TUR,GK,Kayserispor,33,1988,2,2,180,2.0,2,1.00,7,5,71.4,1,0,1,1,50.0,0,0,0,0,,Matches
Zafer Görgen,,GK,Rizespor,21,2000,2,2,180,2.0,5,2.50,14,9,64.3,0,0,2,0,0.0,0,0,0,0,,Matches

Mert Günok,tr TUR,GK,Beşiktaş,32,1989,4,4,359,4.0,11,2.76,21,11,52.4,1,0,3,0,0.0,1,1,0,0,0.0,Matches
Günay Güvenç,,GK,Gaziantep FK,30,1991,35,35,"3,099",34.4,50,1.45,145,102,69.0,11,9,15,9,25.7,8,5,2,1,28.6,Matches
Ferhat Kaplan,tr TUR,GK,Adana Demirspor,32,1989,7,6,552,6.1,9,1.47,25,16,64.0,3,2,1,1,16.7,0,0,0,0,,Matches
Yusuf Karagöz,tr TUR,GK,Alanyaspor,21,1999,3,3,270,3.0,3,1.00,9,7,77.8,2,0,1,0,0.0,1,1,0,0,0.0,Matches
Vedat Karakuş,tr TUR,GK,Adana Demirspor,23,1998,1,1,90,1.0,0,0.00,1,1,100.0,1,0,0,1,100.0,0,0,0,0,,Matches
Erce Kardeşler,tr TUR,GK,Trabzonspor,27,1994,2,1,102,1.1,3,2.65,3,3,100.0,0,0,1,1,100.0,3,3,0,0,0.0,Matches
Ekrem Kılıçarslan,,GK,Gaziantep FK,23,1997,1,0,42,0.5,0,0.00,3,3,100.0,0,0,0,1,,0,0,0,0,,Matches
Serkan Kırıntılı,tr TUR,GK,Alanyaspor,36,1985,19,19,"1,710",19.0,28,1.47,91,64,70.3,10,3,6,6,31.6,1,1,0,0,0.0,Matches
Okan Kocuk,tr TUR,GK,Giresunspor,26,1995,32,32,"2,880",32.0,38,1.19,119,89,71.4,12,6,14,9,28.1,8,4,4,0,50.0,Matches
Mateusz Lis,pl POL,GK,Altay,24,1997,35,35,"3,150",35.0,50,1.43,166,124,74.1,9,6,20,7,20.0,9,7,2,0,22.2,Matches
Silviu Lung Jr.,ro ROU,GK,Kayserispor,32,1989,30,30,"2,700",30.0,46,1.53,140,98,70.0,10,10,10,8,26.7,5,4,0,1,0.0,Matches
Munir,ma MAR,GK,Hatayspor,32,1989,34,34,"3,060",34.0,49,1.44,151,112,72.8,14,7,13,8,23.5,10,8,2,0,20.0,Matches
Arijanet Muric,xk KVX,GK,Adana Demirspor,22,1998,31,31,"2,778",30.9,38,1.23,152,120,78.9,11,8,12,8,25.8,7,6,1,0,14.3,Matches
Fernando Muslera,uy URU,GK,Galatasaray,35,1986,25,25,"2,242",24.9,31,1.24,105,78,73.3,10,7,8,8,32.0,5,3,1,1,25.0,Matches
Ertaç Özbir,tr TUR,GK,Yeni Mal'spor,31,1989,29,29,"2,561",28.5,44,1.55,137,100,72.3,4,5,20,6,20.7,7,6,1,0,14.3,Matches
Arda Özçimen,tr TUR,GK,Göztepe,19,2002,4,4,360,4.0,13,3.25,25,12,48.0,0,1,3,0,0.0,1,0,0,1,,Matches
Berke Özer,tr TUR,GK,Fenerbahçe,21,2000,14,13,"1,183",13.1,17,1.29,48,32,66.7,3,6,4,2,15.4,1,1,0,0,0.0,Matches
Fatih Öztürk,tr TUR,GK,Galatasaray,34,1986,1,1,90,1.0,2,2.00,5,3,60.0,0,0,1,0,0.0,0,0,0,0,,Matches
Iñaki Peña ,es ESP,GK,Galatasaray,22,1999,6,6,540,6.0,9,1.50,22,15,68.2,3,2,1,0,0.0,2,2,0,0,0.0,Matches
Onurcan Piri,tr TUR,GK,Giresunspor,26,1994,6,6,502,5.6,6,1.08,17,10,64.7,0,3,3,1,16.7,0,0,0,0,,Matches
Kenan Pirić,ba BIH,GK,Göztepe,27,1994,4,4,360,4.0,14,3.50,20,7,35.0,0,0,4,0,0.0,1,1,0,0,0.0,Matches
Ali Şaşal Vural,tr TUR,GK,Sivasspor,31,1990,25,25,"2,250",25.0,33,1.32,85,57,67.1,9,8,8,5,20.0,5,5,0,0,0.0,Matches
Emre Satılmış,,GK,Sivasspor,24,1996,1,1,90,1.0,1,1.00,2,1,50.0,1,0,0,0,0.0,0,0,0,0,,Matches
Ibrahim Šehić,ba BIH,GK,Konyaspor,32,1988,37,37,"3,330",37.0,45,1.22,162,123,75.9,19,8,10,12,32.4,6,6,0,0,0.0,Matches
Muhammed Şengezer,tr TUR,GK,Başakşehir,24,1997,7,7,630,7.0,5,0.71,20,15,75.0,3,3,1,3,42.9,0,0,0,0,,Matches

Ertuğrul Taşkıran,tr TUR,GK,Kasımpaşa,31,1989,27,27,"2,361",26.2,36,1.37,100,66,66.0,13,5,9,7,25.9,2,2,0,0,0.0,Matches
Harun Tekin,tr TUR,GK,Kasımpaşa,32,1989,9,8,789,8.8,14,1.60,41,28,68.3,0,3,5,2,25.0,1,1,0,0,0.0,Matches
Cihan Topaloğlu,tr TUR,GK,Altay,29,1992,3,3,270,3.0,7,2.33,11,5,45.5,0,1,2,0,0.0,1,1,0,0,0.0,Matches
Emiliano Viviano,it ITA,GK,Fatih Karagümrük,35,1985,38,38,"3,420",38.0,52,1.37,174,130,74.1,16,9,13,11,28.9,9,7,2,0,22.2,Matches
Abdullah Yiğiter,,GK,Hatayspor,21,2000,4,4,360,4.0,11,2.75,22,12,50.0,1,1,2,1,25.0,1,0,1,0,100.0,Matches
Muammer Yıldırım,tr TUR,GK,Sivasspor,30,1990,12,12,"1,080",12.0,16,1.33,51,37,72.5,4,4,4,3,25.0,2,2,0,0,0.0,Matches
