Player,Nation,Position,Squad,Age,Year of birth,90s Played,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),Assists,xAG: Exp. Assisted Goals,xA: Expected Assists,Assists - xAG,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Matches
Sebastián Pérez Cardona,co COL,MF,Boavista,29,1993,27.3,1397,1601,87.3,27454,7729,497,537,92.6,650,707,91.9,213,288,74.0,0,0.9,1.0,-0.9,17,110,13,0,146,Matches
Kevin Pina,cv CPV,MF,Chaves,24,1997,4.1,112,132,84.8,2183,823,36,41,87.8,57,62,91.9,16,22,72.7,2,0.6,0.4,+1.4,7,12,3,0,15,Matches
Rodrigo Pinho,br BRA,FW,Benfica,31,1991,0.5,9,11,81.8,98,23,4,5,80.0,3,4,75.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,2,Matches
Dinis Pinto,pt POR,DF,Braga,21,2000,0.1,4,5,80.0,65,49,2,2,100.0,2,2,100.0,0,1,0.0,0,0.1,0.1,-0.1,1,0,1,0,1,Matches
Diogo Pinto,pt POR,"FW,MF",Casa Pia,23,1999,5.1,104,140,74.3,1468,312,70,76,92.1,27,38,71.1,6,15,40.0,2,0.4,0.6,+1.6,7,12,2,0,15,Matches
Gonçalo Pinto,pt POR,GK,Chaves,22,2000,0.0,1,4,25.0,58,58,0,0,,0,0,,1,4,25.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Rui Pires,pt POR,MF,Paços,24,1998,26.8,1002,1163,86.2,19399,6078,362,415,87.2,498,542,91.9,129,170,75.9,0,0.7,0.9,-0.7,15,82,7,1,101,Matches
Pizzi,pt POR,"MF,FW",Braga,32,1989,5.4,287,339,84.7,4653,1327,143,155,92.3,104,116,89.7,25,42,59.5,1,0.9,1.3,+0.1,12,22,11,0,35,Matches
Carlos Ponck,cv CPV,DF,Chaves,27,1995,20.0,804,920,87.4,16163,6147,227,257,88.3,487,520,93.7,83,123,67.5,0,0.0,0.2,0.0,1,40,1,0,58,Matches
Pedro Porro,es ESP,"DF,MF",Sporting CP,22,1999,11.9,520,744,69.9,9629,3025,217,255,85.1,233,304,76.6,60,137,43.8,6,4.8,4.0,+1.2,34,32,31,14,41,Matches
Samuel Portugal,br BRA,GK,Portimonense,28,1994,4.0,91,138,65.9,2814,2130,12,12,100.0,46,47,97.9,33,79,41.8,0,0.0,0.0,0.0,0,2,0,0,0,Matches
Quaresma,br BRA,DF,Arouca,25,1996,30.4,1239,1676,73.9,22309,9534,573,644,89.0,519,669,77.6,132,270,48.9,1,1.7,1.7,-0.7,20,91,26,12,96,Matches
Diogo Queirós,pt POR,FW,Famalicão,23,1999,0.1,0,2,0.0,0,0,0,1,0.0,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
João Queirós,pt POR,DF,Chaves,24,1998,2.9,75,90,83.3,1624,717,17,21,81.0,44,49,89.8,11,17,64.7,0,0.0,0.0,0.0,0,4,0,0,6,Matches

Xavi Quintillà,es ESP,DF,Santa Clara,25,1996,8.0,285,423,67.4,4625,2178,157,181,86.7,87,132,65.9,29,76,38.2,1,0.6,0.8,+0.4,12,30,7,3,36,Matches
Uroš Račić,rs SRB,MF,Braga,24,1998,12.4,511,622,82.2,9732,2289,209,247,84.6,210,232,90.5,80,111,72.1,0,0.3,0.7,-0.3,8,74,3,1,75,Matches
Rafa,pt POR,GK,Vitória,18,2003,2.0,36,55,65.5,1030,762,6,6,100.0,18,18,100.0,12,30,40.0,1,0.0,0.0,+1.0,1,0,0,0,0,Matches
Jesús Ramírez,ve VEN,"FW,MF",Marítimo,24,1998,6.5,81,113,71.7,1113,176,50,61,82.0,22,25,88.0,3,5,60.0,0,0.1,0.3,-0.1,3,4,2,0,7,Matches
Cláudio Ramos,pt POR,GK,Porto,30,1991,1.0,23,23,100.0,546,404,4,4,100.0,13,13,100.0,6,6,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Flávio Ramos,br BRA,DF,Paços,28,1994,8.3,295,348,84.8,6261,2755,87,98,88.8,163,179,91.1,45,68,66.2,0,0.1,0.0,-0.1,1,6,0,0,11,Matches
Gonçalo Ramos,pt POR,FW,Benfica,21,2001,25.4,324,454,71.4,3968,782,203,272,74.6,83,104,79.8,9,12,75.0,2,2.4,3.5,-0.4,17,10,9,0,31,Matches
Osama Rashid,iq IRQ,"MF,FW",Vizela,30,1992,4.2,162,213,76.1,2869,1060,74,84,88.1,64,76,84.2,21,43,48.8,0,0.9,0.5,-0.9,7,24,1,0,22,Matches
Bruno Reis,pt POR,"MF,DF",Portimonense,23,1999,0.8,28,42,66.7,373,145,17,21,81.0,8,13,61.5,1,4,25.0,0,0.0,0.0,0.0,0,2,1,1,2,Matches
Matheus Reis,br BRA,DF,Sporting CP,27,1995,25.4,2044,2297,89.0,34687,10555,906,963,94.1,998,1072,93.1,124,207,59.9,0,1.1,2.4,-1.1,14,218,24,5,207,Matches
Miguel Reisinho,pt POR,"DF,MF",Boavista,23,1999,0.2,11,15,73.3,169,27,6,8,75.0,4,4,100.0,1,2,50.0,0,0.0,0.0,0.0,1,0,0,0,1,Matches
Filipe Relvas,pt POR,DF,Portimonense,22,1999,31.9,1471,1805,81.5,30767,11786,443,515,86.0,783,891,87.9,226,340,66.5,1,0.8,1.7,+0.2,13,110,14,5,110,Matches
Brayan Riascos,co COL,"FW,MF",Marítimo,27,1994,9.7,131,203,64.5,2075,326,66,89,74.2,46,64,71.9,10,17,58.8,2,2.1,1.7,-0.1,18,5,8,2,10,Matches
Rodrigo Ribeiro,pt POR,FW,Sporting CP,17,2005,0.3,5,7,71.4,84,0,3,3,100.0,1,1,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Tiago Ribeiro,pt POR,MF,Paços,20,2002,2.0,69,83,83.1,1042,315,37,39,94.9,24,30,80.0,4,6,66.7,0,0.1,0.2,-0.1,2,7,4,0,9,Matches
Ricardinho,pt POR,"FW,MF",Santa Clara,23,1998,20.0,381,521,73.1,5599,1716,213,253,84.2,127,173,73.4,24,46,52.2,3,2.3,1.8,+0.7,21,34,22,1,61,Matches
Riccieli,br BRA,DF,Famalicão,23,1998,28.7,1151,1300,88.5,24648,7499,261,295,88.5,745,790,94.3,139,198,70.2,0,0.7,0.6,-0.7,5,27,2,0,45,Matches
Rildo,br BRA,"FW,MF",Santa Clara,22,2000,9.1,102,159,64.2,1548,484,60,82,73.2,32,46,69.6,6,15,40.0,1,0.5,0.6,+0.5,6,12,5,1,24,Matches
Mihailo Ristić,rs SRB,DF,Benfica,26,1995,1.3,108,127,85.0,1684,400,56,61,91.8,41,45,91.1,6,14,42.9,1,0.6,0.5,+0.4,3,3,3,2,4,Matches
Robson,br BRA,DF,Boavista,22,2000,1.4,65,71,91.5,1285,428,18,19,94.7,39,42,92.9,8,8,100.0,0,0.2,0.0,-0.2,1,2,0,0,3,Matches
Bryan Róchez,hn HON,"FW,MF",Portimonense,27,1995,9.9,115,185,62.2,1469,342,66,103,64.1,35,53,66.0,2,5,40.0,2,0.9,0.4,+1.1,10,9,3,0,15,Matches
Rochinha,pt POR,"FW,MF",Sporting CP,27,1995,4.8,140,178,78.7,2013,552,86,100,86.0,43,52,82.7,7,15,46.7,2,1.1,0.6,+0.9,7,16,12,3,26,Matches
Bruno Rodrigues,pt POR,DF,Braga,21,2001,1.0,48,56,85.7,974,299,13,13,100.0,29,32,90.6,5,7,71.4,0,0.0,0.0,0.0,0,1,0,0,0,Matches
Gonçalo Rodrigues,pt POR,MF,Rio Ave,25,1997,32.2,1276,1544,82.6,24543,6372,513,566,90.6,562,652,86.2,183,270,67.8,2,3.9,4.3,-1.9,59,138,32,9,188,Matches
Ivo Rodrigues,pt POR,"MF,FW",Famalicão,27,1995,26.3,844,1124,75.1,14262,4760,444,503,88.3,263,357,73.7,104,184,56.5,7,3.8,3.9,+3.2,33,105,31,9,151,Matches

Diego Rosa,br BRA,"MF,FW",Vizela,19,2002,2.9,73,108,67.6,1352,609,34,37,91.9,26,36,72.2,9,28,32.1,0,0.3,0.2,-0.3,3,9,0,0,5,Matches
Loreintz Rosier,fr FRA,MF,Estoril,23,1998,11.5,388,478,81.2,7354,1864,147,182,80.8,191,222,86.0,42,57,73.7,1,0.2,0.6,+0.8,4,35,4,1,43,Matches
Mabrouk Rouai,fr FRA,"FW,MF",Estoril,21,2000,0.4,7,11,63.6,132,30,4,5,80.0,2,4,50.0,1,2,50.0,0,0.0,0.0,0.0,1,0,0,0,0,Matches
Abel Ruiz,es ESP,FW,Braga,22,2000,23.0,392,513,76.4,4876,648,258,301,85.7,77,106,72.6,18,27,66.7,6,3.2,2.8,+2.8,31,6,15,4,28,Matches
Alan Ruiz,ar ARG,MF,Arouca,28,1993,27.7,1044,1362,76.7,19389,5451,476,559,85.2,381,468,81.4,161,258,62.4,2,4.3,3.7,-2.3,39,126,29,3,174,Matches
Leonardo Ruíz,co COL,FW,Rio Ave,26,1996,10.3,202,257,78.6,2957,373,124,146,84.9,55,70,78.6,12,16,75.0,0,0.4,0.3,-0.4,8,12,2,0,18,Matches
Gustavo sá,pt POR,"MF,FW",Famalicão,17,2004,4.3,144,186,77.4,2702,667,50,65,76.9,72,84,85.7,18,23,78.3,0,0.1,0.1,-0.1,3,15,1,0,20,Matches
Helder Sá,pt POR,"DF,MF",Vitória,19,2002,8.9,358,484,74.0,5409,2091,207,242,85.5,117,153,76.5,25,56,44.6,0,1.4,1.0,-1.4,9,33,10,8,32,Matches
Josué Sá,pt POR,DF,Rio Ave,30,1992,15.0,712,830,85.8,14120,4923,248,264,93.9,383,415,92.3,79,137,57.7,1,0.4,0.4,+0.6,6,70,0,0,68,Matches
Pedro Sá,pt POR,MF,Portimonense,28,1993,8.2,266,348,76.4,4849,1328,103,125,82.4,119,138,86.2,34,60,56.7,1,0.4,0.4,+0.6,4,22,3,0,33,Matches
Tiago Sá,pt POR,GK,Braga,27,1995,1.9,47,55,85.5,1140,709,9,9,100.0,27,27,100.0,11,19,57.9,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Serdar Saatçı,tr TUR,DF,Braga,19,2003,2.4,119,141,84.4,2137,526,45,52,86.5,67,77,87.0,5,9,55.6,0,0.0,0.0,0.0,0,2,0,0,1,Matches
Safira,br BRA,FW,Vitória,27,1995,9.1,134,216,62.0,1504,268,99,137,72.3,24,51,47.1,3,4,75.0,1,0.5,0.6,+0.5,6,10,0,0,9,Matches
Pierre Sagna,sn SEN,DF,Santa Clara,31,1990,19.5,583,838,69.6,10852,4474,248,293,84.6,247,333,74.2,75,166,45.2,1,2.2,2.1,-1.2,21,46,15,10,60,Matches
Arthur Sales,br BRA,"FW,MF",Paços,20,2002,4.0,64,97,66.0,807,168,41,55,74.5,13,21,61.9,3,5,60.0,0,0.3,0.3,-0.3,5,2,1,1,4,Matches
Andreas Samaris,gr GRE,MF,Rio Ave,33,1989,15.6,675,813,83.0,12866,3547,261,300,87.0,304,338,89.9,95,135,70.4,1,0.5,1.4,+0.5,11,52,10,3,61,Matches
Samu,pt POR,MF,Vizela,26,1996,29.8,1115,1461,76.3,17318,6650,613,705,87.0,371,468,79.3,83,168,49.4,4,4.6,4.9,-0.6,39,154,39,5,187,Matches
Leandro Sanca,gw GNB,"FW,MF",Famalicão,22,2000,4.9,90,138,65.2,1358,357,48,57,84.2,31,48,64.6,7,15,46.7,0,1.3,0.6,-1.3,7,4,7,4,10,Matches
Elder Santana,br BRA,"MF,FW",Gil Vicente FC,29,1993,0.5,8,9,88.9,81,33,6,7,85.7,1,1,100.0,0,0,,1,0.6,0.5,+0.4,2,0,2,1,1,Matches
Aderlan Santos,br BRA,DF,Rio Ave,33,1989,31.3,1568,1798,87.2,31039,12403,451,495,91.1,940,985,95.4,159,276,57.6,0,0.2,0.5,-0.2,4,50,1,0,57,Matches
Luís Santos,pt POR,"FW,MF",Boavista,22,2000,3.2,80,116,69.0,1100,255,50,55,90.9,23,32,71.9,4,12,33.3,0,0.1,0.1,-0.1,2,3,2,1,7,Matches
Nuno Santos,pt POR,"DF,MF",Sporting CP,27,1995,25.2,1261,1605,78.6,22447,5396,622,695,89.5,485,593,81.8,141,229,61.6,5,7.5,5.4,-2.5,53,75,51,22,143,Matches
Pedro Santos,pt POR,"FW,MF",Braga,21,2000,0.1,6,11,54.5,125,24,3,3,100.0,2,4,50.0,1,3,33.3,0,0.1,0.0,-0.1,1,1,0,0,1,Matches
Rene Santos,br BRA,"DF,MF",Marítimo,30,1992,12.1,523,615,85.0,11519,4239,126,137,92.0,310,328,94.5,84,139,60.4,1,0.5,0.1,+0.5,6,31,0,0,31,Matches
Tiago Santos,pt POR,DF,Estoril,20,2002,26.9,927,1241,74.7,17512,5827,400,456,87.7,389,499,78.0,129,238,54.2,5,3.5,2.8,+1.5,25,72,17,13,71,Matches

Zaidu Sanusi,ng NGA,DF,Porto,25,1997,11.7,467,623,75.0,8252,3441,197,226,87.2,225,296,76.0,38,77,49.4,0,1.2,1.4,-1.2,12,22,14,6,52,Matches
Adewele Sapara,ng NGA,"FW,MF",Portimonense,27,1995,1.3,32,39,82.1,656,164,14,15,93.3,10,12,83.3,7,9,77.8,0,0.1,0.0,-0.1,2,2,1,1,3,Matches
Andrés Sarmiento,co COL,"FW,MF",Vizela,24,1998,0.4,3,7,42.9,18,0,2,3,66.7,0,1,0.0,0,1,0.0,0,0.0,0.0,0.0,1,0,0,0,0,Matches
Sidy Sarr,sn SEN,MF,Chaves,26,1996,1.3,27,40,67.5,586,218,7,11,63.6,12,15,80.0,7,9,77.8,0,0.0,0.1,0.0,0,3,1,0,8,Matches
Vincent Sasso,fr FRA,DF,Boavista,31,1991,21.9,889,1004,88.5,16383,6014,305,329,92.7,515,559,92.1,64,101,63.4,0,0.0,0.1,0.0,2,27,0,0,36,Matches
Savio,br BRA,DF,Rio Ave,27,1995,3.6,201,256,78.5,4090,1842,70,73,95.9,103,124,83.1,27,49,55.1,1,0.5,0.6,+0.5,6,18,4,1,26,Matches
Andreas Schjelderup,no NOR,FW,Benfica,18,2004,0.0,1,2,50.0,8,3,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Alexander Schmidt,at AUT,FW,Vizela,24,1998,3.6,43,76,56.6,634,183,28,42,66.7,12,20,60.0,3,6,50.0,0,0.7,0.2,-0.7,5,5,3,0,7,Matches
Moustapha Seck,sn SEN,"DF,FW",Portimonense,26,1996,24.9,610,963,63.3,10448,4431,287,356,80.6,246,361,68.1,61,163,37.4,1,2.6,2.6,-1.6,20,45,24,21,62,Matches
Alfa Semedo,gw GNB,MF,Vitória,24,1997,0.3,11,11,100.0,199,69,2,2,100.0,8,8,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,2,Matches
Nuno Sequeira,pt POR,DF,Braga,31,1990,22.9,1188,1588,74.8,20376,8341,559,625,89.4,468,611,76.6,121,240,50.4,2,2.2,2.8,-0.2,36,96,31,20,112,Matches
Serginho,,"FW,MF",Estoril,21,2001,1.5,44,64,68.8,770,185,20,24,83.3,18,25,72.0,4,7,57.1,0,0.0,0.0,0.0,0,5,0,0,7,Matches
Paulo Sérgio Mota,pt POR,"DF,MF",Marítimo,31,1991,8.0,257,366,70.2,4653,1858,105,124,84.7,121,160,75.6,25,61,41.0,1,1.9,1.1,-0.9,9,24,7,4,31,Matches
André Silva,br BRA,"FW,MF",Vitória,25,1997,19.4,359,535,67.1,5209,1155,208,264,78.8,103,138,74.6,26,49,53.1,1,2.9,1.7,-1.9,21,32,5,3,43,Matches
António Silva,pt POR,DF,Benfica,18,2003,29.9,1770,1937,91.4,35135,12317,541,580,93.3,1001,1040,96.3,206,282,73.0,0,0.4,0.7,-0.4,5,157,2,0,120,Matches
Guilherme Silva,br BRA,"DF,MF",Chaves,21,2000,0.2,6,6,100.0,106,63,2,2,100.0,3,3,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
João Miguel Macedo Silva,pt POR,GK,Marítimo,27,1995,8.0,161,279,57.7,5025,3829,30,30,100.0,61,61,100.0,70,187,37.4,0,0.0,0.0,0.0,0,1,0,0,0,Matches
Joel silva,pt POR,MF,Boavista,19,2003,1.1,48,52,92.3,877,234,23,25,92.0,21,22,95.5,4,4,100.0,0,0.0,0.0,0.0,1,4,0,0,4,Matches
Jorge Fernando Santos Silva,pt POR,"DF,MF",Paços,26,1996,5.2,132,208,63.5,2520,1352,48,57,84.2,60,90,66.7,21,49,42.9,0,1.0,0.4,-1.0,5,10,4,3,20,Matches
Jota Silva,pt POR,"FW,MF",Vitória,22,1999,17.8,280,488,57.4,4307,1187,147,195,75.4,98,161,60.9,22,61,36.1,2,2.3,1.5,-0.3,25,15,14,5,31,Matches
Lucas Silva,br BRA,FW,Paços,24,1998,0.2,7,8,87.5,87,5,5,5,100.0,1,2,50.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Pedro Manuel da Silva Moreira,pt POR,MF,Arouca,33,1989,0.8,52,56,92.9,797,165,31,35,88.6,16,16,100.0,5,5,100.0,0,0.0,0.0,0.0,0,4,0,0,3,Matches
Pedro José Moreira Silva,pt POR,GK,Estoril,25,1997,2.3,63,84,75.0,1608,1103,14,14,100.0,34,34,100.0,15,36,41.7,0,0.0,0.0,0.0,0,1,0,0,0,Matches
Rafa Silva,pt POR,"MF,FW",Benfica,29,1993,24.2,603,783,77.0,8304,1902,362,421,86.0,178,218,81.7,27,38,71.1,4,5.9,4.3,-1.9,38,59,38,1,126,Matches
Tiago Silva,pt POR,MF,Vitória,29,1993,23.3,1090,1367,79.7,20627,6242,439,494,88.9,439,519,84.6,164,275,59.6,1,2.8,3.2,-1.8,36,125,15,0,160,Matches

David Simão,pt POR,MF,Arouca,32,1990,28.7,1346,1656,81.3,25177,8758,564,631,89.4,558,649,86.0,183,299,61.2,4,1.7,3.1,+2.3,32,136,15,4,139,Matches
André Simões,pt POR,MF,Famalicão,32,1989,1.9,82,102,80.4,1217,317,50,60,83.3,29,32,90.6,3,6,50.0,0,0.0,0.0,0.0,1,8,0,0,12,Matches
André Simões,pt POR,"MF,FW",Gil Vicente FC,18,2003,0.2,17,20,85.0,292,63,6,7,85.7,9,10,90.0,1,1,100.0,0,0.0,0.0,0.0,0,4,0,0,5,Matches
Luther Singh,za RSA,"FW,MF",Chaves,24,1997,7.0,174,226,77.0,2753,636,91,112,81.3,67,78,85.9,12,18,66.7,1,0.7,0.3,+0.3,8,17,3,1,18,Matches
Lucas Soares,br BRA,"MF,DF",Casa Pia,24,1998,24.2,784,1062,73.8,12189,4649,424,479,88.5,282,381,74.0,48,119,40.3,2,3.2,3.0,-1.2,26,29,17,10,43,Matches
Samuel Soares,pt POR,GK,Benfica,20,2002,0.0,3,4,75.0,74,59,2,2,100.0,0,0,,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Val Soares,br BRA,MF,Marítimo,25,1997,13.5,624,762,81.9,13251,5039,197,224,87.9,314,343,91.5,105,169,62.1,0,1.1,0.9,-1.1,15,106,11,4,99,Matches
Yuki Soma,jp JPN,"FW,MF",Casa Pia,25,1997,13.5,208,339,61.4,3801,1162,97,119,81.5,76,104,73.1,28,78,35.9,1,3.1,2.8,-2.1,20,9,7,3,26,Matches
Joel Soñora,us USA,MF,Marítimo,25,1996,2.0,53,74,71.6,919,292,19,24,79.2,25,31,80.6,5,11,45.5,0,0.1,0.2,-0.1,2,5,1,1,8,Matches
Ismaila Soro,ci CIV,MF,Arouca,24,1998,16.9,584,689,84.8,10408,2828,238,269,88.5,272,299,91.0,59,81,72.8,0,0.9,0.6,-0.9,8,47,2,1,58,Matches
Miguel Sousa,pt POR,MF,Marítimo,23,1998,2.0,51,66,77.3,775,272,26,32,81.3,16,19,84.2,4,5,80.0,0,0.0,0.0,0.0,1,6,1,0,8,Matches
Vasco Sousa,pt POR,MF,Porto,19,2003,0.0,4,7,57.1,39,9,4,7,57.1,0,0,,0,0,,0,0.1,0.0,-0.1,1,0,0,0,1,Matches
Claudemir de Souza,br BRA,MF,Vizela,34,1988,15.1,719,864,83.2,11910,4306,356,389,91.5,294,340,86.5,52,100,52.0,1,0.7,0.5,+0.3,6,70,3,1,68,Matches
Jerry St. Juste,nl NED,DF,Sporting CP,25,1996,10.1,885,964,91.8,15768,4944,344,361,95.3,483,509,94.9,52,68,76.5,1,0.5,0.4,+0.5,5,104,3,1,108,Matches
Filip Stevanovic,rs SRB,"FW,MF",Santa Clara,19,2002,1.7,33,51,64.7,479,74,20,28,71.4,9,13,69.2,2,4,50.0,1,0.1,0.2,+0.9,3,0,0,0,4,Matches
Habib sylla,ci CIV,DF,Chaves,23,1999,6.9,229,329,69.6,4377,1871,85,102,83.3,112,154,72.7,28,54,51.9,0,0.1,0.3,-0.1,1,13,5,3,26,Matches
Morlaye Sylla,gn GUI,"FW,MF",Arouca,24,1998,25.3,862,1089,79.2,14379,4294,444,505,87.9,293,370,79.2,91,146,62.3,4,4.3,4.3,-0.3,40,98,31,7,115,Matches
Kyosuke Tagawa,jp JPN,FW,Santa Clara,23,1999,13.2,108,181,59.7,1453,302,63,93,67.7,32,52,61.5,4,6,66.7,1,1.4,0.2,-0.4,8,6,2,0,7,Matches
Afonso Taira,pt POR,MF,Casa Pia,30,1992,23.3,753,1011,74.5,13148,4631,350,427,82.0,313,396,79.0,73,129,56.6,1,1.5,1.5,-0.5,28,97,15,2,141,Matches
Mateo Tanlongo,ar ARG,MF,Sporting CP,18,2003,1.6,94,105,89.5,1670,360,44,47,93.6,42,45,93.3,8,10,80.0,0,0.0,0.0,0.0,0,5,0,0,8,Matches
Mehdi Taremi,ir IRN,FW,Porto,30,1992,29.0,608,823,73.9,7975,1943,383,463,82.7,147,206,71.4,26,41,63.4,7,6.4,5.8,+0.6,46,52,32,1,87,Matches
David Tavares,cv CPV,"MF,FW",Famalicão,23,1999,0.5,15,22,68.2,215,86,10,14,71.4,4,6,66.7,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,2,Matches
Heriberto Tavares,pt POR,"MF,FW",Famalicão,25,1997,2.4,75,114,65.8,1229,534,38,44,86.4,25,38,65.8,9,24,37.5,0,0.6,0.5,-0.6,6,4,3,3,9,Matches
Martim Tavares,pt POR,"FW,MF",Boavista,18,2003,4.0,47,69,68.1,631,97,32,37,86.5,12,19,63.2,1,5,20.0,0,0.1,0.1,-0.1,4,0,1,0,5,Matches
Duplexe Tchamba,cm CMR,DF,Casa Pia,24,1998,4.3,172,215,80.0,3292,1335,58,64,90.6,90,102,88.2,22,40,55.0,0,0.0,0.2,0.0,1,10,1,0,16,Matches

João Teixeira,pt POR,MF,Chaves,28,1994,30.4,1171,1511,77.5,22804,7792,472,545,86.6,488,596,81.9,186,281,66.2,4,4.4,4.2,-0.4,64,163,39,10,214,Matches
André Teles,pt POR,MF,Marítimo,25,1997,0.7,25,34,73.5,436,124,9,11,81.8,13,15,86.7,3,4,75.0,0,0.0,0.0,0.0,0,1,0,0,5,Matches
Casper Tengstedt,dk DEN,"FW,MF",Benfica,22,2000,0.3,6,8,75.0,91,17,2,3,66.7,2,2,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,1,1,0,Matches
Nigel Thomas,nl NED,"FW,MF",Paços,21,2001,22.5,424,650,65.2,6505,1495,249,302,82.5,122,180,67.8,33,99,33.3,1,2.6,2.4,-1.6,27,10,15,8,35,Matches
Pedro Tiba,pt POR,MF,Gil Vicente FC,33,1988,13.9,505,646,78.2,8519,2263,232,270,85.9,200,233,85.8,55,90,61.1,0,1.4,1.5,-1.4,14,49,18,2,94,Matches
Bastien Toma,ch SUI,MF,Paços,23,1999,4.8,196,226,86.7,3072,936,93,101,92.1,82,90,91.1,13,24,54.2,0,0.4,0.5,-0.4,4,19,5,0,35,Matches
Vítor Tormena,br BRA,DF,Braga,26,1996,26.1,1331,1572,84.7,27641,9283,361,405,89.1,797,856,93.1,159,275,57.8,0,0.4,0.4,-0.4,7,116,5,1,91,Matches
Mamadou Tounkara,ml MLI,DF,Vitória,20,2001,11.6,363,445,81.6,6755,2275,132,147,89.8,195,216,90.3,33,64,51.6,0,0.0,0.1,0.0,0,20,0,0,22,Matches
Francisco Trincão,pt POR,"MF,FW",Sporting CP,22,1999,24.5,727,910,79.9,10329,2185,438,492,89.0,224,285,78.6,34,61,55.7,2,3.8,3.9,-1.8,46,78,27,2,110,Matches
Matouš Trmal,cz CZE,GK,Marítimo,23,1998,6.0,137,182,75.3,3319,2184,27,27,100.0,83,83,100.0,26,71,36.6,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Manuel Ugarte Ribeiro,uy URU,MF,Sporting CP,21,2001,26.1,1451,1584,91.6,25610,4869,630,676,93.2,686,716,95.8,114,147,77.6,0,0.6,1.0,-0.6,15,110,7,0,120,Matches
Zé Uilton,br BRA,"FW,MF",Paços,30,1992,15.3,296,399,74.2,4337,1084,173,200,86.5,88,118,74.6,18,47,38.3,1,2.3,2.3,-1.3,18,15,16,8,32,Matches
Ukra,pt POR,"FW,MF",Rio Ave,34,1988,4.1,125,175,71.4,2172,596,61,75,81.3,47,66,71.2,13,21,61.9,2,1.0,0.5,+1.0,7,16,6,4,21,Matches
Mateus Uribe,co COL,MF,Porto,31,1991,27.3,1478,1775,83.3,27409,9342,647,716,90.4,597,695,85.9,205,288,71.2,0,1.2,2.2,-1.2,18,182,27,2,221,Matches
Rodrigo Valente,pt POR,"MF,FW",Santa Clara,21,2001,1.1,29,38,76.3,431,154,18,20,90.0,9,11,81.8,1,5,20.0,0,0.2,0.7,-0.2,2,3,1,0,4,Matches
João Valido,pt POR,GK,Arouca,22,2000,0.0,1,1,100.0,57,57,0,0,,0,0,,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Bruno Varela,cv CPV,GK,Vitória,27,1994,27.0,611,957,63.8,20418,15804,62,62,100.0,263,265,99.2,285,625,45.6,1,0.9,0.1,+0.1,2,14,0,0,0,Matches
Fernando Varela,cv CPV,DF,Casa Pia,34,1987,22.6,717,862,83.2,12546,5000,306,333,91.9,327,364,89.8,68,125,54.4,0,0.2,1.5,-0.2,2,56,4,1,49,Matches
Luciano Vega,ar ARG,"MF,FW",Marítimo,23,1999,2.1,61,81,75.3,958,209,29,33,87.9,24,31,77.4,5,11,45.5,0,0.0,0.0,0.0,1,4,0,0,4,Matches
Danilo Veiga,pt POR,DF,Gil Vicente FC,19,2002,7.6,321,406,79.1,5591,1639,144,167,86.2,140,168,83.3,32,49,65.3,0,0.5,0.4,-0.5,4,16,6,4,27,Matches
Igor Vekič,si SVN,GK,Paços,24,1998,9.1,216,290,74.5,6178,4841,55,55,100.0,74,75,98.7,86,157,54.8,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Bruno Ventura,pt POR,FW,Rio Ave,21,2001,1.1,28,35,80.0,401,68,17,18,94.4,6,11,54.5,2,2,100.0,0,0.0,0.0,0.0,1,2,1,0,2,Matches
Lucas Veríssimo,br BRA,DF,Benfica,27,1995,0.1,14,16,87.5,261,105,4,4,100.0,9,10,90.0,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,2,Matches
Gabriel Veron,br BRA,"MF,FW",Porto,19,2002,4.5,107,152,70.4,1436,432,62,77,80.5,33,46,71.7,3,8,37.5,2,2.0,2.5,0.0,9,7,5,1,17,Matches
