Player,Nation,Position,Squad,Age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals Against,Goals Against/90,Shots on Target Against,Saves,Save Percentage,Wins,Draws,Losses,Clean Sheets,Clean Sheet Percentage,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Save% (Penalty Kicks),Matches
Bartosz Klebaniuk,pl POL,GK,Pogoń Szczecin,20,2002,5,4,406,4.5,,,,,,2,1,1,0,0.0,1,0,1,0,100.0,Matches
Gabriel Kobylak,pl POL,GK,Radomiak Radom,20,2002,29,29,"2,610",29.0,1,0.03,,,,10,8,11,8,27.6,3,3,0,0,0.0,Matches
Vladen Kovačević,ba BIH,GK,RKS Raków,24,1998,28,28,"2,520",28.0,0,0.00,,,,20,4,4,16,57.1,5,4,1,0,20.0,Matches
Dušan Kuciak,sk SVK,GK,Lechia Gdańsk,37,1985,30,30,"2,676",29.7,0,0.00,,,,7,6,17,10,33.3,6,3,2,1,40.0,Matches
Paweł Lenarcik,pl POL,GK,Miedź Legnica,27,1995,10,10,900,10.0,,,,,,1,2,7,0,0.0,1,1,0,0,0.0,Matches
Rafał Leszczyński,pl POL,GK,Śląsk Wrocław,30,1992,20,20,"1,800",20.0,1,0.05,,,,4,6,10,3,15.0,3,2,0,1,0.0,Matches
Adrian Lis,pl POL,GK,Warta Poznań,30,1992,29,29,"2,578",28.6,0,0.00,,,,10,7,12,10,34.5,1,0,0,1,,Matches

Filip Majchrowicz,pl POL,GK,Radomiak Radom,22,2000,3,3,270,3.0,,,,,,2,0,1,1,33.3,1,1,0,0,0.0,Matches
Bartosz Mrozek,pl POL,GK,Stal Mielec,22,2000,34,34,"3,060",34.0,0,0.00,,,,11,10,13,12,35.3,4,4,0,0,0.0,Matches
Karol Niemczycki,pl POL,GK,Cracovia,23,1999,31,31,"2,790",31.0,0,0.00,,,,11,9,11,11,35.5,8,7,1,0,12.5,Matches
Jakub Ojrzynski,pl POL,GK,Radomiak Radom,19,2003,1,1,90,1.0,,,,,,0,0,1,0,0.0,0,0,0,0,,Matches
František Plach,sk SVK,GK,Piast Gliwice,30,1992,34,33,"3,059",34.0,0,0.00,,,,14,8,11,11,33.3,5,4,1,0,20.0,Matches
Albert Posiadala,pl POL,GK,Radomiak Radom,19,2003,1,1,90,1.0,,,,,,0,0,1,0,0.0,1,1,0,0,0.0,Matches
Henrich Ravas,sk SVK,GK,Widzew Łódź,24,1997,33,33,"2,970",33.0,3,0.09,,,,11,8,14,12,36.4,3,2,1,0,33.3,Matches
Artur Rudko,ua UKR,GK,Lech Poznań,30,1992,1,1,90,1.0,,,,,,0,0,1,0,0.0,0,0,0,0,,Matches
Dante Stipica,hr CRO,GK,Pogoń Szczecin,31,1991,30,30,"2,654",29.5,0,0.00,,,,15,8,7,8,26.7,7,4,2,1,33.3,Matches
Jakub Szmatuła,pl POL,GK,Piast Gliwice,41,1981,1,1,1,0.0,,,,,,1,0,0,1,100.0,0,0,0,0,,Matches
Michał Szromnik,pl POL,GK,Śląsk Wrocław,29,1993,14,14,"1,260",14.0,0,0.00,,,,5,5,4,3,21.4,2,1,1,0,50.0,Matches
Kacper Tobiasz,pl POL,GK,Legia Warsaw,19,2002,27,27,"2,430",27.0,0,0.00,,,,15,6,6,9,33.3,2,2,0,0,0.0,Matches
Kacper Trelowski,pl POL,GK,RKS Raków,18,2003,6,6,540,6.0,,,,,,3,2,1,1,16.7,0,0,0,0,,Matches
Jakub Wrąbel,pl POL,GK,Widzew Łódź,26,1996,1,1,90,1.0,,,,,,0,0,1,0,0.0,0,0,0,0,,Matches
Marcel Zapytowski,pl POL,GK,Korona Kielce,21,2001,14,14,"1,260",14.0,,,,,,4,2,8,3,21.4,4,4,0,0,0.0,Matches
