Player,Nation,Position,Squad,Age,Year of birth,90s Played,Goals,Shots Total,Shots on Target,Shots on Target %,Shots Total/90,Shots on target/90,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Penalty Kicks Made,Penalty Kicks Attempted,Matches
Alexandros Katranis,gr GRE,"DF,MF",Piast Gliwice,24,1998,26.9,0,,,,,,,,,0,0,Matches
Jakub Kałuziński,pl POL,MF,Lechia Gdańsk,19,2002,13.3,0,,,,,,,,,0,0,Matches
Mateusz Kempski,pl POL,FW,Widzew Łódź,19,2003,0.0,0,,,,,,,,,0,0,Matches
Ihor Kharatin,ua UKR,MF,Legia Warsaw,27,1995,3.2,0,,,,,,,,,0,0,Matches
Bartosz Kieliba,pl POL,DF,Warta Poznań,31,1990,0.1,0,,,,,,,,,0,0,Matches
Jacek Kiełb,pl POL,MF,Korona Kielce,34,1988,4.8,0,,,,,,,,,0,0,Matches
Jakub Kiełb,pl POL,"MF,DF",Warta Poznań,29,1993,10.4,0,,,,,,,,,0,0,Matches
Gabriel Kirejczyk,pl POL,FW,Piast Gliwice,19,2003,4.6,0,,,,,,,,,0,0,Matches

Bartosz Klebaniuk,pl POL,GK,Pogoń Szczecin,20,2002,4.5,0,,,,,,,,,0,0,Matches
Karol Knap,pl POL,MF,Cracovia,20,2001,15.8,2,,,,,,,,,1,1,Matches
Olaf Kobacki,pl POL,"MF,FW",Miedź Legnica,21,2001,14.1,1,,,,,,,,,0,0,Matches
Szymon Kobusiński,pl POL,DF,Zagłębie Lubin,24,1998,1.1,0,,,,,,,,,0,0,Matches
Gabriel Kobylak,pl POL,GK,Radomiak Radom,20,2002,29.0,0,,,,,,,,,0,0,Matches
Filip Kocaba,pl POL,MF,Zagłębie Lubin,17,2004,1.6,0,,,,,,,,,0,0,Matches
Vladyslav Kocherhin,ua UKR,"MF,FW",RKS Raków,26,1996,24.7,8,,,,,,,,,0,0,Matches
Dawid Kocyła,pl POL,"MF,FW",Wisła Płock,20,2002,7.1,2,,,,,,,,,0,0,Matches
Krzysztof Kolanko,pl POL,FW,Górnik Zabrze,15,2006,0.3,0,,,,,,,,,0,0,Matches
Marko Kolar,hr CRO,"FW,MF",Wisła Płock,27,1995,9.6,4,,,,,,,,,0,0,Matches
Bartlomiej Kolec,pl POL,MF,Cracovia,18,2004,0.0,0,,,,,,,,,0,0,Matches
Martin Konczkowski,pl POL,"DF,MF",Śląsk Wrocław,28,1993,20.5,0,,,,,,,,,0,0,Matches
Yevhen Konoplyanka,ua UKR,"FW,MF",Cracovia,32,1989,13.6,2,,,,,,,,,0,0,Matches
Jakub Konstantyn,pl POL,MF,Korona Kielce,20,2002,0.2,0,,,,,,,,,0,0,Matches
Bartosz Kopacz,pl POL,DF,Zagłębie Lubin,30,1992,28.0,1,,,,,,,,,0,0,Matches
Michał Kopczyński,pl POL,MF,Warta Poznań,30,1992,18.2,1,,,,,,,,,1,1,Matches
Filip Koperski,pl POL,DF,Lechia Gdańsk,18,2004,2.3,0,,,,,,,,,0,0,Matches
Kamil Kościelny,pl POL,"MF,DF",Warta Poznań,30,1991,10.1,0,,,,,,,,,0,0,Matches
Michael Kostka,de GER,"MF,FW",Miedź Legnica,18,2003,11.5,0,,,,,,,,,0,0,Matches
Kacper Kostorz,pl POL,FW,Pogoń Szczecin,22,1999,0.2,0,,,,,,,,,0,0,Matches
Kacper Kostorz,pl POL,FW,Korona Kielce,22,1999,1.5,2,,,,,,,,,0,0,Matches
Jonatan Kotzke,de GER,"MF,DF",Górnik Zabrze,32,1990,10.0,0,,,,,,,,,0,0,Matches
Leonardo Koutris,gr GRE,DF,Pogoń Szczecin,27,1995,15.4,2,,,,,,,,,0,0,Matches
Vladen Kovačević,ba BIH,GK,RKS Raków,24,1998,28.0,0,,,,,,,,,0,0,Matches
