Player,Nation,Position,Squad,Age,Year of birth,90s Played,Yellow Cards,Red Cards,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Crosses,Interceptions,Tackles Won,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Matches
Tai Baribo,il ISR,FW,Wolfsberger AC,24,1998,26.2,2,0,0,45,23,17,5,14,3,,,0,Matches
Kilian Bauernfeind,at AUT,MF,WSG Tirol,20,2002,0.7,0,0,0,1,1,0,0,1,0,,,0,Matches

Dominik Baumgartner,at AUT,DF,Wolfsberger AC,26,1996,16.8,1,0,0,14,16,0,6,46,28,,,0,Matches
Belmin Beganovic,ba BIH,"FW,MF",Ried,17,2004,6.7,0,0,0,12,13,5,7,2,5,,,0,Matches
Raffael Behounek,at AUT,DF,WSG Tirol,25,1997,30.2,7,0,0,22,23,0,8,38,29,,,0,Matches
Yuliwes Bellache,fr FRA,MF,SC Austria Lustenau,19,2002,1.5,1,0,0,3,6,0,4,1,1,,,0,Matches
Rico Benatelli,de GER,MF,SK Austria Klagenfurt,30,1992,16.2,5,0,0,10,13,1,5,34,15,,,0,Matches
Tobias Berger,at AUT,"MF,DF",SC Austria Lustenau,19,2002,4.9,1,0,0,2,7,2,17,13,5,,,0,Matches
Bernardo,br BRA,DF,RB Salzburg,27,1995,15.1,1,0,0,18,10,4,6,31,24,,,0,Matches
Antoine Bernede,fr FRA,MF,RB Salzburg,23,1999,0.5,0,0,0,4,2,0,1,0,1,,,0,Matches
Nicolas Binder,at AUT,FW,SK Austria Klagenfurt,20,2002,5.2,0,0,0,5,6,1,5,2,4,,,0,Matches
Noah Bischof,at AUT,"MF,FW",SCR Altach,19,2002,16.8,1,0,0,21,21,4,17,4,4,,,0,Matches
Michael Blauensteiner,at AUT,"DF,MF",SK Austria Klagenfurt,27,1995,9.0,1,0,0,4,2,1,23,22,8,,,0,Matches
Bror Blume,dk DEN,MF,WSG Tirol,30,1992,22.2,3,0,0,13,7,1,111,17,18,,,0,Matches
Augustine Boakye,gh GHA,"FW,MF",Wolfsberger AC,21,2000,6.8,0,0,0,14,6,2,9,6,7,,,0,Matches
Jan Boller,de GER,DF,LASK,22,2000,0.8,0,0,0,1,0,0,0,1,1,,,0,Matches
Hendrik Bonmann,de GER,GK,Wolfsberger AC,28,1994,31.0,1,0,0,0,5,0,0,1,0,,,0,Matches
Solomon Bonnah,nl NED,"MF,DF",SK Austria Klagenfurt,18,2003,4.3,0,0,0,5,6,1,9,9,10,,,0,Matches
Aleksandar Borković,at AUT,DF,Sturm Graz,23,1999,16.8,1,0,0,8,13,0,8,45,17,,,0,Matches
Matthias Braunöder,at AUT,MF,Austria Wien,20,2002,25.5,5,0,0,31,55,1,73,29,30,,,1,Matches
Csaba Bukta,hu HUN,"MF,FW",SCR Altach,21,2001,8.8,1,0,0,11,8,1,20,7,9,,,0,Matches
Kevin Bukusu,de GER,DF,Wolfsberger AC,21,2001,7.4,1,0,0,5,2,0,1,14,4,,,0,Matches
Guido Burgstaller,at AUT,FW,Rapid Wien,33,1989,27.9,5,0,0,31,39,31,21,5,6,,,0,Matches
Nicolás Capaldo,ar ARG,MF,RB Salzburg,24,1997,19.5,5,1,1,36,34,7,33,11,23,,,0,Matches
Tino Casali,at AUT,GK,SCR Altach,26,1995,23.0,0,0,0,0,2,0,0,0,0,,,0,Matches
Nemanja Celic,at AUT,MF,LASK,23,1999,0.8,1,0,0,6,1,0,0,1,1,,,0,Matches
Seifedin Chabbi,at AUT,FW,Ried,29,1993,11.9,2,0,0,12,18,13,1,3,1,,,0,Matches

Michael Cheukoua,cm CMR,"MF,FW",SC Austria Lustenau,25,1997,6.4,1,0,0,13,9,3,13,3,7,,,0,Matches
Denizcan Cosgun,at AUT,"MF,FW",Ried,20,2002,4.3,3,0,0,11,10,1,4,5,12,,,0,Matches
Christopher Cvetko,at AUT,MF,SK Austria Klagenfurt,25,1997,28.4,3,1,0,43,31,0,50,27,22,,,0,Matches
Amadou Dante,ml MLI,DF,Sturm Graz,21,2000,12.7,0,0,0,10,11,0,45,32,20,,,0,Matches
Amar Dedić,ba BIH,DF,RB Salzburg,19,2002,25.9,8,0,0,22,21,1,59,29,29,,,0,Matches
Vesel Demaku,at AUT,MF,Sturm Graz,22,2000,1.4,1,0,0,8,1,0,2,2,3,,,0,Matches
Vesel Demaku,at AUT,"MF,FW",SK Austria Klagenfurt,22,2000,7.3,1,0,0,18,9,1,7,6,16,,,0,Matches
Yusuf Demir,at AUT,MF,Rapid Wien,19,2003,1.0,0,0,0,1,0,0,2,1,6,,,0,Matches
Yadaly Diaby,gn GUI,"FW,MF",SC Austria Lustenau,21,2000,12.8,0,0,0,13,19,7,8,8,12,,,0,Matches
Ousmane Diakité,ml MLI,MF,Hartberg,22,2000,7.6,4,0,0,11,18,0,0,21,14,,,0,Matches
Mamady Diambou,ml MLI,MF,RB Salzburg,19,2002,0.8,2,1,1,5,0,0,0,2,1,,,0,Matches
Youba Diarra,ml MLI,MF,RB Salzburg,24,1998,3.3,1,0,0,5,9,0,2,4,3,,,0,Matches
Agyemang Diawusie,de GER,"FW,MF",Ried,24,1998,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches
Christopher Dibon,at AUT,DF,Rapid Wien,31,1990,1.8,0,0,0,3,1,0,0,3,4,,,0,Matches
Gontie Diomande,ci CIV,"MF,FW",Ried,19,2003,2.2,0,0,0,4,6,0,1,0,1,,,0,Matches
Marco Djuricin,at AUT,FW,Austria Wien,29,1992,0.5,1,0,0,3,0,0,0,0,0,,,0,Matches
Nikola Dovedan,at AUT,"FW,MF",Austria Wien,28,1994,9.2,2,0,0,14,23,5,9,1,6,,,0,Matches
Ibrahima Dramé,sn SEN,FW,Austria Wien,20,2001,0.8,1,0,0,3,3,0,0,0,1,,,0,Matches
Ferdy Druijf,nl NED,"MF,FW",Rapid Wien,24,1998,11.2,2,0,0,13,11,5,4,6,4,,,0,Matches
Albert Ejupi,se SWE,"MF,DF",Hartberg,29,1992,4.4,1,0,0,11,5,0,0,15,1,,,0,Matches
Emanuel Emegha,nl NED,FW,Sturm Graz,19,2003,17.2,7,0,0,30,22,18,2,2,4,,,0,Matches
Julius Ertlthaler,at AUT,MF,WSG Tirol,25,1997,11.2,5,0,0,17,13,0,22,12,19,,,0,Matches
Lukas Fadinger,at AUT,MF,Hartberg,21,2000,19.3,5,0,0,31,58,0,20,27,30,,,0,Matches
Florian Faist,at AUT,GK,Hartberg,33,1989,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches
Patrick Farkas,at AUT,"DF,MF",Hartberg,29,1992,10.6,5,0,0,14,8,2,35,21,28,,,0,Matches

Fernando,br BRA,"FW,MF",RB Salzburg,23,1999,6.4,0,0,0,13,15,6,7,3,2,,,0,Matches
Manfred Fischer,at AUT,"MF,FW",Austria Wien,26,1995,31.4,4,0,0,30,42,4,25,29,35,,,0,Matches
Dominik Fitz,at AUT,"MF,FW",Austria Wien,23,1999,21.8,6,0,0,29,35,0,189,11,8,,,0,Matches
Florian Flecker,at AUT,"MF,DF",LASK,26,1995,7.1,1,0,0,11,10,1,8,4,11,,,0,Matches
Amankwah Forson,gh GHA,"MF,FW",RB Salzburg,19,2002,4.5,0,0,0,4,7,0,10,5,7,,,0,Matches
Amankwah Forson,gh GHA,"MF,DF",SCR Altach,19,2002,10.6,2,0,0,6,23,3,49,10,12,,,0,Matches
Justin Forst,at AUT,FW,WSG Tirol,19,2003,9.2,0,0,0,22,10,3,3,0,5,,,0,Matches
Lukas Fridrikas,at AUT,"FW,MF",SC Austria Lustenau,24,1997,21.2,7,0,0,50,42,11,63,3,9,,,0,Matches
Dominik Frieser,at AUT,"MF,FW",Hartberg,28,1993,24.6,4,0,0,12,29,20,59,17,14,,,0,Matches
Christian Früchtl,de GER,GK,Austria Wien,22,2000,31.5,0,0,0,0,11,0,0,0,2,,,0,Matches
Mohammed Fuseini,gh GHA,FW,Sturm Graz,20,2002,1.4,0,0,0,6,4,1,1,0,1,,,0,Matches
Lucas Galvão,br BRA,DF,Austria Wien,31,1991,13.2,5,1,0,14,4,0,1,36,11,,,0,Matches
Paul Gartler,at AUT,GK,Rapid Wien,25,1997,1.0,0,0,0,0,0,0,0,0,0,,,0,Matches
Jusuf Gazibegović,ba BIH,DF,Sturm Graz,22,2000,27.8,8,0,0,29,33,0,92,56,47,,,0,Matches
Emrehan Gedikli,de GER,FW,SC Austria Lustenau,19,2003,0.9,0,0,0,0,1,1,0,0,1,,,0,Matches
Thomas Geris,at AUT,FW,WSG Tirol,19,2002,0.4,0,0,0,0,0,0,5,0,0,,,0,Matches
Niklas Geyrhofer,at AUT,DF,Sturm Graz,22,2000,2.1,0,0,0,2,1,0,0,4,3,,,0,Matches
Kosmas Gezos,gr GRE,"MF,DF",SK Austria Klagenfurt,29,1992,23.2,7,0,0,37,28,1,10,69,35,,,0,Matches
Oscar Gloukh,il ISR,FW,RB Salzburg,18,2004,8.6,0,0,0,4,9,0,3,3,5,,,0,Matches
Fabian Gmeiner,at AUT,"DF,MF",SC Austria Lustenau,25,1997,16.3,2,0,0,12,8,2,51,22,27,,,0,Matches
Thomas Goiginger,at AUT,MF,LASK,29,1993,15.6,4,0,0,18,22,4,35,4,17,,,0,Matches
Manfred Gollner,at AUT,DF,Hartberg,31,1990,3.5,0,0,0,2,2,0,0,10,5,,,0,Matches
Jon Gorenc Stanković,si SVN,MF,Sturm Graz,26,1996,29.4,8,0,0,63,44,3,9,81,31,,,0,Matches
Lucas Gourna-Douath,fr FRA,MF,RB Salzburg,18,2003,15.9,6,0,0,35,31,0,8,29,24,,,0,Matches
Pius Grabher,at AUT,MF,SC Austria Lustenau,28,1993,28.6,7,0,0,43,18,0,19,47,47,,,0,Matches

Marvin da Graça,lu LUX,DF,Austria Wien,27,1995,28.8,4,0,0,36,31,0,13,62,43,,,0,Matches
Matthias Gragger,at AUT,"DF,MF",Ried,20,2001,11.9,1,0,0,9,11,0,5,30,28,,,1,Matches
Patrick Greil,at AUT,MF,Rapid Wien,25,1996,17.4,2,0,0,30,20,2,25,19,30,,,0,Matches
Leon Grgic,at AUT,FW,Sturm Graz,16,2006,0.2,0,0,0,1,0,0,0,0,0,,,0,Matches
Andreas Gruber,at AUT,"FW,MF",Austria Wien,27,1995,15.7,2,0,0,20,23,15,45,3,4,,,0,Matches
Dario Grujcic,at AUT,DF,SC Austria Lustenau,23,1999,15.2,6,2,2,19,3,0,6,22,16,,,1,Matches
Marco Grüll,at AUT,MF,Rapid Wien,24,1998,25.7,6,0,0,41,64,12,130,13,22,,,0,Matches
Hakim Guenouche,fr FRA,"DF,MF",SC Austria Lustenau,22,2000,25.1,4,0,0,39,43,7,104,68,41,,,0,Matches
David Gugganig,at AUT,DF,Wolfsberger AC,25,1997,5.0,0,0,0,6,7,0,0,9,7,,,0,Matches
Lukas Gugganig,at AUT,DF,SCR Altach,27,1995,16.0,5,0,0,14,8,1,2,32,10,,,0,Matches
Johannes Handl,at AUT,DF,Austria Wien,24,1998,15.5,0,0,0,19,7,0,2,48,22,,,0,Matches
Stefan Haudum,at AUT,"MF,DF",SCR Altach,27,1994,19.3,3,0,0,16,22,0,8,21,29,,,0,Matches
Niklas Hedl,at AUT,GK,Rapid Wien,21,2001,31.0,0,0,0,0,3,0,0,1,1,,,0,Matches
Jürgen Heil,at AUT,"MF,DF",Hartberg,25,1997,27.3,8,0,0,50,38,0,30,39,41,,,0,Matches
Ammar Helac,at AUT,GK,SC Austria Lustenau,24,1998,3.0,0,0,0,0,1,0,0,0,0,,,0,Matches
David Herold,de GER,"DF,MF",SCR Altach,19,2003,13.5,1,0,0,12,12,0,94,24,24,,,0,Matches
Stefan Hierländer,at AUT,MF,Sturm Graz,31,1991,20.4,4,0,0,34,24,3,18,32,20,,,0,Matches
Maximilian Hofmann,at AUT,DF,Rapid Wien,28,1993,4.0,2,0,0,6,4,1,0,8,2,,,0,Matches
James Holland,au AUS,MF,Austria Wien,33,1989,9.7,4,0,0,23,7,1,4,23,10,,,0,Matches
Matija Horvat,hr CRO,DF,Hartberg,23,1999,15.9,4,1,0,23,18,1,7,20,23,,,0,Matches
Tomi Horvat,si SVN,"FW,MF",Sturm Graz,23,1999,24.1,0,0,0,36,20,1,80,6,18,,,0,Matches
Sascha Horvath,at AUT,MF,LASK,25,1996,24.3,3,0,0,23,35,3,64,19,25,,,0,Matches
Jean Hugonet,fr FRA,DF,SC Austria Lustenau,22,1999,28.3,2,0,0,29,10,0,2,64,23,,,0,Matches
Muharem Huskovic,at AUT,"FW,MF",Austria Wien,19,2003,6.4,2,0,0,21,10,10,2,4,6,,,0,Matches
Hong Hyunseok,kr KOR,MF,LASK,23,1999,2.4,0,0,0,1,2,0,4,3,2,,,0,Matches

Rasmus Højlund,dk DEN,FW,Sturm Graz,19,2003,4.4,0,0,0,3,6,1,5,0,0,,,0,Matches
Sandro Ingolitsch,at AUT,DF,Sturm Graz,25,1997,3.9,0,0,0,4,1,1,8,5,3,,,0,Matches
Andy Irving,sct SCO,"MF,FW",SK Austria Klagenfurt,22,2000,24.6,5,0,0,44,21,0,77,27,28,,,0,Matches
Nosa Iyobosa Edokpolor,at AUT,DF,SCR Altach,25,1996,25.0,9,1,1,21,17,0,30,57,35,,,0,Matches
Lukas Jäger,at AUT,MF,SCR Altach,28,1994,30.0,10,0,0,34,42,1,14,47,48,,,0,Matches
Jakob Jantscher,at AUT,FW,Sturm Graz,33,1989,2.3,0,0,0,2,1,5,28,3,0,,,0,Matches
Florian Jaritz,at AUT,FW,SK Austria Klagenfurt,24,1997,8.2,1,0,0,6,6,7,9,1,4,,,0,Matches
Adis Jasic,at AUT,"DF,MF",Wolfsberger AC,19,2003,18.0,2,0,0,19,17,4,98,35,26,,,0,Matches
David Jaunegg,at AUT,DF,WSG Tirol,19,2003,1.4,0,0,0,1,4,0,1,1,0,,,0,Matches
Branko Jovičić,rs SRB,MF,LASK,29,1993,20.8,10,1,1,31,15,0,16,33,30,,,0,Matches
Aleksandar Jukic,at AUT,"MF,FW",Austria Wien,22,2000,16.9,1,0,0,11,9,2,40,6,14,,,0,Matches
Andreas Jungdal,dk DEN,GK,SCR Altach,20,2002,6.0,0,0,0,0,2,0,0,0,1,,,0,Matches
Jan Jurčec,hr CRO,"MF,DF",SCR Altach,21,2000,19.9,1,0,0,17,19,3,44,15,24,,,0,Matches
Jurica Jurčec,hr CRO,MF,SCR Altach,20,2002,2.2,0,0,0,2,2,0,5,1,3,,,0,Matches
Roko Jurišić,hr CRO,"MF,DF",Ried,20,2001,13.1,4,1,0,9,12,1,25,28,14,,,0,Matches
Tobias Kainz,at AUT,"MF,DF",Hartberg,29,1992,25.1,4,0,0,25,19,0,75,46,24,,,0,Matches
Dijon Kameri,at AUT,"FW,MF",RB Salzburg,18,2004,5.2,3,0,0,11,6,3,7,2,5,,,0,Matches
Marin Karamarko,hr CRO,"DF,MF",Hartberg,24,1998,11.7,0,0,0,7,4,0,3,33,13,,,0,Matches
Sinan Karweina,de GER,FW,SK Austria Klagenfurt,23,1999,13.0,1,0,0,11,20,1,44,9,14,,,0,Matches
Denso Kasius,nl NED,DF,Rapid Wien,19,2002,7.7,2,1,0,11,3,0,39,4,16,,,0,Matches
Ákos Kecskés,hu HUN,DF,LASK,26,1996,1.8,1,0,0,3,0,1,0,3,1,,,0,Matches
Can Keles,at AUT,"MF,FW",Austria Wien,20,2001,6.5,1,0,0,5,8,6,18,3,2,,,0,Matches
Roman Kerschbaum,at AUT,MF,Rapid Wien,28,1994,21.3,8,0,0,50,36,1,51,49,32,,,0,Matches
Konstantin Kerschbaumer,at AUT,MF,Wolfsberger AC,30,1992,18.7,3,0,0,23,13,2,54,17,9,,,0,Matches
Otar Kiteishvili,ge GEO,"FW,MF",Sturm Graz,26,1996,13.3,2,0,0,26,32,2,9,16,19,,,0,Matches

Maurits Kjærgaard,dk DEN,MF,RB Salzburg,19,2003,17.8,2,0,0,20,12,0,53,19,22,,,0,Matches
Christian Klem,at AUT,DF,Hartberg,31,1991,2.9,0,0,0,4,0,0,4,4,5,,,0,Matches
Marco Knaller,at AUT,GK,SK Austria Klagenfurt,35,1987,2.0,0,0,0,0,1,0,0,0,0,,,0,Matches
Christoph Knasmüllner,at AUT,MF,Rapid Wien,30,1992,5.9,1,0,0,6,3,1,3,6,4,,,0,Matches
Jakob Knollmüller,at AUT,FW,Hartberg,19,2003,0.5,0,0,0,2,0,0,1,1,0,,,0,Matches
Thomas Kofler,at AUT,DF,Hartberg,24,1998,5.2,0,0,0,13,6,0,8,8,4,,,1,Matches
Philipp Köhn,ch SUI,GK,RB Salzburg,24,1998,31.6,4,0,0,0,4,0,0,0,0,,,0,Matches
Sekou Koita,ml MLI,FW,RB Salzburg,22,1999,12.4,4,0,0,23,10,9,18,8,7,,,0,Matches
Karim Konaté,ci CIV,FW,RB Salzburg,18,2004,2.2,1,0,0,2,5,2,2,0,2,,,0,Matches
Mirko Kos,at AUT,GK,Austria Wien,25,1997,0.5,0,0,0,0,0,0,0,0,0,,,0,Matches
Martin Koscelník,sk SVK,"DF,MF",Rapid Wien,27,1995,13.4,2,0,0,13,34,1,46,33,13,,,0,Matches
Henri Koudossou,de GER,"MF,DF",SC Austria Lustenau,22,1999,2.2,1,0,0,3,3,0,11,5,4,,,0,Matches
Efthimis Koulouris,gr GRE,FW,LASK,26,1996,3.9,2,0,0,1,6,4,1,1,2,,,0,Matches
Billy Koumetio,fr FRA,DF,Austria Wien,19,2002,3.6,0,0,0,4,4,0,0,10,4,,,0,Matches
Oliver Kragl,de GER,MF,Ried,32,1990,1.2,0,0,0,4,0,0,7,4,3,,,0,Matches
Dario Kreiker,at AUT,DF,Austria Wien,19,2003,1.0,1,0,0,0,0,0,2,1,2,,,0,Matches
Rene Kriwak,at AUT,FW,Rapid Wien,23,1999,1.1,0,0,0,2,0,1,1,1,1,,,0,Matches
Rene Kriwak,at AUT,FW,Hartberg,23,1999,9.1,2,0,0,18,7,6,13,2,9,,,0,Matches
Luca Kronberger,at AUT,"MF,FW",Ried,20,2002,4.8,5,1,1,11,6,2,8,2,3,,,0,Matches
Mario Kröpfl,at AUT,"MF,FW",Hartberg,32,1989,3.0,0,0,0,3,2,1,33,1,2,,,0,Matches
Nicolas-Gerrit Kühn,de GER,MF,Rapid Wien,22,2000,13.3,1,0,0,19,11,4,55,7,16,,,0,Matches
Hannes Küng,at AUT,DF,SC Austria Lustenau,19,2003,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches
Markus Lackner,at AUT,DF,Ried,31,1991,17.2,6,1,1,14,8,3,1,24,15,,,0,Matches
Christoph Lang,at AUT,FW,Sturm Graz,20,2002,1.4,0,0,0,1,0,2,0,0,1,,,0,Matches
Christoph Lang,at AUT,"FW,MF",Ried,20,2002,12.5,2,0,0,13,14,5,44,5,8,,,0,Matches

Tobias Lawal,at AUT,GK,LASK,22,2000,7.0,0,0,0,0,0,0,0,1,0,,,0,Matches
Marko Lazetić,rs SRB,MF,SCR Altach,18,2004,3.0,0,0,0,3,1,3,1,0,1,,,0,Matches
Doron Leidner,il ISR,"MF,DF",Austria Wien,20,2002,6.0,1,0,0,4,10,0,27,11,6,,,0,Matches
Mario Leitgeb,at AUT,MF,Wolfsberger AC,34,1988,17.7,3,0,0,25,8,0,6,14,10,,,0,Matches
Ivan Ljubic,at AUT,"MF,FW",Sturm Graz,26,1996,6.3,2,0,0,7,7,0,6,8,3,,,0,Matches
Marin Ljubicic,hr CRO,FW,LASK,20,2002,17.9,4,1,0,32,29,11,10,2,4,,,0,Matches
Luka Lochoshvili,ge GEO,DF,Wolfsberger AC,24,1998,1.3,0,0,0,2,1,0,1,6,1,,,0,Matches
Felix Luckeneder,at AUT,DF,LASK,28,1994,29.5,1,1,0,21,13,1,3,72,28,,,0,Matches
Aleksandar Lutovac,rs SRB,"MF,FW",Ried,25,1997,10.4,1,0,0,15,10,11,30,6,6,,,0,Matches
Matthias Maak,at AUT,DF,SC Austria Lustenau,30,1992,24.9,3,0,0,10,10,0,0,47,15,,,1,Matches
Diego Madritsch,at AUT,MF,Ried,16,2005,7.5,3,0,0,8,4,1,15,2,6,,,0,Matches
Thorsten Mahrer,at AUT,DF,SK Austria Klagenfurt,32,1990,31.0,6,0,0,27,18,0,0,66,34,,,1,Matches
Damian Maksimovic,at AUT,FW,SCR Altach,17,2004,0.1,0,0,0,1,0,0,0,0,0,,,0,Matches
Maurice Malone,de GER,FW,Wolfsberger AC,21,2000,23.9,2,0,0,24,27,14,25,7,8,,,0,Matches
Michael Martin,de GER,MF,Ried,22,2000,27.5,6,0,0,33,32,0,21,58,46,,,0,Matches
Jonas Mayer,at AUT,MF,Ried,18,2004,0.1,0,0,0,0,0,0,0,2,0,,,0,Matches
Matteo Meisl,at AUT,DF,Austria Wien,21,2000,11.7,0,0,0,5,0,0,1,20,12,,,0,Matches
Phillip Menzel,de GER,GK,SK Austria Klagenfurt,23,1998,30.0,2,0,0,2,10,0,0,2,0,,,0,Matches
Emilian Metu,at AUT,MF,SK Austria Klagenfurt,19,2003,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches
Kingsley Michael,ng NGA,MF,Ried,22,1999,7.7,2,0,0,9,19,0,3,9,5,,,0,Matches
Peter Michorl,at AUT,MF,LASK,27,1995,24.3,5,1,0,34,37,1,157,27,23,,,0,Matches
Fabian Miesenböck,at AUT,MF,SK Austria Klagenfurt,29,1993,2.6,2,0,0,5,6,1,4,1,3,,,0,Matches
Leo Mikić,hr CRO,"FW,MF",Ried,25,1997,18.7,3,2,1,31,36,8,24,17,18,,,0,Matches
Samuel Mischitz,at AUT,DF,SCR Altach,18,2003,0.6,0,0,0,0,0,0,0,0,1,,,0,Matches
Christoph Monschein,at AUT,FW,Ried,29,1992,14.9,3,0,0,26,26,16,13,5,7,,,0,Matches

Martin Moormann,at AUT,DF,Rapid Wien,21,2001,13.4,2,1,0,10,4,0,18,22,13,,,0,Matches
Maximiliano Moreira,uy URU,"DF,MF",SK Austria Klagenfurt,28,1994,20.2,2,0,0,14,32,1,22,35,31,,,0,Matches
Nemanja Motika,rs SRB,"FW,MF",SC Austria Lustenau,19,2003,7.5,2,0,0,11,9,1,10,4,7,,,0,Matches
Lukas Mühl,de GER,DF,Austria Wien,25,1997,21.6,3,0,0,20,13,0,2,61,33,,,0,Matches
Pascal Müller,at AUT,MF,Wolfsberger AC,19,2003,0.9,0,0,0,1,3,0,0,0,1,,,0,Matches
Valentino Müller,at AUT,MF,WSG Tirol,23,1999,27.0,5,0,0,33,35,1,12,40,32,,,0,Matches
Ibrahim Mustapha,gh GHA,FW,LASK,22,2000,9.0,0,0,0,6,11,7,8,2,4,,,0,Matches
Keito Nakamura,jp JPN,MF,LASK,22,2000,27.8,1,0,0,43,35,9,66,23,24,,,0,Matches
Johannes Naschberger,at AUT,"MF,FW",WSG Tirol,22,2000,9.0,3,0,0,18,4,1,4,10,22,,,0,Matches
Simon Nelson,at AUT,DF,SCR Altach,20,2002,2.7,0,0,0,5,2,0,0,7,5,,,0,Matches
Bakary Nimaga,ml MLI,MF,SCR Altach,27,1994,7.7,1,0,0,6,12,0,2,16,13,,,0,Matches
Michael Novak,at AUT,"DF,MF",Wolfsberger AC,31,1990,12.1,2,0,0,8,13,0,16,28,9,,,0,Matches
Atdhe Nuhiu,xk KVX,FW,SCR Altach,33,1989,24.9,8,1,1,85,37,17,4,9,12,,,0,Matches
Stefan Nutz,at AUT,"FW,MF",Ried,30,1992,19.1,1,0,0,9,36,3,107,6,4,,,0,Matches
Jakob Odehnal,at AUT,GK,SCR Altach,20,2001,3.0,0,0,0,0,1,0,0,0,0,,,0,Matches
Tim Oermann,de GER,DF,Wolfsberger AC,18,2003,13.9,1,0,0,11,1,0,4,22,17,,,0,Matches
Sandi Ogrinec,si SVN,MF,WSG Tirol,24,1998,13.5,3,0,0,15,16,6,22,9,11,,,0,Matches
Noah Okafor,ch SUI,FW,RB Salzburg,22,2000,11.1,2,0,0,13,11,5,34,2,2,,,0,Matches
Bryan Okoh,ch SUI,DF,RB Salzburg,19,2003,0.0,0,0,0,0,0,0,0,1,0,,,0,Matches
Arthur Okonkwo,eng ENG,GK,Sturm Graz,20,2001,15.0,0,0,0,0,0,0,0,0,0,,,0,Matches
Osarenren Okungbowa,at AUT,DF,WSG Tirol,28,1994,5.2,4,1,1,9,4,1,0,9,6,,,0,Matches
Ervin Omic,at AUT,MF,Wolfsberger AC,19,2003,19.8,4,0,0,31,13,1,39,25,18,,,0,Matches
Alois Oroz,hr CRO,DF,Sturm Graz,21,2000,0.1,0,0,0,1,0,0,0,1,0,,,0,Matches
