Player,Nation,Position,Squad,Age,Year of birth,90s Played,Goals,Shots Total,Shots on Target,Shots on Target %,Shots Total/90,Shots on target/90,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,Penalty Kicks Made,Penalty Kicks Attempted,xG: Expected Goals,npxG: Non-Penalty xG,npxG/Shot,Goals - xG,Non-Penalty Goals - npxG,Matches
Unai Vencedor Paris,es ESP,MF,Athletic Club,20,2000,26.5,0,20,2,10.0,0.76,0.08,0.00,0.00,21.0,0,0,0,0.9,0.9,0.05,-0.9,-0.9,Matches
Gonzalo Verdú,es ESP,DF,Elche,32,1988,15.5,0,3,0,0.0,0.19,0.00,0.00,,17.6,1,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
Mikel Vesga,es ESP,MF,Athletic Club,28,1993,15.1,2,14,4,28.6,0.93,0.27,0.14,0.50,17.9,0,0,0,1.0,1.0,0.07,+1.0,+1.0,Matches
Rúben Vezo,pt POR,DF,Levante,27,1994,26.9,0,18,4,22.2,0.67,0.15,0.00,0.00,13.4,0,0,0,0.6,0.6,0.03,-0.6,-0.6,Matches
Aleix Vidal,es ESP,"DF,MF",Espanyol,31,1989,21.1,2,6,3,50.0,0.28,0.14,0.33,0.67,18.4,0,0,0,0.7,0.7,0.11,+1.3,+1.3,Matches
Nacho Vidal,es ESP,DF,Osasuna,26,1995,32.2,0,21,1,4.8,0.65,0.03,0.00,0.00,19.3,0,0,0,1.2,1.2,0.06,-1.2,-1.2,Matches
Dídac Vilà,es ESP,"DF,MF",Espanyol,32,1989,2.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Tonny Vilhena,nl NED,"MF,FW",Espanyol,26,1995,10.3,1,15,3,20.0,1.45,0.29,0.07,0.33,21.1,0,0,0,0.8,0.8,0.05,+0.2,+0.2,Matches
Daniel Villahermosa,es ESP,MF,Espanyol,20,2001,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Asier Villalibre,es ESP,FW,Athletic Club,23,1997,6.1,2,19,6,31.6,3.12,0.99,0.11,0.33,12.3,0,0,0,2.4,2.4,0.13,-0.4,-0.4,Matches

Gonzalo Villar,es ESP,MF,Getafe,23,1998,3.3,0,2,2,100.0,0.60,0.60,0.00,0.00,20.4,0,0,0,0.4,0.4,0.20,-0.4,-0.4,Matches
Vitolo,es ESP,MF,Getafe,31,1989,2.5,0,1,0,0.0,0.41,0.00,0.00,,26.0,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
Daniel Vivian,es ESP,DF,Athletic Club,22,1999,22.1,2,17,8,47.1,0.77,0.36,0.12,0.25,12.6,0,0,0,1.3,1.3,0.07,+0.7,+0.7,Matches
Šime Vrsaljko,hr CRO,DF,Atlético Madrid,29,1992,10.2,1,4,1,25.0,0.39,0.10,0.25,1.00,13.4,0,0,0,1.3,1.3,0.32,-0.3,-0.3,Matches
Nikola Vukčević,me MNE,MF,Levante,29,1991,1.3,0,1,0,0.0,0.76,0.00,0.00,,32.1,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
Daniel Wass,dk DEN,"DF,FW",Atlético Madrid,32,1989,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Daniel Wass,dk DEN,MF,Valencia,32,1989,17.6,1,28,8,28.6,1.59,0.46,0.04,0.13,24.5,1,0,0,1.8,1.8,0.07,-0.8,-0.8,Matches
Iñaki Williams,gh GHA,FW,Athletic Club,27,1994,30.9,8,94,35,37.2,3.05,1.13,0.07,0.20,14.0,0,1,1,14.1,13.3,0.14,-6.1,-6.3,Matches
Nico Williams,es ESP,MF,Athletic Club,19,2002,14.9,0,33,10,30.3,2.22,0.67,0.00,0.00,15.5,0,0,0,2.6,2.6,0.08,-2.6,-2.6,Matches
Okay Yokuşlu,tr TUR,"DF,MF",Getafe,27,1994,5.2,0,4,1,25.0,0.77,0.19,0.00,0.00,14.0,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
Okay Yokuşlu,tr TUR,"DF,MF",Celta Vigo,27,1994,1.6,0,2,0,0.0,1.29,0.00,0.00,,10.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Joseba Zaldúa,es ESP,DF,Real Sociedad,29,1992,13.0,0,6,3,50.0,0.46,0.23,0.00,0.00,26.8,0,0,0,0.1,0.1,0.01,-0.1,-0.1,Matches
Oier Zarraga,es ESP,MF,Athletic Club,22,1999,13.0,1,17,3,17.6,1.31,0.23,0.00,0.00,25.5,0,1,1,1.3,0.5,0.03,-0.3,-0.5,Matches
Luca Zidane,fr FRA,GK,Rayo Vallecano,23,1998,7.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Igor Zubeldia,es ESP,DF,Real Sociedad,24,1997,18.3,0,9,2,22.2,0.49,0.11,0.00,0.00,17.7,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches
Martín Zubimendi,es ESP,MF,Real Sociedad,22,1999,28.8,2,20,9,45.0,0.69,0.31,0.10,0.22,13.2,0,0,0,2.2,2.2,0.11,-0.2,-0.2,Matches
