Player,Nation,Position,Squad,Age,Year of birth,90s Played,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),Assists,xAG: Exp. Assisted Goals,xA: Expected Assists,Assists - xAG,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Matches


Rodrigo Abascal,uy URU,DF,Boavista,27,1994,26.5,1080,1425,75.8,23691,10615,291,335,86.9,583,665,87.7,194,377,51.5,2,0.6,0.6,+1.4,9,80,5,2,73,Matches
Giorgi Aburjania,ge GEO,MF,Gil Vicente FC,26,1995,8.6,339,416,81.5,5869,1922,163,184,88.6,137,158,86.7,33,53,62.3,1,1.4,1.2,-0.4,11,48,6,0,51,Matches
Antonio Adán,es ESP,GK,Sporting CP,34,1987,33.0,925,1099,84.2,21972,14172,202,203,99.5,505,512,98.6,217,382,56.8,0,0.0,0.0,0.0,0,6,0,0,1,Matches
João Afonso Crispim,br BRA,MF,Gil Vicente FC,26,1995,0.2,21,22,95.5,426,104,7,7,100.0,6,6,100.0,6,6,100.0,0,0.0,0.0,0.0,0,2,1,0,2,Matches
João Afonso,pt POR,DF,Santa Clara,31,1990,12.4,387,483,80.1,8203,3322,110,129,85.3,218,246,88.6,58,97,59.8,0,0.4,0.3,-0.4,4,22,0,0,22,Matches
Lucas Áfrico,br BRA,DF,Estoril,26,1995,10.7,460,512,89.8,9923,2681,91,102,89.2,301,317,95.0,65,83,78.3,0,0.1,0.1,-0.1,2,17,1,0,24,Matches
Salvador Agra,pt POR,"FW,MF",Tondela,29,1991,29.0,615,949,64.8,10922,3252,287,355,80.8,229,339,67.6,78,188,41.5,3,5.2,5.1,-2.2,40,46,32,12,79,Matches
Mohamed Aidara,ci CIV,DF,Vizela,24,1996,15.0,449,572,78.5,9553,3448,120,144,83.3,261,285,91.6,68,125,54.4,0,0.0,0.1,0.0,0,15,1,0,9,Matches
Chima Akas,ng NGA,DF,B-SAD,27,1994,19.5,541,776,69.7,9633,4350,230,261,88.1,258,341,75.7,45,138,32.6,1,1.3,1.1,-0.3,9,31,8,5,45,Matches
Alex,br BRA,DF,Famalicão,22,1999,16.4,621,710,87.5,12190,4618,207,234,88.5,340,360,94.4,65,98,66.3,0,0.5,0.5,-0.5,4,31,0,0,34,Matches
Ali Alipour,ir IRN,FW,Marítimo,25,1995,20.0,248,359,69.1,3479,484,161,202,79.7,68,108,63.0,11,24,45.8,1,1.3,0.6,-0.3,22,15,6,0,23,Matches
Allano,br BRA,"FW,MF",Santa Clara,26,1995,12.1,325,449,72.4,5015,1328,183,219,83.6,104,141,73.8,25,54,46.3,4,2.0,1.6,+2.0,15,23,11,0,41,Matches
