Player,Nation,Position,Squad,Age,Year of birth,90s Played,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),Assists,xAG: Exp. Assisted Goals,xA: Expected Assists,Assists - xAG,Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Matches
Weverson,br BRA,DF,Arouca,23,2000,22.2,913,1168,78.2,14903,4870,487,535,91.0,327,396,82.6,80,165,48.5,1,2.0,1.4,-1.0,19,61,15,11,67,Matches

Bruno Wilson,pt POR,DF,Vizela,26,1996,15.6,683,801,85.3,14729,6498,191,212,90.1,375,405,92.6,113,171,66.1,0,0.0,0.3,0.0,2,78,4,1,55,Matches
Roan Wilson,cr CRC,"MF,DF",Gil Vicente FC,21,2002,1.4,50,54,92.6,845,178,21,25,84.0,26,26,100.0,3,3,100.0,0,0.0,0.2,0.0,0,1,0,0,3,Matches
Frederik Winther,dk DEN,DF,Estoril,22,2001,1.3,65,74,87.8,1158,326,23,26,88.5,39,42,92.9,2,4,50.0,0,0.0,0.0,0.0,0,4,0,0,6,Matches
Abdul-Aziz Yakubu,gh GHA,FW,Rio Ave,24,1998,12.4,142,214,66.4,1879,311,90,117,76.9,39,58,67.2,5,14,35.7,2,0.9,0.8,+1.1,12,8,6,0,18,Matches
Moses Yaw,gh GHA,"DF,MF",Arouca,24,1999,0.8,38,49,77.6,691,340,16,17,94.1,15,20,75.0,5,8,62.5,0,0.0,0.0,0.0,0,4,1,1,2,Matches
Zaydou Youssouf,fr FRA,MF,Famalicão,24,1999,30.7,1154,1374,84.0,26552,8136,351,378,92.9,509,556,91.5,281,400,70.3,1,2.5,2.4,-1.5,33,140,33,13,146,Matches
Rodrigo Zalazar,uy URU,MF,Braga,23,1999,20.2,998,1228,81.3,19126,5211,424,477,88.9,394,448,87.9,154,238,64.7,6,6.4,6.4,-0.4,55,120,43,6,158,Matches
Vinícius Zanocelo,br BRA,MF,Estoril,22,2001,12.4,517,606,85.3,9381,2503,214,236,90.7,251,283,88.7,48,70,68.6,0,0.5,0.6,-0.5,9,42,2,0,43,Matches
Zinho,br BRA,"FW,MF",Portimonense,20,2003,1.6,27,42,64.3,404,91,15,21,71.4,9,13,69.2,2,2,100.0,0,0.4,0.6,-0.4,2,1,1,0,4,Matches
Ivan Zlobin,ru RUS,GK,Famalicão,26,1997,1.0,15,16,93.8,417,279,1,1,100.0,10,10,100.0,4,5,80.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Nermin Zolotić,ba BIH,DF,Casa Pia,30,1993,29.7,1271,1455,87.4,24409,10485,465,499,93.2,671,725,92.6,127,204,62.3,0,0.3,0.4,-0.3,2,78,4,1,81,Matches
