Player,Nation,Position,Squad,Age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals Against,Goals Against/90,Shots on Target Against,Saves,Save Percentage,Wins,Draws,Losses,Clean Sheets,Clean Sheet Percentage,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Save% (Penalty Kicks),Matches
Peter Leeuwenburgh,nl NED,GK,Groningen,27,1994,34,34,"3,060",34.0,55,1.62,162,109,67.3,9,9,16,4,11.8,2,2,0,0,0.0,Matches
Issam El Maach,ma MAR,GK,RKC Waalwijk,21,2000,1,1,90,1.0,3,3.00,14,11,85.7,0,0,1,0,0.0,1,1,0,0,0.0,Matches
Ofir Marciano,il ISR,GK,Feyenoord,31,1989,12,12,"1,080",12.0,12,1.00,40,28,70.0,8,2,2,4,33.3,0,0,0,0,,Matches
Xavier Mous,nl NED,GK,Heerenveen,25,1995,16,15,"1,395",15.5,20,1.29,69,50,73.9,4,3,8,3,20.0,2,2,0,0,0.0,Matches
Erwin Mulder,nl NED,GK,Heerenveen,32,1989,19,19,"1,665",18.5,30,1.62,81,50,69.1,7,5,7,5,26.3,6,5,1,0,16.7,Matches
Yvon Mvogo,ch SUI,GK,PSV Eindhoven,27,1994,8,8,720,8.0,10,1.25,38,28,78.9,6,1,1,2,25.0,2,2,0,0,0.0,Matches
Andries Noppert,nl NED,GK,Go Ahead Eag,27,1994,15,15,"1,350",15.0,20,1.33,73,54,72.6,4,3,8,3,20.0,0,0,0,0,,Matches
Eric Oelschlägel,de GER,GK,Utrecht,25,1995,4,3,316,3.5,6,1.71,16,11,62.5,0,2,1,1,33.3,0,0,0,0,,Matches

Maduka Okoye,ng NGA,GK,Sparta R'dam,21,1999,30,30,"2,633",29.3,40,1.37,135,94,73.3,8,9,13,6,20.0,5,4,1,0,20.0,Matches
André Onana,cm CMR,GK,Ajax,25,1996,6,6,540,6.0,10,1.67,18,8,44.4,5,0,1,0,0.0,0,0,0,0,,Matches
Yanick van Osch,nl NED,GK,Fortuna Sittard,24,1997,32,32,"2,880",32.0,63,1.97,190,127,67.4,10,5,17,8,25.0,2,1,1,0,50.0,Matches
Maarten Paes,id IDN,GK,Utrecht,23,1998,17,17,"1,530",17.0,23,1.35,67,44,67.2,8,4,5,5,29.4,2,1,1,0,50.0,Matches
Remko Pasveer,nl NED,GK,Ajax,37,1983,20,20,"1,800",20.0,4,0.20,41,37,90.2,16,2,2,17,85.0,0,0,0,0,,Matches
Robbin Ruiter,nl NED,GK,Willem II,34,1987,1,1,90,1.0,4,4.00,9,5,55.6,0,0,1,0,0.0,0,0,0,0,,Matches
Markus Schubert,de GER,GK,Vitesse,23,1998,20,19,"1,755",19.5,27,1.38,72,46,66.7,8,4,7,6,31.6,3,3,0,0,0.0,Matches
Maarten Stekelenburg,nl NED,GK,Ajax,38,1982,7,7,630,7.0,3,0.43,13,10,76.9,5,2,0,5,71.4,0,0,0,0,,Matches
Sonny Stevens,nl NED,GK,Cambuur,29,1992,29,29,"2,601",28.9,59,2.04,164,106,64.6,11,6,12,4,13.8,2,1,0,1,0.0,Matches
Lars Unnerstall,de GER,GK,Twente,31,1990,32,32,"2,880",32.0,32,1.00,121,90,73.6,19,8,5,12,37.5,1,0,1,0,100.0,Matches
Etienne Vaessen,sr SUR,GK,RKC Waalwijk,26,1995,31,31,"2,790",31.0,45,1.45,154,108,73.4,8,11,12,5,16.1,6,4,1,1,20.0,Matches
Hobie Verhulst,nl NED,GK,AZ Alkmaar,28,1993,2,2,180,2.0,2,1.00,4,2,50.0,1,0,1,0,0.0,0,0,0,0,,Matches
Michael Verrips,nl NED,GK,Fortuna Sittard,24,1996,2,2,180,2.0,4,2.00,10,6,60.0,0,0,2,0,0.0,0,0,0,0,,Matches
Peter Vindahl Jensen,dk DEN,GK,AZ Alkmaar,23,1998,32,32,"2,880",32.0,42,1.31,129,87,67.4,17,7,8,4,12.5,0,0,0,0,,Matches
Timon Wellenreuther,de GER,GK,Willem II,25,1995,31,31,"2,790",31.0,52,1.68,146,96,65.8,8,5,18,6,19.4,3,2,0,1,0.0,Matches
