Player,Nation,Position,Squad,Age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals Against,Goals Against/90,Shots on Target Against,Saves,Save Percentage,Wins,Draws,Losses,Clean Sheets,Clean Sheet Percentage,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Save% (Penalty Kicks),Matches
Manuel Neuer,de GER,GK,Bayern Munich,37,1986,23,23,"2,053",22.8,33,1.45,93,59,66.7,16,1,6,6,26.1,3,2,1,0,33.3,Matches
Moritz Nicolas,de GER,GK,Gladbach,25,1997,27,27,"2,430",27.0,49,1.81,160,111,71.9,6,11,10,4,14.8,4,4,0,0,0.0,Matches
Alexander Nübel,de GER,GK,Stuttgart,26,1996,30,30,"2,700",30.0,36,1.20,107,74,69.2,20,3,7,11,36.7,3,3,0,0,0.0,Matches
Jonas Omlin,ch SUI,GK,Gladbach,29,1994,7,7,630,7.0,18,2.57,47,29,66.0,1,2,4,0,0.0,2,2,0,0,0.0,Matches
Jiří Pavlenka,cz CZE,GK,Werder Bremen,31,1992,7,7,630,7.0,17,2.43,38,21,60.5,2,0,5,1,14.3,2,2,0,0,0.0,Matches
Daniel Peretz,il ISR,GK,Bayern Munich,23,2000,1,0,17,0.2,0,0.00,0,0,,0,0,0,1,,0,0,0,0,,Matches
Pavao Pervan,at AUT,GK,Wolfsburg,35,1987,9,9,810,9.0,17,1.89,36,20,52.8,2,1,6,2,22.2,0,0,0,0,,Matches
Manuel Riemann,de GER,GK,Bochum,34,1988,33,33,"2,970",33.0,70,2.12,185,116,67.0,7,12,14,4,12.1,11,9,2,0,18.2,Matches

Frederik Rønnow,dk DEN,GK,Union Berlin,30,1992,33,33,"2,970",33.0,56,1.70,162,105,68.5,9,6,18,7,21.2,7,5,2,0,28.6,Matches
Marcel Schuhen,de GER,GK,Darmstadt 98,30,1993,31,31,"2,790",31.0,76,2.45,198,123,62.1,3,7,21,3,9.7,2,1,1,0,50.0,Matches
Marvin Schwäbe,de GER,GK,Köln,28,1995,34,34,"3,060",34.0,60,1.76,168,108,66.1,5,12,17,4,11.8,3,3,0,0,0.0,Matches
Alexander Schwolow,de GER,GK,Union Berlin,31,1992,1,1,90,1.0,2,2.00,6,4,66.7,0,0,1,0,0.0,0,0,0,0,,Matches
Kevin Trapp,de GER,GK,Eint Frankfurt,33,1990,32,32,"2,880",32.0,48,1.50,137,87,71.5,10,13,9,7,21.9,11,9,2,0,18.2,Matches
Sven Ulreich,de GER,GK,Bayern Munich,34,1988,11,11,990,11.0,12,1.09,31,19,64.5,7,2,2,4,36.4,1,1,0,0,0.0,Matches
Robin Zentner,de GER,GK,Mainz 05,28,1994,30,30,"2,700",30.0,48,1.60,128,81,64.8,7,12,11,7,23.3,4,3,0,1,0.0,Matches
Michael Zetterer,de GER,GK,Werder Bremen,28,1995,27,27,"2,430",27.0,37,1.37,128,92,74.2,9,9,9,6,22.2,4,4,0,0,0.0,Matches
