player,nation,position,squad,age,year_of_birth,matches_played,starts,minutes,90s_played,goals_against,goals_against/90,shots_on_target_against,saves,save_percentage,wins,draws,losses,clean_sheets,clean_sheet_percentage,penalty_kicks_attempted,penalty_kicks_allowed,penalty_kicks_saved,penalty_kicks_missed,save%_(penalty_kicks),league,season
Günay Güvenç,nan,GK,Gaziantep FK,31,1991,22,22,"1,980",22.0,30.0,1.36,99.0,74.0,73.7,6.0,7.0,9.0,3.0,13.6,6.0,4.0,2.0,0.0,33.3,Super_Lig,2022_2023
Günay Güvenç,nan,GK,Kasımpaşa,31,1991,8,8,719,8.0,9.0,1.13,29.0,22.0,75.9,2.0,3.0,3.0,3.0,37.5,2.0,2.0,0.0,0.0,0.0,Super_Lig,2022_2023
David Jensen,DEN,GK,İstanbulspor,30,1992,32,32,"2,880",32.0,57.0,1.78,165.0,119.0,70.3,10.0,4.0,18.0,7.0,21.9,11.0,8.0,3.0,0.0,27.3,Super_Lig,2022_2023
Ferhat Kaplan,TUR,GK,Giresunspor,33,1989,13,11,"1,102",12.2,17.0,1.39,56.0,42.0,75.0,3.0,4.0,4.0,4.0,36.4,3.0,3.0,0.0,0.0,0.0,Super_Lig,2022_2023
Goran Karaćić,BIH,GK,Adana Demirspor,25,1996,1,1,90,1.0,0.0,0.0,6.0,6.0,100.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,,Super_Lig,2022_2023
Yusuf Karagöz,TUR,GK,Alanyaspor,22,1999,5,4,416,4.6,16.0,3.46,29.0,15.0,51.7,1.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,Super_Lig,2022_2023
Vedat Karakuş,TUR,GK,Adana Demirspor,24,1998,1,1,90,1.0,1.0,1.0,7.0,6.0,85.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Super_Lig,2022_2023
Erce Kardeşler,TUR,GK,Hatayspor,28,1994,21,21,"1,890",21.0,35.0,1.67,111.0,80.0,72.1,6.0,5.0,10.0,4.0,19.0,4.0,4.0,0.0,0.0,0.0,Super_Lig,2022_2023
Doğukan Kaya,nan,GK,Ankaragücü,22,2000,1,1,90,1.0,2.0,2.0,4.0,2.0,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Super_Lig,2022_2023
Serkan Kırıntılı,TUR,GK,Ümraniyespor,37,1985,10,10,827,9.2,15.0,1.63,47.0,33.0,70.2,2.0,2.0,6.0,1.0,10.0,1.0,1.0,0.0,0.0,0.0,Super_Lig,2022_2023
Okan Kocuk,TUR,GK,Galatasaray,27,1995,2,1,96,1.1,1.0,0.94,2.0,1.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Super_Lig,2022_2023
Helton Leite,BRA,GK,Antalyaspor,31,1990,17,17,"1,530",17.0,26.0,1.53,69.0,46.0,65.2,5.0,4.0,8.0,4.0,23.5,3.0,2.0,1.0,0.0,33.3,Super_Lig,2022_2023
Fernando Muslera,URU,GK,Galatasaray,36,1986,33,33,"2,964",32.9,26.0,0.79,105.0,80.0,76.2,25.0,4.0,4.0,16.0,48.5,2.0,1.0,1.0,0.0,50.0,Super_Lig,2022_2023
Ertaç Özbir,TUR,GK,Adana Demirspor,32,1989,32,32,"2,880",32.0,44.0,1.37,138.0,102.0,73.9,16.0,9.0,7.0,8.0,25.0,8.0,8.0,0.0,0.0,0.0,Super_Lig,2022_2023
Orkun Özdemir,nan,GK,Ümraniyespor,27,1995,20,18,"1,693",18.8,30.0,1.59,97.0,72.0,73.2,3.0,7.0,8.0,0.0,0.0,5.0,4.0,1.0,0.0,20.0,Super_Lig,2022_2023
Berke Özer,TUR,GK,Ümraniyespor,22,2000,5,5,450,5.0,14.0,2.8,33.0,22.0,66.7,0.0,0.0,5.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,Super_Lig,2022_2023
Onurcan Piri,TUR,GK,Giresunspor,27,1994,23,23,"1,958",21.8,43.0,1.98,98.0,60.0,60.2,5.0,6.0,12.0,2.0,8.7,7.0,4.0,2.0,1.0,33.3,Super_Lig,2022_2023
Ali Şaşal Vural,TUR,GK,Sivasspor,32,1990,30,30,"2,655",29.5,42.0,1.42,116.0,77.0,67.2,10.0,6.0,14.0,7.0,23.3,4.0,4.0,0.0,0.0,0.0,Super_Lig,2022_2023
Ibrahim Šehić,BIH,GK,Konyaspor,33,1988,29,29,"2,608",29.0,30.0,1.04,106.0,80.0,76.4,9.0,13.0,7.0,8.0,27.6,5.0,5.0,0.0,0.0,0.0,Super_Lig,2022_2023
Ahmet Şen,TUR,GK,Fatih Karagümrük,23,1999,18,18,"1,554",17.3,33.0,1.91,85.0,57.0,65.9,6.0,7.0,5.0,2.0,11.1,6.0,4.0,1.0,1.0,20.0,Super_Lig,2022_2023
Muhammed Şengezer,TUR,GK,Başakşehir,25,1997,12,12,"1,080",12.0,18.0,1.5,60.0,46.0,76.7,4.0,3.0,5.0,3.0,25.0,5.0,4.0,0.0,1.0,0.0,Super_Lig,2022_2023
Muhammet Taha Tepe,TUR,GK,Trabzonspor,21,2001,5,4,390,4.3,6.0,1.38,20.0,14.0,70.0,2.0,1.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,,Super_Lig,2022_2023
Ertuğrul Taşkıran,TUR,GK,Kasımpaşa,32,1989,18,18,"1,620",18.0,32.0,1.78,81.0,50.0,61.7,5.0,3.0,10.0,4.0,22.2,1.0,1.0,0.0,0.0,0.0,Super_Lig,2022_2023
Alperen Uysal,TUR,GK,Antalyaspor,28,1994,10,10,900,10.0,15.0,1.5,43.0,29.0,67.4,3.0,3.0,4.0,2.0,20.0,1.0,1.0,0.0,0.0,0.0,Super_Lig,2022_2023
Emiliano Viviano,ITA,GK,Fatih Karagümrük,36,1985,17,16,"1,501",16.7,30.0,1.8,72.0,44.0,62.5,5.0,5.0,6.0,5.0,31.3,4.0,3.0,1.0,0.0,25.0,Super_Lig,2022_2023
Muammer Yıldırım,TUR,GK,Sivasspor,31,1990,6,5,495,5.5,11.0,2.0,30.0,20.0,66.7,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Super_Lig,2022_2023
Emil Audero,ITA,GK,Sampdoria,25,1997,25,25,"2,250",25.0,39.0,1.56,121.0,82.0,71.9,2.0,6.0,17.0,4.0,16.0,7.0,5.0,2.0,0.0,28.6,Serie_A,2022_2023
Francesco Bardi,ITA,GK,Bologna,30,1992,1,1,90,1.0,0.0,0.0,4.0,4.0,100.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,,Serie_A,2022_2023
Marco Carnesecchi,ITA,GK,Cremonese,22,2000,27,27,"2,430",27.0,47.0,1.74,153.0,107.0,70.6,4.0,9.0,14.0,4.0,14.8,2.0,2.0,0.0,0.0,0.0,Serie_A,2022_2023
Michele Cerofolini,ITA,GK,Fiorentina,23,1999,5,5,450,5.0,3.0,0.6,11.0,8.0,81.8,4.0,1.0,0.0,2.0,40.0,1.0,1.0,0.0,0.0,0.0,Serie_A,2022_2023
Andrea Consigli,ITA,GK,Sassuolo,35,1987,35,35,"3,150",35.0,55.0,1.57,117.0,64.0,55.6,12.0,8.0,15.0,9.0,25.7,3.0,3.0,0.0,0.0,0.0,Serie_A,2022_2023
Alex Cordaz,ITA,GK,Inter,39,1983,1,0,26,0.3,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,,Serie_A,2022_2023
Alessio Cragno,ITA,GK,Monza,28,1994,1,1,90,1.0,3.0,3.0,5.0,2.0,40.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Serie_A,2022_2023
Michele Di Gregorio,ITA,GK,Monza,25,1997,37,37,"3,330",37.0,49.0,1.32,167.0,119.0,72.5,14.0,10.0,13.0,10.0,27.0,3.0,3.0,0.0,0.0,0.0,Serie_A,2022_2023
Bartłomiej Drągowski,POL,GK,Spezia,24,1997,34,34,"2,946",32.7,54.0,1.65,164.0,112.0,69.5,6.0,10.0,18.0,6.0,17.6,6.0,4.0,1.0,1.0,20.0,Serie_A,2022_2023
Wladimiro Falcone,ITA,GK,Lecce,27,1995,38,38,"3,420",38.0,46.0,1.21,156.0,112.0,73.7,8.0,12.0,18.0,6.0,15.8,6.0,5.0,1.0,0.0,16.7,Serie_A,2022_2023
Vincenzo Fiorillo,ITA,GK,Salernitana,32,1990,1,1,90,1.0,2.0,2.0,4.0,2.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Serie_A,2022_2023
Pierluigi Gollini,ITA,GK,Napoli,27,1995,4,4,360,4.0,4.0,1.0,16.0,12.0,75.0,2.0,1.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,,Serie_A,2022_2023
Pierluigi Gollini,ITA,GK,Fiorentina,27,1995,3,3,270,3.0,2.0,0.67,8.0,6.0,75.0,1.0,2.0,0.0,2.0,66.7,0.0,0.0,0.0,0.0,,Serie_A,2022_2023
Samir Handanović,SVN,GK,Inter,38,1984,14,14,"1,234",13.7,18.0,1.31,52.0,35.0,67.3,9.0,0.0,5.0,4.0,28.6,1.0,1.0,0.0,0.0,0.0,Serie_A,2022_2023
Mike Maignan,FRA,GK,Milan,27,1995,22,22,"1,978",22.0,21.0,0.96,62.0,40.0,69.4,11.0,7.0,4.0,8.0,36.4,3.0,2.0,1.0,0.0,33.3,Serie_A,2022_2023
Federico Marchetti,ITA,GK,Spezia,39,1983,1,0,66,0.7,2.0,2.73,3.0,1.0,33.3,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,Serie_A,2022_2023
Luís Maximiano,POR,GK,Lazio,23,1999,1,1,5,0.1,,,,,,1.0,,,,,,,,,,Serie_A,2022_2023
Alex Meret,ITA,GK,Napoli,25,1997,34,34,"3,060",34.0,24.0,0.71,91.0,66.0,74.7,26.0,5.0,3.0,16.0,47.1,2.0,1.0,1.0,0.0,50.0,Serie_A,2022_2023
Vanja Milinković-Savić,SRB,GK,Torino,25,1997,38,38,"3,420",38.0,41.0,1.08,136.0,95.0,73.5,14.0,11.0,13.0,11.0,28.9,6.0,5.0,0.0,1.0,0.0,Serie_A,2022_2023
Antonio Mirante,ITA,GK,Milan,39,1983,1,0,2,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,Serie_A,2022_2023
Lorenzo Montipò,ITA,GK,Hellas Verona,26,1996,37,37,"3,330",37.0,59.0,1.59,181.0,124.0,68.0,7.0,9.0,21.0,5.0,13.5,2.0,1.0,1.0,0.0,50.0,Serie_A,2022_2023
Juan Musso,ARG,GK,Atalanta,28,1994,24,24,"2,077",23.1,27.0,1.17,89.0,64.0,71.9,13.0,4.0,7.0,7.0,29.2,2.0,2.0,0.0,0.0,0.0,Serie_A,2022_2023
Guillermo Ochoa,MEX,GK,Salernitana,37,1985,20,20,"1,800",20.0,33.0,1.65,105.0,71.0,71.4,4.0,10.0,6.0,4.0,20.0,4.0,3.0,1.0,0.0,25.0,Serie_A,2022_2023
André Onana,CMR,GK,Inter,26,1996,24,24,"2,160",24.0,24.0,1.0,83.0,61.0,73.5,14.0,3.0,7.0,8.0,33.3,2.0,2.0,0.0,0.0,0.0,Serie_A,2022_2023
Rui Patrício,POR,GK,Roma,34,1988,35,35,"3,150",35.0,35.0,1.0,108.0,73.0,69.4,17.0,8.0,10.0,13.0,37.1,3.0,2.0,1.0,0.0,33.3,Serie_A,2022_2023
Gianluca Pegolo,ITA,GK,Sassuolo,41,1981,2,2,180,2.0,3.0,1.5,6.0,3.0,66.7,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Serie_A,2022_2023
Simone Perilli,ITA,GK,Hellas Verona,27,1995,1,1,90,1.0,0.0,0.0,4.0,4.0,100.0,0.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,,Serie_A,2022_2023
Mattia Perin,ITA,GK,Juventus,29,1992,11,10,948,10.5,7.0,0.66,40.0,32.0,85.0,5.0,3.0,2.0,6.0,60.0,2.0,1.0,1.0,0.0,50.0,Serie_A,2022_2023
Samuele Perisan,ITA,GK,Empoli,24,1997,7,7,630,7.0,9.0,1.29,24.0,15.0,62.5,1.0,1.0,5.0,2.0,28.6,0.0,0.0,0.0,0.0,,Serie_A,2022_2023
Ivan Provedel,ITA,GK,Lazio,28,1994,38,37,"3,413",37.9,30.0,0.79,128.0,99.0,77.3,21.0,8.0,8.0,21.0,56.8,2.0,1.0,0.0,1.0,0.0,Serie_A,2022_2023
Ionuț Radu,ROU,GK,Cremonese,25,1997,9,9,810,9.0,19.0,2.11,64.0,45.0,75.0,0.0,3.0,6.0,1.0,11.1,3.0,3.0,0.0,0.0,0.0,Serie_A,2022_2023
Nicola Ravaglia,ITA,GK,Sampdoria,33,1988,9,9,810,9.0,23.0,2.56,64.0,41.0,67.2,0.0,3.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,Serie_A,2022_2023
Francesco Rossi,ITA,GK,Atalanta,31,1991,1,0,4,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,Serie_A,2022_2023
Alessandro Russo,ITA,GK,Sassuolo,21,2001,1,1,90,1.0,3.0,3.0,7.0,4.0,57.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Serie_A,2022_2023
Mouhamadou Sarr,SEN,GK,Cremonese,25,1997,2,2,180,2.0,3.0,1.5,8.0,5.0,62.5,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,,Serie_A,2022_2023
Luigi Sepe,ITA,GK,Salernitana,31,1991,17,17,"1,530",17.0,27.0,1.59,87.0,57.0,73.6,4.0,5.0,8.0,3.0,17.6,7.0,4.0,3.0,0.0,42.9,Serie_A,2022_2023
Marco Silvestri,ITA,GK,Udinese,31,1991,38,38,"3,420",38.0,48.0,1.26,137.0,91.0,69.3,11.0,13.0,14.0,10.0,26.3,7.0,6.0,0.0,1.0,0.0,Serie_A,2022_2023
Salvatore Sirigu,ITA,GK,Fiorentina,35,1987,1,1,90,1.0,0.0,0.0,5.0,5.0,100.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,,Serie_A,2022_2023
Łukasz Skorupski,POL,GK,Bologna,31,1991,37,37,"3,330",37.0,49.0,1.32,161.0,113.0,73.9,13.0,12.0,12.0,7.0,18.9,9.0,7.0,2.0,0.0,22.2,Serie_A,2022_2023
Marco Sportiello,ITA,GK,Atalanta,30,1992,15,14,"1,339",14.9,21.0,1.41,64.0,43.0,68.8,6.0,3.0,5.0,2.0,14.3,1.0,1.0,0.0,0.0,0.0,Serie_A,2022_2023
Mile Svilar,SRB,GK,Roma,22,1999,3,3,270,3.0,3.0,1.0,10.0,7.0,70.0,1.0,1.0,1.0,1.0,33.3,0.0,0.0,0.0,0.0,,Serie_A,2022_2023
Wojciech Szczęsny,POL,GK,Juventus,32,1990,28,28,"2,472",27.5,26.0,0.95,93.0,67.0,75.3,17.0,3.0,8.0,14.0,50.0,3.0,3.0,0.0,0.0,0.0,Serie_A,2022_2023
Ciprian Tătărușanu,ROU,GK,Milan,36,1986,16,16,"1,440",16.0,22.0,1.37,61.0,40.0,67.2,9.0,3.0,4.0,4.0,25.0,2.0,2.0,0.0,0.0,0.0,Serie_A,2022_2023
Pietro Terracciano,ITA,GK,Fiorentina,32,1990,29,29,"2,610",29.0,38.0,1.31,96.0,59.0,66.7,9.0,8.0,12.0,5.0,17.2,7.0,6.0,1.0,0.0,14.3,Serie_A,2022_2023
Martin Turk,SVN,GK,Sampdoria,18,2003,4,4,360,4.0,9.0,2.25,30.0,21.0,73.3,1.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,Serie_A,2022_2023
Samir Ujkani,KVX,GK,Empoli,34,1988,1,0,7,0.1,1.0,12.86,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,Serie_A,2022_2023
Guglielmo Vicario,ITA,GK,Empoli,25,1996,31,31,"2,783",30.9,39.0,1.26,134.0,95.0,73.9,9.0,12.0,10.0,7.0,22.6,6.0,4.0,1.0,1.0,20.0,Serie_A,2022_2023
Jeroen Zoet,NED,GK,Spezia,31,1991,5,4,334,3.7,4.0,1.08,13.0,9.0,76.9,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Serie_A,2022_2023
Petar Zovko,BIH,GK,Spezia,20,2002,1,0,74,0.8,2.0,2.43,3.0,1.0,33.3,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,Serie_A,2022_2023
Tino Casali,AUT,GK,SCR Altach,25,1995,30,30,"2,695",29.9,48.0,1.6,134.0,95.0,68.7,7.0,6.0,17.0,6.0,20.0,9.0,6.0,3.0,0.0,33.3,Austrian_Bundesliga,2021_2022
Florian Faist,AUT,GK,Hartberg,32,1989,1,1,90,1.0,1.0,1.0,5.0,4.0,80.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Austrian_Bundesliga,2021_2022
Paul Gartler,AUT,GK,Rapid Wien,24,1997,17,16,"1,468",16.3,26.0,1.59,69.0,44.0,63.8,4.0,6.0,6.0,2.0,12.5,1.0,1.0,0.0,0.0,0.0,Austrian_Bundesliga,2021_2022
Christoph Haas,AUT,GK,Ried,29,1992,2,1,95,1.1,3.0,2.84,7.0,6.0,85.7,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,Austrian_Bundesliga,2021_2022
Niklas Hedl,AUT,GK,Rapid Wien,20,2001,10,10,889,9.9,11.0,1.11,42.0,33.0,81.0,4.0,4.0,2.0,2.0,20.0,3.0,3.0,0.0,0.0,0.0,Austrian_Bundesliga,2021_2022
Martin Kobras,AUT,GK,SCR Altach,35,1986,3,2,185,2.1,1.0,0.49,7.0,6.0,85.7,0.0,2.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,,Austrian_Bundesliga,2021_2022
Alexander Kofler,AUT,GK,Wolfsberger AC,34,1986,28,28,"2,520",28.0,43.0,1.54,148.0,105.0,70.9,14.0,3.0,11.0,7.0,25.0,1.0,0.0,0.0,1.0,,Austrian_Bundesliga,2021_2022
Philipp Köhn,SUI,GK,RB Salzburg,23,1998,28,28,"2,520",28.0,17.0,0.61,54.0,38.0,70.4,22.0,4.0,2.0,14.0,50.0,1.0,1.0,0.0,0.0,0.0,Austrian_Bundesliga,2021_2022
Manuel Kuttin,AUT,GK,Wolfsberger AC,27,1993,4,4,360,4.0,10.0,2.5,24.0,14.0,58.3,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,Austrian_Bundesliga,2021_2022
Andreas Leitner,AUT,GK,Admira,27,1994,32,32,"2,880",32.0,46.0,1.44,132.0,92.0,68.9,6.0,13.0,13.0,6.0,18.8,6.0,5.0,1.0,0.0,16.7,Austrian_Bundesliga,2021_2022
Nico Mantl,GER,GK,RB Salzburg,21,2000,3,3,270,3.0,2.0,0.67,9.0,7.0,77.8,2.0,1.0,0.0,1.0,33.3,0.0,0.0,0.0,0.0,,Austrian_Bundesliga,2021_2022
Phillip Menzel,GER,GK,SK Austria Klagenfurt,22,1998,28,28,"2,479",27.5,52.0,1.89,149.0,102.0,67.8,7.0,11.0,10.0,4.0,14.3,5.0,4.0,1.0,0.0,20.0,Austrian_Bundesliga,2021_2022
Lennart Moser,GER,GK,SK Austria Klagenfurt,21,1999,5,4,397,4.4,5.0,1.13,22.0,18.0,81.8,1.0,1.0,2.0,1.0,25.0,1.0,1.0,0.0,0.0,0.0,Austrian_Bundesliga,2021_2022
Ferdinand Oswald,GER,GK,WSG Tirol,30,1990,23,23,"2,013",22.4,44.0,1.97,117.0,76.0,65.0,8.0,6.0,9.0,6.0,26.1,3.0,3.0,0.0,0.0,0.0,Austrian_Bundesliga,2021_2022
Benjamin Ozegovic,AUT,GK,WSG Tirol,21,1999,11,9,866,9.6,14.0,1.45,41.0,29.0,70.7,2.0,4.0,3.0,2.0,22.2,2.0,2.0,0.0,0.0,0.0,Austrian_Bundesliga,2021_2022
Patrick Pentz,AUT,GK,Austria Wien,24,1997,32,32,"2,880",32.0,39.0,1.22,116.0,83.0,70.7,11.0,13.0,8.0,6.0,18.8,6.0,5.0,1.0,0.0,16.7,Austrian_Bundesliga,2021_2022
Samuel Şahin-Radlinger,AUT,GK,Ried,28,1992,31,31,"2,780",30.9,51.0,1.65,136.0,89.0,64.7,8.0,13.0,10.0,4.0,12.9,4.0,3.0,1.0,0.0,25.0,Austrian_Bundesliga,2021_2022
Raphael Sallinger,AUT,GK,Hartberg,25,1995,5,4,441,4.9,9.0,1.84,20.0,12.0,60.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Austrian_Bundesliga,2021_2022
Alexander Schlager,AUT,GK,LASK,25,1996,32,32,"2,880",32.0,42.0,1.31,128.0,90.0,68.8,9.0,12.0,11.0,8.0,25.0,5.0,2.0,2.0,1.0,50.0,Austrian_Bundesliga,2021_2022
Jörg Siebenhandl,AUT,GK,Sturm Graz,31,1990,32,32,"2,880",32.0,46.0,1.44,106.0,62.0,58.5,16.0,8.0,8.0,8.0,25.0,2.0,2.0,0.0,0.0,0.0,Austrian_Bundesliga,2021_2022
Richard Strebinger,AUT,GK,Rapid Wien,28,1993,6,6,512,5.7,7.0,1.23,23.0,18.0,78.3,2.0,1.0,3.0,2.0,33.3,2.0,2.0,0.0,0.0,0.0,Austrian_Bundesliga,2021_2022
René Swete,AUT,GK,Hartberg,31,1990,27,27,"2,349",26.1,37.0,1.42,116.0,79.0,69.8,7.0,9.0,11.0,6.0,22.2,3.0,2.0,0.0,1.0,0.0,Austrian_Bundesliga,2021_2022
Bernhard Unger,AUT,GK,Rapid Wien,22,1999,1,0,8,0.1,1.0,11.25,1.0,1.0,100.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,Austrian_Bundesliga,2021_2022
Alexander Walke,GER,GK,RB Salzburg,38,1983,1,1,90,1.0,0.0,0.0,1.0,1.0,100.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,,Austrian_Bundesliga,2021_2022
Mateusz Abramowicz,POL,GK,Miedź Legnica,29,1992,20,20,"1,800",20.0,0.0,0.0,,,,2.0,8.0,10.0,4.0,20.0,5.0,5.0,0.0,0.0,0.0,Ekstraklasa,2022_2023
Sławomir Abramowicz,POL,GK,Jagiellonia,18,2004,3,2,225,2.5,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,100.0,Ekstraklasa,2022_2023
Zlatan Alomerović,GER,GK,Jagiellonia,31,1991,32,32,"2,835",31.5,0.0,0.0,,,,8.0,14.0,10.0,5.0,15.6,4.0,3.0,0.0,1.0,0.0,Ekstraklasa,2022_2023
Filip Bednarek,POL,GK,Lech Poznań,29,1992,32,32,"2,880",32.0,0.0,0.0,,,,17.0,10.0,5.0,16.0,50.0,7.0,5.0,2.0,0.0,28.6,Ekstraklasa,2022_2023
Daniel Bielica,POL,GK,Górnik Zabrze,23,1999,24,24,"2,160",24.0,0.0,0.0,,,,10.0,6.0,8.0,9.0,37.5,4.0,2.0,2.0,0.0,50.0,Ekstraklasa,2022_2023
Kacper Bieszczad,POL,GK,Zagłębie Lubin,19,2002,15,15,"1,350",15.0,0.0,0.0,,,,4.0,5.0,6.0,3.0,20.0,3.0,3.0,0.0,0.0,0.0,Ekstraklasa,2022_2023
Kevin Broll,GER,GK,Górnik Zabrze,26,1995,10,10,894,9.9,,,,,,3.0,3.0,4.0,2.0,20.0,0.0,0.0,0.0,0.0,,Ekstraklasa,2022_2023
Michał Buchalik,POL,GK,Lechia Gdańsk,33,1989,5,4,384,4.3,,,,,,1.0,0.0,3.0,1.0,25.0,2.0,2.0,0.0,0.0,0.0,Ekstraklasa,2022_2023
Jasmin Burić,BIH,GK,Zagłębie Lubin,35,1987,5,5,450,5.0,,,,,,1.0,0.0,4.0,1.0,20.0,3.0,1.0,2.0,0.0,66.7,Ekstraklasa,2022_2023
Sokratis Dioudis,GRE,GK,Zagłębie Lubin,29,1993,14,14,"1,260",14.0,0.0,0.0,,,,7.0,4.0,3.0,5.0,35.7,1.0,0.0,1.0,0.0,100.0,Ekstraklasa,2022_2023
Konrad Forenc,POL,GK,Korona Kielce,30,1992,20,20,"1,800",20.0,0.0,0.0,,,,7.0,6.0,7.0,5.0,25.0,4.0,4.0,0.0,0.0,0.0,Ekstraklasa,2022_2023
Bartłomiej Gradecki,POL,GK,Wisła Płock,22,1999,14,14,"1,260",14.0,,,,,,6.0,3.0,5.0,3.0,21.4,2.0,2.0,0.0,0.0,0.0,Ekstraklasa,2022_2023
Jędrzej Grobelny,POL,GK,Warta Poznań,21,2001,6,5,482,5.4,0.0,0.0,,,,2.0,2.0,1.0,3.0,60.0,1.0,1.0,0.0,0.0,0.0,Ekstraklasa,2022_2023
Dominik Holec,SVK,GK,Lech Poznań,28,1994,1,1,90,1.0,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,Ekstraklasa,2022_2023
Lukáš Hroššo,SVK,GK,Cracovia,35,1987,3,3,270,3.0,,,,,,1.0,1.0,1.0,1.0,33.3,0.0,0.0,0.0,0.0,,Ekstraklasa,2022_2023
Dominik Hładun,POL,GK,Legia Warsaw,26,1995,7,7,630,7.0,,,,,,4.0,3.0,0.0,3.0,42.9,0.0,0.0,0.0,0.0,,Ekstraklasa,2022_2023
Krzysztof Kamiński,POL,GK,Wisła Płock,31,1990,20,20,"1,800",20.0,0.0,0.0,,,,4.0,4.0,12.0,4.0,20.0,4.0,4.0,0.0,0.0,0.0,Ekstraklasa,2022_2023
Stefanos Kapino,GRE,GK,Miedź Legnica,28,1994,4,4,360,4.0,,,,,,1.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,50.0,Ekstraklasa,2022_2023
Bartosz Klebaniuk,POL,GK,Pogoń Szczecin,20,2002,5,4,406,4.5,,,,,,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,100.0,Ekstraklasa,2022_2023
Gabriel Kobylak,POL,GK,Radomiak Radom,20,2002,29,29,"2,610",29.0,1.0,0.03,,,,10.0,8.0,11.0,8.0,27.6,3.0,3.0,0.0,0.0,0.0,Ekstraklasa,2022_2023
Vladen Kovačević,BIH,GK,RKS Raków,24,1998,28,28,"2,520",28.0,0.0,0.0,,,,20.0,4.0,4.0,16.0,57.1,5.0,4.0,1.0,0.0,20.0,Ekstraklasa,2022_2023
Dušan Kuciak,SVK,GK,Lechia Gdańsk,37,1985,30,30,"2,676",29.7,0.0,0.0,,,,7.0,6.0,17.0,10.0,33.3,6.0,3.0,2.0,1.0,40.0,Ekstraklasa,2022_2023
Paweł Lenarcik,POL,GK,Miedź Legnica,27,1995,10,10,900,10.0,,,,,,1.0,2.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Ekstraklasa,2022_2023
Rafał Leszczyński,POL,GK,Śląsk Wrocław,30,1992,20,20,"1,800",20.0,1.0,0.05,,,,4.0,6.0,10.0,3.0,15.0,3.0,2.0,0.0,1.0,0.0,Ekstraklasa,2022_2023
Adrian Lis,POL,GK,Warta Poznań,30,1992,29,29,"2,578",28.6,0.0,0.0,,,,10.0,7.0,12.0,10.0,34.5,1.0,0.0,0.0,1.0,,Ekstraklasa,2022_2023
Filip Majchrowicz,POL,GK,Radomiak Radom,22,2000,3,3,270,3.0,,,,,,2.0,0.0,1.0,1.0,33.3,1.0,1.0,0.0,0.0,0.0,Ekstraklasa,2022_2023
