Player,Nation,Position,Squad,Age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,npxG + xAG/90,Matches
Stefano Surdanovic,rs SRB,"MF,FW",SC Austria Lustenau,23,1998,31,30,"2,643",29.4,4,3,7,4,0,0,5,1,0.14,0.10,0.24,0.14,0.24,Matches

René Swete,at AUT,GK,Hartberg,32,1990,12,12,"1,080",12.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
Haris Tabakovic,ba BIH,FW,Austria Wien,28,1994,28,17,"1,672",18.6,17,2,19,15,2,2,5,1,0.92,0.11,1.02,0.81,0.92,Matches
Dario Tadić,at AUT,FW,Hartberg,32,1990,26,14,"1,405",15.6,7,3,10,4,3,3,0,0,0.45,0.19,0.64,0.26,0.45,Matches
Matthäus Taferner,at AUT,MF,Wolfsberger AC,21,2001,25,18,"1,560",17.3,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
Maksym Talovierov,ua UKR,"MF,DF",LASK,22,2000,12,5,507,5.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Adil Taoui,fr FRA,FW,LASK,20,2001,4,0,33,0.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Johannes Tartarotti,at AUT,MF,SCR Altach,22,1999,18,4,529,5.9,1,2,3,1,0,0,1,0,0.17,0.34,0.51,0.17,0.51,Matches
Georg Teigl,at AUT,"MF,DF",Austria Wien,31,1991,13,2,346,3.8,0,1,1,0,0,0,3,0,0.00,0.26,0.26,0.00,0.26,Matches
Bryan Teixeira,cv CPV,"FW,MF",Sturm Graz,21,2000,14,6,608,6.8,0,1,1,0,0,1,2,0,0.00,0.15,0.15,0.00,0.15,Matches
Bryan Teixeira,cv CPV,"MF,FW",SC Austria Lustenau,21,2000,16,15,"1,331",14.8,6,6,12,4,2,2,3,0,0.41,0.41,0.81,0.27,0.68,Matches
Manuel Thurnwald,at AUT,"DF,MF",SCR Altach,24,1998,21,15,"1,285",14.3,0,5,5,0,0,0,2,0,0.00,0.35,0.35,0.00,0.35,Matches
Alexis Tibidi,fr FRA,"MF,FW",SCR Altach,18,2003,16,15,"1,235",13.7,5,1,6,5,0,0,4,0,0.36,0.07,0.44,0.36,0.44,Matches
Daniel Tiefenbach,hu HUN,MF,SC Austria Lustenau,22,1999,12,8,729,8.1,0,1,1,0,0,0,1,0,0.00,0.12,0.12,0.00,0.12,Matches
Denis Tomic,at AUT,MF,WSG Tirol,24,1998,18,2,447,5.0,1,0,1,1,0,0,1,0,0.20,0.00,0.20,0.20,0.20,Matches
