Player,Nation,Position,Squad,Age,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,Goals/90,Assists/90,Goals + Assists/90,Non-Penalty Goals/90,npxG + xAG/90,Matches
Oğuz Ceylan,tr TUR,DF,Ankaragücü,31,1990,12,8,727,8.1,0,1,1,0,0,0,3,0,0.00,0.12,0.12,0.00,0.12,Matches
Nacer Chadli,be BEL,MF,Başakşehir,32,1989,1,1,61,0.7,1,0,1,1,0,0,0,0,1.48,0.00,1.48,1.48,1.48,Matches

Charis Charisis,gr GRE,MF,Sivasspor,27,1995,26,21,"1,741",19.3,1,1,2,1,0,0,3,0,0.05,0.05,0.10,0.05,0.10,Matches
Anastasios Chatzigiovannis,gr GRE,"MF,FW",Ankaragücü,25,1997,25,7,834,9.3,1,2,3,1,0,0,2,0,0.11,0.22,0.32,0.11,0.32,Matches
Mounir Chouiar,fr FRA,"FW,MF",Başakşehir,23,1999,16,12,948,10.5,1,4,5,1,0,0,1,0,0.09,0.38,0.47,0.09,0.47,Matches
Mounir Chouiar,fr FRA,"MF,FW",Kasımpaşa,23,1999,16,12,956,10.6,2,1,3,2,0,0,1,0,0.19,0.09,0.28,0.19,0.28,Matches
Alexandru Cicâldău,ro ROU,MF,Galatasaray,25,1997,1,0,6,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Ibrahim Cicek,,MF,Ankaragücü,15,2006,1,0,5,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Uğur Çiftçi,tr TUR,DF,Sivasspor,30,1992,23,20,"1,793",19.9,0,4,4,0,0,0,5,1,0.00,0.20,0.20,0.00,0.20,Matches
Sadık Çiftpınar,tr TUR,DF,Kasımpaşa,29,1993,12,11,"1,018",11.3,1,0,1,1,0,0,4,0,0.09,0.00,0.09,0.09,0.09,Matches
